175.000000,-185.500000,0.362323,0.273322,0.274698,0.273311,0.273314
200.000000,-184.000000,0.357951,0.282285,0.284491,0.282279,0.282280
175.000000,-185.500000,0.422986,0.577014,0.580260,0.577014,0.577018
225.000000,-182.500000,0.392762,0.545005,0.545481,0.545007,0.545003
200.000000,-184.000000,0.396058,0.476200,0.473824,0.476214,0.476212
175.000000,-185.500000,0.380584,0.368669,0.366679,0.368669,0.368667
225.000000,-182.500000,0.394865,0.554894,0.555868,0.554898,0.554889
225.000000,-182.500000,0.352581,0.345584,0.347022,0.345610,0.345598
225.000000,-182.500000,0.382731,0.497083,0.495937,0.497084,0.497093
200.000000,-184.000000,0.408579,0.536415,0.536034,0.536424,0.536422
175.000000,-185.500000,0.383688,0.384537,0.382314,0.384541,0.384538
175.000000,-185.500000,0.422986,0.577014,0.580260,0.577014,0.577018
175.000000,-185.500000,0.356947,0.244596,0.247618,0.244591,0.244596
200.000000,-184.000000,0.375381,0.372994,0.371091,0.372981,0.372981
200.000000,-184.000000,0.409083,0.538801,0.538538,0.538811,0.538810
175.000000,-185.500000,0.402492,0.478598,0.477031,0.478598,0.478594
225.000000,-182.500000,0.356076,0.363737,0.364285,0.363740,0.363736
225.000000,-182.500000,0.365879,0.413815,0.412703,0.413794,0.413804
225.000000,-182.500000,0.383948,0.502962,0.501948,0.502964,0.502972
175.000000,-185.500000,0.366975,0.297933,0.298130,0.297925,0.297927
225.000000,-182.500000,0.394423,0.552823,0.553685,0.552823,0.552816
175.000000,-185.500000,0.352502,0.220613,0.225229,0.220623,0.220630
200.000000,-184.000000,0.408013,0.533727,0.533221,0.533740,0.533738
200.000000,-184.000000,0.371418,0.352671,0.351401,0.352654,0.352655
200.000000,-184.000000,0.384181,0.417495,0.414814,0.417495,0.417494
200.000000,-184.000000,0.351005,0.245162,0.249980,0.245196,0.245196
225.000000,-184.000000,0.428953,0.000000,0.000055,0.000008,0.000006
225.000000,-184.000000,0.444394,0.078038,0.077966,0.078031,0.078033
175.000000,-185.500000,0.412874,0.528993,0.529325,0.528988,0.528987
200.000000,-184.000000,0.394339,0.467797,0.465283,0.467812,0.467810
175.000000,-185.500000,0.422986,0.577014,0.580260,0.577014,0.577018
200.000000,-184.000000,0.418250,0.581750,0.584083,0.581740,0.581741
200.000000,-184.000000,0.367887,0.334418,0.333858,0.334396,0.334397
225.000000,-182.500000,0.393933,0.550517,0.551265,0.550521,0.550514
200.000000,-184.000000,0.361563,0.301371,0.302437,0.301352,0.301353
225.000000,-184.000000,0.428953,0.000000,0.000055,0.000008,0.000006
175.000000,-185.500000,0.386178,0.397199,0.394856,0.397202,0.397199
175.000000,-185.500000,0.388477,0.408829,0.406436,0.408837,0.408833
175.000000,-185.500000,0.401028,0.471403,0.469656,0.471404,0.471400
175.000000,-185.500000,0.363244,0.278210,0.279337,0.278201,0.278204
200.000000,-184.000000,0.397511,0.483276,0.481043,0.483290,0.483288
225.000000,-184.000000,0.448844,0.100268,0.100420,0.100274,0.100279
175.000000,-185.500000,0.399291,0.462837,0.460907,0.462841,0.462837
225.000000,-182.500000,0.373768,0.453231,0.451667,0.453219,0.453232
200.000000,-184.000000,0.386666,0.429905,0.427160,0.429910,0.429909
200.000000,-184.000000,0.418250,0.581750,0.584083,0.581740,0.581741
175.000000,-185.500000,0.379688,0.364070,0.362166,0.364069,0.364068
175.000000,-185.500000,0.391761,0.425356,0.422978,0.425362,0.425358
175.000000,-185.500000,0.413444,0.531729,0.532196,0.531723,0.531722
225.000000,-184.000000,0.439071,0.051293,0.051108,0.051282,0.051282
225.000000,-182.500000,0.359005,0.378830,0.378751,0.378819,0.378820
200.000000,-184.000000,0.418250,0.581750,0.584083,0.581740,0.581741
225.000000,-182.500000,0.356550,0.366188,0.366626,0.366188,0.366185
200.000000,-184.000000,0.418250,0.581750,0.584083,0.581740,0.581741
225.000000,-182.500000,0.385014,0.508099,0.507213,0.508100,0.508107
225.000000,-182.500000,0.392054,0.541662,0.541984,0.541665,0.541662
175.000000,-185.500000,0.389260,0.412783,0.410380,0.412787,0.412783
