200.000000,-184.000000,0.381057,0.401794
175.000000,-185.500000,0.376744,0.348900
175.000000,-185.500000,0.350973,0.212316
175.000000,-185.500000,0.403749,0.484756
175.000000,-185.500000,0.401028,0.471403
175.000000,-185.500000,0.422986,0.577014
175.000000,-185.500000,0.397174,0.452356
225.000000,-184.000000,0.440397,0.057973
225.000000,-184.000000,0.442110,0.066581
225.000000,-182.500000,0.403775,0.596225
225.000000,-184.000000,0.444394,0.078038
175.000000,-185.500000,0.389260,0.412783
200.000000,-184.000000,0.371559,0.353396
175.000000,-185.500000,0.402492,0.478598
175.000000,-185.500000,0.422986,0.577014
200.000000,-184.000000,0.399852,0.494624
225.000000,-182.500000,0.394423,0.552823
200.000000,-184.000000,0.394339,0.467797
225.000000,-182.500000,0.363334,0.400931
225.000000,-182.500000,0.356550,0.366188
200.000000,-184.000000,0.418250,0.581750
200.000000,-184.000000,0.408013,0.533727
175.000000,-185.500000,0.391761,0.425356
200.000000,-184.000000,0.371418,0.352671
175.000000,-185.500000,0.376736,0.348858
225.000000,-182.500000,0.385014,0.508099
225.000000,-182.500000,0.403775,0.596225
200.000000,-184.000000,0.418250,0.581750
225.000000,-182.500000,0.381323,0.490261
225.000000,-182.500000,0.369315,0.431078
175.000000,-185.500000,0.352502,0.220613
225.000000,-182.500000,0.368056,0.424770
225.000000,-182.500000,0.352581,0.345584
175.000000,-185.500000,0.363244,0.278210
200.000000,-184.000000,0.408579,0.536415
200.000000,-184.000000,0.407369,0.530669
175.000000,-185.500000,0.386274,0.397683
200.000000,-184.000000,0.356911,0.276765
200.000000,-184.000000,0.363540,0.311749
200.000000,-184.000000,0.398761,0.489344
225.000000,-182.500000,0.356076,0.363737
175.000000,-185.500000,0.388477,0.408829
200.000000,-184.000000,0.357951,0.282285
175.000000,-185.500000,0.370782,0.317910
175.000000,-185.500000,0.422986,0.577014
225.000000,-184.000000,0.447567,0.093899
175.000000,-185.500000,0.422986,0.577014
200.000000,-184.000000,0.365374,0.321337
175.000000,-185.500000,0.412874,0.528993
225.000000,-182.500000,0.403775,0.596225
175.000000,-185.500000,0.404843,0.490104
225.000000,-182.500000,0.360293,0.385430
175.000000,-185.500000,0.380584,0.368669
200.000000,-184.000000,0.390522,0.449028
225.000000,-182.500000,0.403775,0.596225
225.000000,-182.500000,0.385959,0.512637
175.000000,-185.500000,0.413444,0.531729
