175.000000,-185.500000,0.422986,0.577014,0.580260,0.577014,0.577018
175.000000,-185.500000,0.422986,0.577014,0.580260,0.577014,0.577018
175.000000,-185.500000,0.376744,0.348900,0.347337,0.348898,0.348897
225.000000,-182.500000,0.403775,0.596225,0.599875,0.596200,0.596170
225.000000,-182.500000,0.360293,0.385430,0.385113,0.385417,0.385420
175.000000,-185.500000,0.356416,0.241739,0.244944,0.241739,0.241744
225.000000,-182.500000,0.403775,0.596225,0.599875,0.596200,0.596170
225.000000,-182.500000,0.385959,0.512637,0.511880,0.512641,0.512646
175.000000,-185.500000,0.350973,0.212316,0.217527,0.212332,0.212339
200.000000,-184.000000,0.399852,0.494624,0.492674,0.494642,0.494639
200.000000,-184.000000,0.365374,0.321337,0.321372,0.321318,0.321319
200.000000,-184.000000,0.363540,0.311749,0.312260,0.311730,0.311731
175.000000,-185.500000,0.403749,0.484756,0.483362,0.484757,0.484754
225.000000,-182.500000,0.403775,0.596225,0.599875,0.596200,0.596170
225.000000,-182.500000,0.368056,0.424770,0.423455,0.424750,0.424761
200.000000,-184.000000,0.398761,0.489344,0.487253,0.489359,0.489357
200.000000,-184.000000,0.356240,0.273191,0.275990,0.273194,0.273195
225.000000,-184.000000,0.440397,0.057973,0.057798,0.057960,0.057960
200.000000,-184.000000,0.356911,0.276765,0.279324,0.276761,0.276762
200.000000,-184.000000,0.406630,0.527153,0.526350,0.527166,0.527164
225.000000,-184.000000,0.442110,0.066581,0.066442,0.066573,0.066574
225.000000,-182.500000,0.375512,0.461843,0.460281,0.461831,0.461844
225.000000,-184.000000,0.428953,0.000000,0.000055,0.000008,0.000006
200.000000,-184.000000,0.392064,0.456631,0.453980,0.456642,0.456641
225.000000,-184.000000,0.428953,0.000000,0.000055,0.000008,0.000006
175.000000,-185.500000,0.393849,0.435806,0.433495,0.435812,0.435808
225.000000,-182.500000,0.377032,0.469314,0.467789,0.469307,0.469320
175.000000,-185.500000,0.412225,0.525874,0.526056,0.525870,0.525869
175.000000,-185.500000,0.386274,0.397683,0.395340,0.397689,0.397686
175.000000,-185.500000,0.370782,0.317910,0.317306,0.317905,0.317905
175.000000,-185.500000,0.397174,0.452356,0.450244,0.452362,0.452358
200.000000,-184.000000,0.383259,0.412871,0.410233,0.412871,0.412871
225.000000,-182.500000,0.371734,0.443144,0.441621,0.443127,0.443140
225.000000,-182.500000,0.403775,0.596225,0.599875,0.596200,0.596170
225.000000,-182.500000,0.369315,0.431078,0.429673,0.431059,0.431071
200.000000,-184.000000,0.407369,0.530669,0.530022,0.530681,0.530680
225.000000,-182.500000,0.393383,0.547931,0.548548,0.547933,0.547928
225.000000,-184.000000,0.428953,0.000000,0.000055,0.000008,0.000006
200.000000,-184.000000,0.374371,0.367832,0.366073,0.367817,0.367817
200.000000,-184.000000,0.371559,0.353396,0.352102,0.353380,0.353381
175.000000,-185.500000,0.404843,0.490104,0.488873,0.490105,0.490101
175.000000,-185.500000,0.361729,0.270159,0.271706,0.270152,0.270155
200.000000,-184.000000,0.381057,0.401794,0.399292,0.401791,0.401790
175.000000,-185.500000,0.368848,0.307783,0.307564,0.307773,0.307775
175.000000,-185.500000,0.413950,0.534152,0.534745,0.534148,0.534147
200.000000,-184.000000,0.418250,0.581750,0.584083,0.581740,0.581741
225.000000,-184.000000,0.447567,0.093899,0.093977,0.093902,0.093906
175.000000,-185.500000,0.376736,0.348858,0.347296,0.348857,0.348856
200.000000,-184.000000,0.378475,0.388738,0.386464,0.388729,0.388729
225.000000,-182.500000,0.363334,0.400931,0.400133,0.400913,0.400920
175.000000,-185.500000,0.411477,0.522277,0.522288,0.522271,0.522270
175.000000,-185.500000,0.395630,0.444685,0.442466,0.444691,0.444687
200.000000,-184.000000,0.388745,0.440238,0.437489,0.440244,0.440243
200.000000,-184.000000,0.390522,0.449028,0.446318,0.449039,0.449037
225.000000,-182.500000,0.381323,0.490261,0.488982,0.490259,0.490269
200.000000,-184.000000,0.351452,0.247569,0.252201,0.247598,0.247598
175.000000,-185.500000,0.373203,0.330538,0.329501,0.330534,0.330534
