Place	P	T	L	V	x_N2	x_O2	x_Ar	y_N2	y_O2	y_Ar	LiqEtlp	LiqRho	LiqMass	VapEtlp	VapRho	VapMass
14__Main Tower	545.946341463415	-177.910114848114	2213.75071345464	3484.82532161694	0.991412887974001	0.00518637523543216	0.00340073679056668	0.996005297092607	0.00215896013000059	0.00183574277739286	-10904.9980178861	25.6479179514233	28.0742663620781	-6089.4330352993	0.803944297315713	28.0435178538346
14__Main Tower	545.946341463415	-177.855596736647	2121.01664632955	3484.58514362996	0.984996056502098	0.0092221841125331	0.00578175938536853	0.993021382573785	0.00384957515857336	0.00312904226764168	-10906.2742782108	25.688261751434	28.1187746380393	-6085.44891323271	0.80330623168675	28.0656938663202
14__Main Tower	545.946341463415	-177.750554259753	2022.40994126501	3479.22568779846	0.972763381038599	0.0172636975946847	0.0099729213667169	0.987331687952657	0.00724439292613558	0.00542391912120694	-10909.3584594254	25.7655853564581	28.2008576723692	-6078.07869898301	0.802081158192161	28.1066183615007
14__Main Tower	545.946341463415	-177.548923159539	1919.07688556299	3467.25857169687	0.949852657295414	0.0338962799527056	0.0162510627518807	0.976700831259055	0.0143717779699528	0.00892739077099262	-10918.0757472485	25.9121410534007	28.3421013961629	-6065.31830621477	0.799742209625569	28.1768491811417
14__Main Tower	545.946341463415	-177.125623006772	1803.13150777344	3444.39047855736	0.904090472350647	0.0738750502088006	0.0220344774405528	0.955612980532993	0.0320104944769613	0.0123765249900459	-10948.079351622	26.2121276153474	28.5705217959047	-6044.55842231221	0.794901214887138	28.2883401568835
14__Main Tower	545.946341463415	-175.968537964143	1651.12244768503	3381.74296226299	0.788806629784504	0.193926614640297	0.0172667555751993	0.900301208164314	0.0893405195189212	0.0103582723167643	-11058.6964654644	26.9959699688879	28.9922645576637	-6005.39079691824	0.782073853017795	28.4928270903054
14__Main Tower	545.946341463415	-175.254891887505	1529.18268010521	3344.00316204853	0.722481164769128	0.265883736732311	0.0116350984985613	0.865275805168114	0.127441012747737	0.00728318208414837	-11126.55675406	27.4571704952517	29.2119437333656	-5984.00839441636	0.774427676809563	28.6080325320557
14__Main Tower	545.946341463415	-175.201188785503	1434.0488126021	3339.79943044507	0.717472817565137	0.270887449271238	0.0116397331636251	0.86247794673666	0.13021357814607	0.00730847511727048	-11130.8277310607	27.4918632576193	29.231948847549	-5982.00210404705	0.773857714083599	28.6193886213301
14__Main Tower	545.946341463415	-177.910059194621	2215.47573029335	3487.27640123873	0.991406167257744	0.00519038310168772	0.00340344964056786	0.996002172868527	0.00216062650679779	0.00183720062467482	-10904.9989403314	25.6479600115126	28.0743147193074	-6089.42872951761	0.803943636244244	28.0435418970874
14__Main Tower	545.946341463415	-177.855535780547	2120.6318045633	3484.2382888446	0.984988684363785	0.00922678707879881	0.00578452855741643	0.993017962771603	0.00385150516071943	0.00313053206767712	-10906.2756790421	25.6883081068828	28.1188260401358	-6085.44433685397	0.80330550111736	28.0657193420033
