Place	P	T	L	V	x_N2	x_O2	x_Ar	y_N2	y_O2	y_Ar	LiqEtlp	LiqRho	LiqMass	VapEtlp	VapRho	VapMass
15__Main Tower	545.326829268293	-177.945125192206	2214.38059308664	3484.9583527791	0.993716617476343	0.0033976044473557	0.00288577807630189	0.997031651290964	0.0014124626172199	0.0015558860918159	-10904.8165531931	25.6361098753725	28.0609885008575	-6090.71743717541	0.803282490785456	28.0372014786889
15__Main Tower	545.326829268293	-177.902021872054	2123.0979250383	3485.9713271112	0.988561422716856	0.00631818150859505	0.00512039577454941	0.994601474721218	0.00263237263914353	0.00276615263963886	-10905.2334440892	25.6682567260742	28.099303005472	-6087.27788492965	0.802777435725989	28.056509792261
15__Main Tower	545.326829268293	-177.815480614821	2026.13848518556	3481.96159433406	0.978320323183175	0.0124396868489633	0.00923998996786178	0.989783201326155	0.00520540408202885	0.00501139459181585	-10906.6630063724	25.7324628944051	28.1728768066296	-6080.65798581747	0.801766184067343	28.09356543315
15__Main Tower	545.326829268293	-177.642408187372	1924.32231686909	3471.38041987437	0.958346109583598	0.0258938430836422	0.0157600473327599	0.980448126088164	0.0109319633597517	0.00861991055208441	-10912.297966218	25.8592403513968	28.3043354145719	-6068.78350574615	0.79975621053852	28.1594648651355
15__Main Tower	545.326829268293	-177.262477621632	1810.66721161898	3450.90715020384	0.916737438383453	0.0608790889453582	0.022383472671189	0.961307386644803	0.0262069079190193	0.0124857054361772	-10937.0583184263	26.1303177888291	28.5228721632499	-6048.96661702606	0.795398567074489	28.2665043288853
15__Main Tower	545.326829268293	-176.099013171255	1657.17480787336	3388.25777809931	0.799817390054567	0.181966924037303	0.0182156859081301	0.905863444794484	0.0832845934052574	0.010851961800259	-11048.2284351094	26.9228583979901	28.9559067618959	-6008.97985383515	0.782458615223178	28.4745743005107
15__Main Tower	545.326829268293	-175.271890643032	1529.07875217377	3343.89918901776	0.722626082596945	0.265710619573562	0.0116632978294932	0.865387252834798	0.127313755332982	0.0072989918322208	-11127.3037440504	27.45907836091	29.2115900743916	-5984.18898451936	0.773589765815096	28.6077138461701
15__Main Tower	545.326829268293	-175.214719342098	1433.8607416544	3339.6204448101	0.717295595674741	0.271061884974268	0.011642519350991	0.862414042295274	0.130276096544495	0.00730986116023155	-11131.911317656	27.4959854197778	29.2326775757619	-5982.07701874566	0.772983562501528	28.6196544245787
15__Main Tower	545.326829268293	-177.945104036334	2216.76093643789	3488.04471221996	0.993713985694126	0.0033989648075992	0.00288704949827486	0.997030410987662	0.0014130248702219	0.00155656414211623	-10904.8165182795	25.6361261790774	28.0610090990362	-6090.71560692519	0.803282238457196	28.0372118129226
15__Main Tower	545.326829268293	-177.901972133077	2122.79493229573	3485.69732579713	0.988555325752925	0.00632162210101875	0.00512305214605634	0.994598615502804	0.00263380864020098	0.00276757585699506	-10905.2339106009	25.6682947556113	28.0993484269099	-6087.27384070286	0.802776842268004	28.0565325036976
15__Main Tower	545.326829268293	-177.815284353672	2025.8935587762	3481.85357875372	0.978297195332665	0.0124537012359091	0.00924910343142543	0.989772297553142	0.00521131989695771	0.00501638254990021	-10906.6665875181	25.7326081918432	28.1730414511837	-6080.64313314505	0.801763893594276	28.0936485507878
15__Main Tower	545.326829268293	-177.642411276503	1924.38548923836	3471.45391510528	0.95834644842242	0.0258935560158716	0.0157599955617088	0.980448279035144	0.0109318402988382	0.00861988066601754	-10912.2977596355	25.8592381512255	28.3043336521452	-6068.78366400115	0.799756246027547	28.1594640178014
15__Main Tower	545.326829268293	-177.26255395571	1810.55447586512	3450.76734101966	0.916745951090763	0.0608734071583749	0.022380641750862	0.961311555627046	0.0262043615443643	0.0124840828285894	-10937.0561304202	26.1302634467065	28.52281572293	-6048.97186469628	0.795399429907317	28.266474810667
15__Main Tower	545.326829268293	-176.096526858678	1656.24537799321	3387.36340598725	0.799579438875793	0.182229946074489	0.018190615049718	0.905745339648735	0.0834160748137531	0.0108385855375116	-11048.4829356198	26.9245019449948	28.9566562099002	-6008.90943866141	0.782431550772706	28.4749388711079
15__Main Tower	545.326829268293	-175.272053434298	1529.03295121983	3343.85066690319	0.72264133292075	0.265695461475121	0.0116632056041289	0.865395696550628	0.127305435091641	0.00729886835773068	-11127.290875464	27.4589728315329	29.2115285383507	-5984.19510628366	0.773591484487209	28.6076791997038
15__Main Tower	545.326829268293	-175.214822207813	1433.86574024157	3339.61721494986	0.717304936112722	0.271052382020436	0.0116426818668416	0.862419351591414	0.130270731345129	0.00730991706345714	-11131.903035078	27.4959205444057	29.2326416271165	-5982.08069094972	0.772984648150008	28.6196337007365
15__Main Tower	545.326829268293	-177.945036447991	2216.62609386468	3488.13726767326	0.993705852827256	0.00340339838469017	0.00289074878805406	0.997026563341738	0.00141487302932209	0.00155856362894017	-10904.8168468622	25.6361767355087	28.0610709267345	-6090.7100561636	0.803281445501933	28.0372430454101
15__Main Tower	545.326829268293	-177.901585768613	2123.18169444511	3486.84151383804	0.988508688089409	0.00634802627786609	0.00514328563272521	0.994576707574964	0.00264481129758065	0.00277848112745497	-10905.2376421051	25.6685857227354	28.0996951870413	-6087.24285286573	0.80277229519371	28.0567065257051
15__Main Tower	545.326829268293	-177.815380532129	2025.86339400226	3481.7214437623	0.978308527868182	0.01244672941566	0.00924474271615745	0.989777623579494	0.00520837896003	0.00501399746047589	-10906.6646341965	25.7325369168727	28.172961609397	-6080.65032522537	0.801765017346378	28.0936083592282
15__Main Tower	545.326829268293	-177.642541593615	1924.52187144697	3471.57001353182	0.958361394299216	0.0258833405115487	0.0157552651892357	0.980455304750939	0.010927455456272	0.00861723979278925	-10912.2932747408	25.8591429786496	28.3042364659325	-6068.7924886811	0.799757755908106	28.1594150166107
15__Main Tower	545.326829268293	-177.262135231772	1810.56987317756	3450.84465578515	0.916700022285498	0.0609109469587125	0.0223890307557894	0.961290010838856	0.0262210040690079	0.0124889850921362	-10937.0809220023	26.1305619567621	28.523065516881	-6048.94903167827	0.795394652057902	28.2665996729268
15__Main Tower	545.326829268293	-176.090273132826	1657.14812159831	3389.13660596204	0.798926469870959	0.182744847797924	0.018328682331117	0.905400869089713	0.0836758247419704	0.0109233061683171	-11048.842877282	26.9290159369461	28.9603569560132	-6008.5508764628	0.782362927607919	28.4769856347899
15__Main Tower	545.326829268293	-175.271334899706	1529.13369724996	3343.99517118144	0.722575665308794	0.265761369396577	0.0116629652946293	0.865358613006187	0.127342352910569	0.00729903408324372	-11127.3474856827	27.4594277574567	29.2117884451072	-5984.16868900579	0.773583907262598	28.607828368964
15__Main Tower	545.326829268293	-175.214718543745	1433.91289381596	3339.65871845054	0.717295236350836	0.271061974868098	0.0116427887810667	0.862413933568337	0.130276040056019	0.00731002637564439	-11131.9111179247	27.4959876919242	29.2326811498168	-5982.0767366141	0.772983553128384	28.6196561712054
15__Main Tower	545.326829268293	-177.945031429054	2216.21731214292	3487.62144462129	0.993705231506466	0.00340374234543946	0.00289102614809488	0.99702627466256	0.00141501458642358	0.00155871075101652	-10904.8168819432	25.6361806018099	28.0610756083983	-6090.70964324064	0.803281385724957	28.0372453657003
15__Main Tower	545.326829268293	-177.901525072597	2123.31733754905	3487.13450856383	0.988501370675219	0.00635218455613202	0.00514644476864856	0.994573270732602	0.00264654446249569	0.00278018480490257	-10905.2382569346	25.6686313872589	28.0997494703863	-6087.23800031788	0.802771581186272	28.0567337692255
15__Main Tower	545.326829268293	-177.815415578638	2026.06260171236	3481.96419859482	0.978312750645677	0.012444564751433	0.00924268460288939	0.989779662240293	0.00520746405650472	0.00501287370320264	-10906.6647269058	25.7325106880348	28.1729284152971	-6080.6533361717	0.801765427117606	28.0935912994637
15__Main Tower	545.326829268293	-177.642571599366	1924.3092953741	3471.31354148653	0.958365171856081	0.0258822737530512	0.0157525543908682	0.9804572656712	0.0109269877372867	0.00861574659151303	-10912.2950066756	25.859120084929	28.3041998593847	-6068.79587900776	0.799758105569753	28.159395330456
15__Main Tower	545.326829268293	-177.262578133801	1810.57061346243	3450.78184082786	0.916748586163887	0.0608709668409787	0.0223804469951345	0.961312766131161	0.026203277268024	0.0124839566008152	-10937.0541681423	26.1302461011535	28.5228036689759	-6048.97296398536	0.795399712019223	28.2664689811291
15__Main Tower	545.326829268293	-176.096677636975	1656.2798293334	3387.39478912703	0.799594047475983	0.182214805982472	0.0181911465415446	0.90575272927945	0.0834084630907976	0.0108388076297527	-11048.4692056786	26.9244018328777	28.9566021897164	-6008.91460555175	0.782433192859148	28.4749111738434
15__Main Tower	545.326829268293	-175.272084005959	1528.99699814185	3343.83425453792	0.722644163360761	0.265692734154415	0.0116631024848233	0.86539730823958	0.127303901257139	0.00729879050328049	-11127.2886487999	27.4589533151291	29.2115164337953	-5984.19634227963	0.77359180832298	28.6076721551134
15__Main Tower	545.326829268293	-175.206335765911	1435.64624240905	3341.71151307707	0.716558707022542	0.271804878442296	0.0116364145351619	0.86197951032835	0.13071028519107	0.00731020448057993	-11132.551662523	27.5010992068321	29.2355670293708	-5981.7704682975	0.772895149202562	28.6213896320294
15__Main Tower	545.326829268293	-177.945042199917	2216.17822196008	3487.54041494893	0.993706541560546	0.00340301979636353	0.00289043864309037	0.997026889579405	0.00141471490139856	0.00155839551919643	-10904.816813089	25.6361724517563	28.0610657157224	-6090.71052506568	0.803281512875193	28.0372404085641
15__Main Tower	545.326829268293	-177.901550757832	2123.33652976002	3487.11114882583	0.988504438569692	0.00635044368811014	0.00514511774219764	0.994574719589998	0.0026458157211923	0.00277946468880939	-10905.2380039594	25.6686122438901	28.0997266914838	-6087.24004831425	0.802771882001681	28.0567222691477
15__Main Tower	545.326829268293	-177.815452166007	2026.00796054357	3481.836395456	0.978316990455349	0.0124416830032652	0.0092413265413856	0.989781622887267	0.00520624864752378	0.00501212846520902	-10906.663478243	25.7324838139916	28.1729007173027	-6080.65582126986	0.80176585363567	28.0935775592122
15__Main Tower	545.326829268293	-177.64258955707	1924.50759077271	3471.53370040464	0.958366958960776	0.0258798792961224	0.0157531617431019	0.980457964689919	0.0109259664457449	0.0086160688643359	-10912.2922521284	25.8591078062222	28.3041975614358	-6068.79603954557	0.799758311316775	28.1593951048937
15__Main Tower	545.326829268293	-177.262587098796	1810.57562193277	3450.78606647538	0.916749551083155	0.0608700675313044	0.0223803813855403	0.961313213336732	0.0262028749165521	0.0124839117467157	-10937.0534388401	26.1302397451525	28.522799300378	-6048.97336791491	0.79539981640498	28.2664668416203
15__Main Tower	545.326829268293	-176.096442163875	1656.2250944435	3387.34460549533	0.799571257214478	0.182238546765544	0.0181901960199774	0.905741216567129	0.0834203942487862	0.0108383891840852	-11048.4908538939	26.924558111092	28.9566854997307	-6008.90664549726	0.782430628549355	28.4749537492149
15__Main Tower	545.326829268293	-175.272048977924	1529.05370106323	3343.86070072789	0.722640911251007	0.265695794471721	0.0116632942772725	0.865395443346446	0.127305630831104	0.00729892582244955	-11127.2910693178	27.4589756796272	29.2115309243221	-5984.19485585727	0.773591437125224	28.6076806659584
15__Main Tower	545.326829268293	-175.214839354971	1433.8601034105	3339.6118504016	0.717306287153196	0.271051035195867	0.0116426776509375	0.862420244400753	0.130269852511078	0.00730990308816831	-11131.9018891758	27.4959111830504	29.2326362070108	-5982.08133754475	0.772984828906283	28.6196300300305
15__Main Tower	545.326829268293	-177.945041964911	2216.17941930076	3487.54442049834	0.993706513009433	0.0034030357502784	0.00289045124028828	0.997026876160548	0.00141472152838673	0.00155840231106501	-10904.8168149826	25.6361726295337	28.0610659296782	-6090.71050592882	0.803281510091941	28.0372405160468
15__Main Tower	545.326829268293	-177.901543469136	2123.33172701737	3487.11847350246	0.988503567950851	0.00635093783942053	0.0051454942097282	0.994574308456185	0.00264602257112546	0.00277966897268935	-10905.2380759794	25.6686176765593	28.0997331548053	-6087.23946723855	0.802771796635189	28.0567255319867
15__Main Tower	545.326829268293	-177.815421855334	2026.00405885524	3481.86666195478	0.978313436987748	0.0124439167804178	0.00924264623183435	0.989779957439573	0.0052071913068857	0.00501285125354152	-10906.6641810311	25.7325061994544	28.1729253738784	-6080.65360048419	0.801765500009454	28.0935899440744
15__Main Tower	545.326829268293	-177.642589532651	1924.52339586148	3471.54888482822	0.958366897743074	0.0258795393358864	0.0157535629210398	0.980457885062932	0.0109258250130827	0.00861628992398578	-10912.2915484478	25.85910790349	28.3042009940738	-6068.79570513006	0.799758312343032	28.159397179349
15__Main Tower	545.326829268293	-177.262450837385	1810.50336244557	3450.72608316289	0.916734997688141	0.060883118901874	0.0223818834099851	0.961306480462127	0.0262086789031507	0.0124848406347218	-10937.0634728774	26.1303352173671	28.5228692628499	-6048.96697454628	0.795398268058422	28.2665010683916
15__Main Tower	545.326829268293	-176.096407053809	1656.04723246072	3387.11851504957	0.799569115379214	0.182247189365246	0.0181836952555401	0.905740970489432	0.0834244829955015	0.0108345465150662	-11048.5049622324	26.9245779117145	28.956642371139	-6008.91122332893	0.782430255005659	28.474924188786
15__Main Tower	545.326829268293	-175.271855480315	1529.09377041748	3343.91508031121	0.722623076750015	0.265713555771556	0.0116633674784298	0.865385449180433	0.12731549725847	0.00729905356109703	-11127.3061836525	27.4590991191356	29.2116026122718	-5984.1876329008	0.773589401440783	28.6077215279604
15__Main Tower	545.326829268293	-175.214781848882	1433.85844605594	3339.61446676797	0.717301365996665	0.271056031505797	0.0116426024975382	0.86241727200619	0.130272841041825	0.00730988695198483	-11131.906233299	27.4959453551472	29.2326552303401	-5982.07926280896	0.772984222278863	28.6196417527158
15__Main Tower	545.326829268293	-177.945061523553	2215.96443450277	3487.23633953014	0.993708869663629	0.00340175710336425	0.00288937323300682	0.997027991386296	0.00141418869780296	0.00155781991590087	-10904.8167312972	25.6361579844224	28.0610479656952	-6090.71211827905	0.803281739647108	28.0372314407645
15__Main Tower	545.326829268293	-177.901950878279	2122.66692977841	3485.55953751456	0.988552730490123	0.0063230867648585	0.00512418274501897	0.994597402512278	0.00263441662858285	0.00276818085913921	-10905.2341094146	25.668310943555	28.0993677602241	-6087.2721234985	0.802776590620058	28.0565421484484
15__Main Tower	545.326829268293	-177.81535429176	2025.90283119605	3481.7812283283	0.978305384503442	0.012448503542626	0.00924611195393223	0.989776129434536	0.00520912667165952	0.00501474389380466	-10906.6648735323	25.7325565651628	28.1729850246951	-6080.64821294101	0.801764709565266	28.0936202490369
15__Main Tower	545.326829268293	-177.642561683224	1924.50016722816	3471.53295242445	0.958363688631265	0.0258817487714585	0.0157545625972763	0.98045638166893	0.0109267717270167	0.00861684660405308	-10912.2925417015	25.8591283507378	28.3042217342296	-6068.79382711285	0.799757988449533	28.1594075978743
15__Main Tower	545.326829268293	-177.262479451089	1810.54780750498	3450.77228221477	0.916737963082253	0.0608799970158765	0.0223820399018708	0.961307795083006	0.0262072967921431	0.0124849081248508	-10937.0605560932	26.1303154076409	28.5228586836229	-6048.96791664524	0.795398593162444	28.2664963634105
15__Main Tower	545.326829268293	-176.096311894523	1656.09806726636	3387.18906195387	0.799559199570888	0.182253995059403	0.0181868053697093	0.905735509477092	0.0834280369374305	0.0108364535854772	-11048.5077458201	26.9246430979796	28.9567066246551	-6008.90483986353	0.782429213709918	28.4749611192387
15__Main Tower	545.326829268293	-175.271817676206	1529.05124436344	3343.92395239334	0.722619510636256	0.265716874015876	0.0116636153478675	0.865383398504216	0.127317376276536	0.00729922521924819	-11127.30876723	27.4591236126711	29.2116188004323	-5984.18596999267	0.773588995047707	28.6077310683448
