Place	P	T	L	V	x_N2	x_O2	x_Ar	y_N2	y_O2	y_Ar	LiqEtlp	LiqRho	LiqMass	VapEtlp	VapRho	VapMass
37__Main Tower	531.69756097561	-178.325785429627	2209.80331905684	3479.96100996104	0.999948083966903	2.55926583948486E-07	5.1660106513434E-05	0.999972235260971	1.05365468908252E-07	2.76593735601353E-05	-10925.0473778198	25.6620261887805	28.0136180721026	-6097.43382340502	0.784014414277188	28.0133310230347
37__Main Tower	531.69756097561	-178.32471779562	2122.72563919412	3483.9078274273	0.999799947613354	1.17315858415722E-06	0.000198879228061748	0.999893031009352	4.83019440635652E-07	0.000106485971206991	-10924.9181397898	25.6629684559142	28.015378789524	-6097.42507102023	0.784124235845035	28.0142733242921
37__Main Tower	531.69756097561	-178.320532000884	2033.25355785363	3486.09280713649	0.999219606830355	6.09911263255919E-06	0.000774294057012911	0.999582851971981	2.51171893350293E-06	0.000414636309085479	-10924.2989650996	25.6665219163232	28.0222660060741	-6096.77974969443	0.784074590826155	28.0179591874218
37__Main Tower	531.69756097561	-178.30607388304	1940.99072555962	3483.82451410489	0.997219852071624	3.62998709599031E-05	0.00274384805741653	0.9985149685512	1.49605525333731E-05	0.00147007089626689	-10922.3658911825	25.677932756937	28.0458930461824	-6094.62446129426	0.783907812524864	28.0306054341627
37__Main Tower	531.69756097561	-178.267292759435	1848.38188424485	3482.29685961141	0.991909587764605	0.000283541291903842	0.00780687094349173	0.995694538426972	0.000117101482234558	0.00418836009079363	-10917.5536507257	25.7089136515124	28.1073059827053	-6089.02271303395	0.783461596967182	28.0634554552692
37__Main Tower	531.69756097561	-178.167958457398	1752.41711896451	3477.96384433038	0.979520275721646	0.00525393758629852	0.0152257866920551	0.989615003515154	0.00218120529757008	0.00820379118727619	-10914.6726190045	25.7846682149271	28.2156677199515	-6079.21608171798	0.782328231368127	28.119609211824
37__Main Tower	531.69756097561	-177.0720456041	1587.66393811373	3413.61748227594	0.863967083285513	0.121180660115682	0.0148522565988051	0.938262458793125	0.0532353367268033	0.00850220448007186	-11018.6119936956	26.554897301742	28.6734094238954	-6038.7824176401	0.770196831990906	28.3267235719629
37__Main Tower	531.69756097561	-176.317288823451	1461.42229143638	3376.86761290425	0.788997146063656	0.197558156388137	0.0134446975482078	0.901521644838618	0.0904378582170393	0.00804049694434295	-11087.1024117366	27.0655283857883	28.9611272450381	-6011.9763862148	0.762121061468371	28.4695395269062
37__Main Tower	531.69756097561	-178.325790578002	2213.00864087162	3483.03404154682	0.999948798440431	2.520342426835E-07	5.09495253263519E-05	0.999972617325786	1.03762948947785E-07	2.7278911265315E-05	-10925.0477625138	25.6620208753723	28.0136095757964	-6097.43459752422	0.784014473642877	28.0133264758275
37__Main Tower	531.69756097561	-178.324716930102	2122.70053480709	3483.83415020274	0.999799827296003	1.17396130756631E-06	0.000198998742689361	0.999892966766395	4.83349835076685E-07	0.000106549883770248	-10924.9180753089	25.6629693555675	28.0153802191317	-6097.42492928328	0.784124224958956	28.0142740884059
37__Main Tower	531.69756097561	-178.320521748496	2033.27383176667	3486.23695464743	0.999218185834013	6.1122040719651E-06	0.000775701961914827	0.999582092507578	2.51711157865095E-06	0.000415390380842911	-10924.2975752535	25.6665305774797	28.0222828616166	-6096.77820187543	0.784074471675804	28.0179682087697
37__Main Tower	531.69756097561	-178.306074645429	1940.98981793676	3483.83387534613	0.997219957527859	3.62986504163428E-05	0.00274374382172475	0.998515024952562	1.49600488417963E-05	0.00147001499859676	-10922.3659938272	25.6779321447847	28.045891797263	-6094.62457523758	0.783907821314896	28.0306047650157
37__Main Tower	531.69756097561	-178.267293455727	1848.35085901954	3482.24080938069	0.991909686113633	0.00028355654621244	0.00780675734015433	0.995694593846946	0.000117107771230108	0.00418829838182372	-10917.5537775682	25.7089130925111	28.1073046876682	-6089.02283327277	0.783461604947605	28.0634547438468
37__Main Tower	531.69756097561	-178.167642978662	1752.35536184386	3477.88568091028	0.979484590385994	0.00528273945792263	0.0152326701560837	0.989599158619658	0.00219320112759242	0.00820764025274973	-10914.6917699281	25.7848977561802	28.2158647071523	-6079.19865089191	0.78232466048036	28.1197029777941
37__Main Tower	531.69756097561	-177.07184809777	1587.67575650664	3413.64444827764	0.863946793541323	0.121201102584358	0.0148521038743188	0.938252976488418	0.0532448178947736	0.00850220561680843	-11018.6302298704	26.5550342756877	28.6734891052411	-6038.77521098877	0.770194687965674	28.3267613869419
37__Main Tower	531.69756097561	-176.317362685754	1461.37505392361	3376.82717459631	0.789004309322651	0.19755111776232	0.0134445729150295	0.901525372913362	0.090434240643883	0.00804038644275522	-11087.0964099206	27.0654794551201	28.9610976945433	-6011.97925070779	0.762121842609699	28.4695237848071
37__Main Tower	531.69756097561	-178.325789477931	2212.87164979097	3483.02528315405	0.999948645761239	2.52841588578299E-07	5.11013971721403E-05	0.999972535678572	1.04095340876627E-07	2.73602260871297E-05	-10925.0476802575	25.6620220100154	28.013611391606	-6097.43443208271	0.784014460957404	28.0133274476452
