pressure,temperature,nitrogen,oxygen
175.0,-190.0,-6139.284501805362,-6244.2201451889405
175.0,-188.0,-6081.574653136787,-6184.771021855564
175.0,-186.0,-6024.062605177592,-6125.512345219423
175.0,-184.0,-5966.616276214939,-6066.439033730283
175.0,-182.0,-5909.343289928172,-6007.529581027849
175.0,-180.0,-5852.1351739512575,-5948.795188986543
175.0,-178.0,-5795.08419065884,-5890.206948197812
175.0,-175.0,-5710.078080905357,-5802.39025492102
175.0,-173.0,-5653.58298290083,-5743.9319486132645
175.0,-171.0,-5597.155910745459,-5685.561265591017
175.0,-169.0,-5540.789007000509,-5627.270495553855
175.0,-167.0,-5484.475170526676,-5569.052662862215
175.0,-165.0,-5428.207964569002,-5510.90143816915
175.0,-163.0,-5371.981538322454,-5452.81106287185
175.0,-160.0,-5287.7068243145,-5365.7782265164315
200.0,-188.0,-6098.13147222849,-6199.90486747891
200.0,-186.0,-6039.970302447009,-6140.081758850775
200.0,-184.0,-5981.965936063896,-6080.475591990581
200.0,-182.0,-5924.108838038476,-6021.0735995544055
200.0,-180.0,-5866.446957152288,-5961.85335765182
200.0,-178.0,-5808.861270926598,-5902.829992323037
200.0,-176.0,-5751.410088370804,-5843.989891995353
200.0,-173.0,-5666.055198584108,-5755.699566315873
200.0,-171.0,-5609.265192986099,-5696.976001134194
200.0,-169.0,-5552.554428942132,-5638.350687220566
200.0,-167.0,-5495.91425834089,-5579.8151852299825
200.0,-165.0,-5439.336868046168,-5521.361860934785
200.0,-163.0,-5382.815177834488,-5462.983788011011
200.0,-160.0,-5298.123163218394,-5375.544143630308
225.0,-187.0,-6085.534852813004,-6185.053479004225
225.0,-185.0,-6026.830048667795,-6124.76871104111
225.0,-183.0,-5968.31039364431,-6064.731804485517
225.0,-181.0,-5910.0316123858975,-6004.917461089043
225.0,-179.0,-5851.90604868596,-5945.317356409864
225.0,-177.0,-5793.872174344374,-5885.940100412729
225.0,-175.0,-5736.044094337987,-5826.74827441086
225.0,-173.0,-5678.6701918900635,-5767.578076707387
225.0,-171.0,-5621.504458553842,-5708.491063054469
225.0,-169.0,-5564.438434598889,-5649.521811936784
225.0,-167.0,-5507.461740779115,-5590.660265113744
225.0,-165.0,-5450.56503217542,-5531.897352395094
225.0,-163.0,-5393.739867320272,-5473.224868453791
225.0,-160.0,-5308.619725916765,-5385.369596034276
250.0,-186.0,-6072.67506758794,-6169.912740637762
250.0,-184.0,-6013.432720687006,-6109.174995190706
250.0,-182.0,-5954.485423875612,-6048.7085079822355
250.0,-180.0,-5895.650158587144,-5988.50679309296
250.0,-178.0,-5837.072761119931,-5928.537997878338
250.0,-176.0,-5778.664834592367,-5868.799045378438
250.0,-173.0,-5691.4331661753895,-5779.570807473317
250.0,-171.0,-5633.878146327814,-5720.109256092414
250.0,-169.0,-5576.444824165837,-5660.786240537984
250.0,-167.0,-5519.120881947105,-5601.589911793061
250.0,-165.0,-5461.895269129828,-5542.509619378171
250.0,-163.0,-5404.758036422592,-5483.535757103174
250.0,-160.0,-5319.198473027035,-5395.255728595016
275.0,-185.0,-6059.5478410623255,-6154.480639548697
275.0,-183.0,-5999.774947448468,-6093.299286115108
275.0,-181.0,-5940.333630528641,-6032.419018990549
275.0,-179.0,-5881.022744948234,-5971.832046532923
275.0,-177.0,-5822.000762050299,-5911.5030244221325
275.0,-175.0,-5763.170370532577,-5851.428185520453
275.0,-173.0,-5704.526378563153,-5791.599352617542
275.0,-171.0,-5646.390952217351,-5731.833516227857
275.0,-169.0,-5588.577603969203,-5672.14644704784
275.0,-167.0,-5530.895112042482,-5612.6062159606045
275.0,-165.0,-5473.3305254943125,-5553.200433138022
275.0,-163.0,-5415.872223994789,-5493.917957976114
275.0,-160.0,-5329.861445699305,-5405.203722440153
300.0,-184.0,-6046.1492498365515,-6138.755616209172
300.0,-182.0,-5985.853691348714,-6077.140671092797
300.0,-180.0,-5925.9262028308885,-6015.856275429795
300.0,-178.0,-5866.147711401708,-5954.893273706385
300.0,-176.0,-5806.688922596026,-5894.212842775398
300.0,-174.0,-5747.443691206004,-5833.810499556374
300.0,-171.0,-5659.0478504088405,-5743.666919303089
300.0,-169.0,-5600.841002401379,-5683.6050149669645
300.0,-167.0,-5542.788039380794,-5623.711354327628
300.0,-165.0,-5484.87389139389,-5563.971632739119
300.0,-163.0,-5427.085085066015,-5504.37302869782
300.0,-160.0,-5340.610770300685,-5415.214796542252
325.0,-183.0,-6032.4757454477285,-6122.7365691459545
325.0,-181.0,-5971.666264099481,-6060.698650361225
325.0,-179.0,-5911.157889849197,-5999.02965557571
325.0,-177.0,-5851.023691442345,-5937.69085971476
325.0,-175.0,-5791.136380177431,-5876.668157772309
325.0,-173.0,-5731.48435738312,-5815.946948171354
325.0,-171.0,-5672.1306918628525,-5755.486970155562
325.0,-169.0,-5613.239487470284,-5695.164644051145
325.0,-167.0,-5554.803463560963,-5634.907594560866
325.0,-165.0,-5496.528610431821,-5574.8251286661425
325.0,-163.0,-5438.3993983861355,-5514.902583149451
325.0,-160.0,-5351.4486634545565,-5425.290209389265
350.0,-182.0,-6018.524174673262,-6106.422856381855
350.0,-180.0,-5957.2103402804005,-6043.973134852184
350.0,-178.0,-5896.226569943366,-5981.9213768123545
350.0,-176.0,-5835.649616772122,-5920.225516006134
350.0,-174.0,-5775.342540339681,-5858.869964860148
350.0,-171.0,-5685.350539405785,-5767.44482034088
350.0,-169.0,-5625.777786167021,-5706.8281576246545
350.0,-167.0,-5566.945389904471,-5646.197300579215
350.0,-165.0,-5508.29809052719,-5585.7629066766285
350.0,-163.0,-5449.818074610155,-5525.508294280293
350.0,-160.0,-5362.377437467991,-5435.431260746893
375.0,-182.0,-6035.254765459445,-6121.41060703901
375.0,-180.0,-5973.195105514878,-6058.338901596479
375.0,-178.0,-5911.640858281407,-5995.706904031667
375.0,-176.0,-5850.421990067513,-5933.481430878808
375.0,-174.0,-5789.514446784566,-5871.636365634517
375.0,-171.0,-5698.867168201674,-5779.48737707203
375.0,-169.0,-5638.695532900737,-5718.489778567925
375.0,-167.0,-5579.218045321846,-5657.582938241352
375.0,-165.0,-5520.185915752976,-5596.787031915809
375.0,-163.0,-5461.34416518954,-5536.191897096376
375.0,-160.0,-5373.399506184455,-5445.63929351866
400.0,-181.0,-6020.987649593466,-6104.7127152463
400.0,-179.0,-5958.426216956967,-6041.238417400105
400.0,-177.0,-5896.407538963552,-5978.232537566501
400.0,-175.0,-5834.632740927672,-5915.674795875071
400.0,-173.0,-5773.428466274831,-5853.490390614323
400.0,-171.0,-5712.422459057822,-5791.705199941697
400.0,-169.0,-5651.807752824418,-5730.254268150806
400.0,-167.0,-5591.625895782263,-5669.067081458394
400.0,-165.0,-5532.195859289654,-5607.899653314529
400.0,-163.0,-5472.980872046287,-5546.955191838325
400.0,-160.0,-5384.517391303113,-5455.9156957099
425.0,-180.0,-6006.276867965145,-6087.715628146754
425.0,-178.0,-5943.235634394281,-6023.856639391554
425.0,-176.0,-5880.773175755387,-5960.493555898296
425.0,-174.0,-5818.698547394695,-5897.589173672261
425.0,-172.0,-5756.982592211256,-5835.113308832528
425.0,-169.0,-5665.122574328616,-5742.126536539425
425.0,-167.0,-5604.34719785746,-5680.570442657151
425.0,-165.0,-5544.331897625205,-5619.103008293011
425.0,-163.0,-5484.731558115354,-5557.800047362339
425.0,-160.0,-5395.733729210844,-5466.261902502171
450.0,-179.0,-5991.418964070119,-6070.417780716299
450.0,-177.0,-5927.90137782923,-6006.182756301615
450.0,-175.0,-5864.859190555208,-5942.483052137702
450.0,-173.0,-5802.379101663907,-5879.259516684064
450.0,-171.0,-5740.280762706831,-5816.487820957674
450.0,-169.0,-5678.648423530516,-5754.1117166978665
450.0,-167.0,-5617.337378009744,-5692.131770750702
450.0,-165.0,-5556.598226150739,-5630.399427795059
450.0,-163.0,-5496.599758852462,-5568.728404739185
450.0,-160.0,-5407.051278378683,-5476.679398445146
475.0,-179.0,-6008.357432121602,-6085.3477996719885
475.0,-177.0,-5944.030332943729,-6020.455925665457
475.0,-175.0,-5880.394994176885,-5956.146026237398
475.0,-173.0,-5817.229188357008,-5892.3699180111535
475.0,-171.0,-5754.493928744431,-5829.089912264997
475.0,-169.0,-5692.2769261662315,-5766.2459868951855
475.0,-167.0,-5630.418768263798,-5703.833925202049
475.0,-165.0,-5568.999276322854,-5641.7913416794545
475.0,-163.0,-5508.5891948171065,-5579.742281087155
475.0,-160.0,-5418.472927380429,-5487.169719773318
500.0,-178.0,-5992.9662295840035,-6067.641505961843
500.0,-176.0,-5928.183196380216,-6002.393537681805
500.0,-174.0,-5864.1272806901015,-5937.753439496499
500.0,-172.0,-5800.5668937531445,-5873.671855674681
500.0,-169.0,-5706.114335832694,-5778.50113125289
500.0,-167.0,-5643.800811285971,-5715.60323716713
500.0,-165.0,-5581.84482205198,-5653.139898268591
500.0,-163.0,-5520.7037854559485,-5590.8437736562155
500.0,-160.0,-5430.001703598526,-5497.734456855391
525.0,-177.0,-5977.442914795499,-6049.6321402455005
525.0,-175.0,-5912.208374426353,-5984.037358092908
525.0,-173.0,-5847.575784410274,-5919.089887320419
525.0,-171.0,-5783.634373251892,-5854.7156104626865
525.0,-169.0,-5720.169045838993,-5790.881912204396
525.0,-167.0,-5657.270840687106,-5727.520521772759
525.0,-165.0,-5594.768461686279,-5664.629416926924
525.0,-163.0,-5532.947664228968,-5602.035064181662
525.0,-160.0,-5441.640782690321,-5508.375256784531
550.0,-177.0,-5994.591857159623,-6064.560270774829
550.0,-175.0,-5928.493853698166,-5998.279418947559
550.0,-173.0,-5863.245540240444,-5932.696977196042
550.0,-171.0,-5798.582125328649,-5867.751013281903
550.0,-169.0,-5734.449856708659,-5803.393334991461
550.0,-167.0,-5670.9419898397355,-5739.551513158597
550.0,-165.0,-5607.8713409276415,-5676.217744280701
550.0,-163.0,-5545.325195241492,-5613.318423526901
550.0,-160.0,-5453.39349889725,-5519.0938261182555
575.0,-176.0,-5978.482684870183,-6046.125087465776
575.0,-174.0,-5911.959924875372,-5979.521768792977
575.0,-172.0,-5846.320212008206,-5913.640200282071
575.0,-170.0,-5781.2901644318445,-5848.4176608082935
575.0,-167.0,-5684.822029969627,-5751.700580415821
575.0,-165.0,-5621.28985343078,-5687.865269020463
575.0,-163.0,-5558.187623747413,-5624.5355764943615
575.0,-160.0,-5465.263356290213,-5529.891933776947
600.0,-176.0,-5995.904294984385,-6061.15630310239
600.0,-174.0,-5928.466550775905,-5993.836977184227
600.0,-172.0,-5862.009972851663,-5927.3110602317165
600.0,-170.0,-5796.235739820569,-5861.504093879908
600.0,-167.0,-5698.919079556114,-5763.972303855589
600.0,-165.0,-5634.780439327938,-5699.663315319338
600.0,-163.0,-5571.113453109517,-5635.897380021012
600.0,-160.0,-5477.25404105689,-5540.771414110455
