pressure,temperature,nitrogen,oxygen
212.5,-181,-5902.606249663745,-5998.15840998118
212.5,-180,-5873.659403992768,-5968.453164036644
212.5,-179,-5844.704363512918,-5938.807258850112
212.5,-178,-5815.854667126892,-5909.19170934304
212.5,-177,-5786.997395642252,-5879.634900456302
212.5,-176,-5758.1392270025,-5850.140978151404
212.5,-175,-5729.420604568437,-5820.646798565785
212.5,-174,-5700.869380196563,-5791.120329231906
212.5,-173,-5672.344530061207,-5761.624755740327
212.5,-172,-5643.844623419718,-5732.1586904413225
212.5,-171,-5615.368306213817,-5702.720818980441
212.5,-170,-5586.914295769802,-5673.309895310151
212.5,-169,-5558.481375948611,-5643.924737118204
212.5,-168,-5530.068392700518,-5614.564221631465
212.5,-167,-5501.6742499844895,-5585.227281758691
212.5,-166,-5473.297906016711,-5555.9129025398515
212.5,-165,-5444.938369816949,-5526.6201178731335
212.5,-164,-5416.59469802462,-5497.348007493927
212.5,-163,-5388.265991959704,-5468.095694182768
212.5,-162,-5359.951394906159,-5438.862341181781
212.5,-161,-5331.65008959792,-5409.647149801087
212.5,-160,-5303.361295889561,-5380.449357198734
225.0,-187,-6085.534852813004,-6185.053479004225
225.0,-186,-6056.148201569374,-6154.879312924645
225.0,-185,-6026.830048667795,-6124.76871104111
225.0,-184,-5997.576487294727,-6094.718348372266
225.0,-183,-5968.31039364431,-6064.7318044855165
225.0,-182,-5939.17783607501,-6034.794029825169
225.0,-181,-5910.031612385897,-6004.917461089043
225.0,-180,-5880.9420149583575,-5975.092740780924
225.0,-179,-5851.906048685959,-5945.317356409865
225.0,-178,-5822.862044724274,-5915.604435557967
225.0,-177,-5793.872174344374,-5885.940100412729
225.0,-176,-5764.933714108136,-5856.322091098907
225.0,-175,-5736.044094337987,-5826.74827441086
225.0,-174,-5707.2940135764675,-5797.16919321061
225.0,-173,-5678.670191890063,-5767.578076707387
225.0,-172,-5650.074168383869,-5738.019178515584
225.0,-171,-5621.504458553841,-5708.491063054469
225.0,-170,-5592.959657537698,-5678.992370563524
225.0,-169,-5564.438434598889,-5649.521811936783
225.0,-168,-5535.939528080129,-5620.078163989412
225.0,-167,-5507.461740779115,-5590.660265113744
225.0,-166,-5479.003935704545,-5561.267011286712
225.0,-165,-5450.56503217542,-5531.897352395094
225.0,-164,-5422.1440022307415,-5502.550288848556
225.0,-163,-5393.7398673202715,-5473.224868453791
225.0,-162,-5365.351695250356,-5443.920183525916
225.0,-161,-5336.978597361486,-5414.6353682158215
225.0,-160,-5308.619725916765,-5385.369596034276
237.5,-187,-6093.928950903828,-6192.69091088423
237.5,-186,-6064.366763656233,-6162.365755476918
237.5,-185,-6034.880109726622,-6132.110022224329
237.5,-184,-6005.464643132298,-6101.9200322788565
237.5,-183,-5976.1163258436045,-6071.792360228277
237.5,-182,-5946.755373360486,-6041.731483752064
237.5,-181,-5917.5329096033865,-6011.720325514835
237.5,-180,-5888.2966608282,-5981.773294219557
237.5,-179,-5859.119352948935,-5951.879959699651
237.5,-178,-5829.934183681408,-5922.052839500366
237.5,-177,-5800.868535903758,-5892.261010051781
237.5,-176,-5771.795583525833,-5862.534662602346
237.5,-175,-5742.7226957571,-5832.878402066821
237.5,-174,-5713.757492925792,-5803.248129495242
237.5,-173,-5685.032843935959,-5773.5599501516435
237.5,-172,-5656.338958124376,-5743.9067907775425
237.5,-171,-5627.674212433292,-5714.287087858593
237.5,-170,-5599.037072421702,-5684.699361801707
237.5,-169,-5570.426086008715,-5655.142211115166
237.5,-168,-5541.839877760222,-5625.6143070848
237.5,-167,-5513.277143662989,-5596.114388896205
237.5,-166,-5484.736646336831,-5566.641259158647
237.5,-165,-5456.217210641419,-5537.1937797915
237.5,-164,-5427.717719639106,-5507.77086823838
237.5,-163,-5399.237110879584,-5478.371493978084
237.5,-162,-5370.774372976005,-5448.994675304717
237.5,-161,-5342.328542445399,-5419.639476352406
237.5,-160,-5313.898700789256,-5390.305004342595
250.0,-186,-6072.675067587941,-6169.912740637763
250.0,-185,-6043.0148153046375,-6139.508105435749
250.0,-184,-6013.432720687006,-6109.174995190705
250.0,-183,-5983.924309279651,-6078.909634499992
250.0,-182,-5954.485423875611,-6048.708507982235
250.0,-181,-5925.033774412475,-6018.577050401818
250.0,-180,-5895.650158587144,-5988.50679309296
250.0,-179,-5866.330951929442,-5958.494718512944
250.0,-178,-5837.072761119931,-5928.537997878337
250.0,-177,-5807.872404909791,-5898.633975864091
250.0,-176,-5778.664834592367,-5868.799045378437
250.0,-175,-5749.515709898479,-5839.016093175311
250.0,-174,-5720.422138655015,-5809.282728660449
250.0,-173,-5691.43316617539,-5779.570807473317
250.0,-172,-5662.639619509089,-5749.821922627255
250.0,-171,-5633.878146327814,-5720.109256092415
250.0,-170,-5605.147074744883,-5690.431201985589
250.0,-169,-5576.444824165838,-5660.786240537984
250.0,-168,-5547.76989883563,-5631.172932122937
250.0,-167,-5519.120881947105,-5601.589911793061
250.0,-166,-5490.496430252911,-5572.0358842752585
250.0,-165,-5461.895269129828,-5542.509619378171
250.0,-164,-5433.316188050483,-5513.009947771745
250.0,-163,-5404.758036422592,-5483.535757103173
250.0,-162,-5376.219719760335,-5454.085988417417
250.0,-161,-5347.7001961564465,-5424.659632854045
250.0,-160,-5319.198473027035,-5395.255728595016
262.5,-186,-6081.075746386041,-6177.521922386031
262.5,-185,-6051.2365609535,-6146.964458800582
262.5,-184,-6021.482903981225,-6116.484596691379
262.5,-183,-5991.809826267975,-6086.0781827895835
262.5,-182,-5962.21273795364,-6055.7413563265045
262.5,-181,-5932.603871341209,-6025.47894912615
262.5,-180,-5903.149091986901,-5995.27212878228
262.5,-179,-5873.681036782894,-5965.136655779859
262.5,-178,-5844.279491689567,-5935.061016101552
262.5,-177,-5814.940976228096,-5905.042315469644
262.5,-176,-5785.5953797781685,-5875.096326504322
262.5,-175,-5756.313277126478,-5845.206392882046
262.5,-174,-5727.091523904729,-5815.369921646129
262.5,-173,-5697.927155495249,-5785.5844669331245
262.5,-172,-5668.976798106467,-5755.764979031481
262.5,-171,-5640.11685540764,-5725.95793891668
262.5,-170,-5611.290213753869,-5696.188231567062
262.5,-169,-5582.495156415427,-5666.454212728343
262.5,-168,-5553.730060371433,-5636.754326197431
262.5,-167,-5524.993389682196,-5607.087097718581
262.5,-166,-5496.28368943867,-5577.451129400253
262.5,-165,-5467.599580229518,-5547.845094599938
262.5,-164,-5438.939753073232,-5518.267733230503
262.5,-163,-5410.302964768952,-5488.717847446819
262.5,-162,-5381.688033624962,-5459.194297676156
262.5,-161,-5353.0938355285025,-5429.695998959867
262.5,-160,-5324.519300324491,-5400.22191757738
275.0,-185,-6059.5478410623255,-6154.480639548696
275.0,-184,-6029.6174633109695,-6123.850247797251
275.0,-183,-5999.774947448468,-6093.299286115107
275.0,-182,-5970.0152339870765,-6062.823521593174
275.0,-181,-5940.333630528641,-6032.4190189905485
275.0,-180,-5910.640077295363,-6002.091635640815
275.0,-179,-5881.022744948234,-5971.832046532924
275.0,-178,-5851.556127629912,-5941.623028853076
275.0,-177,-5822.000762050299,-5911.5030244221325
275.0,-176,-5792.588758416847,-5881.4274950003955
275.0,-175,-5763.170370532577,-5851.428185520453
275.0,-174,-5733.8173150499115,-5821.486353063755
275.0,-173,-5704.526378563153,-5791.599352617541
275.0,-172,-5675.35115897307,-5761.736374846031
275.0,-171,-5646.390952217351,-5731.833516227858
275.0,-170,-5617.467054206664,-5701.970798723229
275.0,-169,-5588.577603969203,-5672.1464470478395
275.0,-168,-5559.720843844666,-5642.35878246114
275.0,-167,-5530.895112042482,-5612.606215960604
275.0,-166,-5502.09883586045,-5582.887242066741
275.0,-165,-5473.330525494313,-5553.200433138022
275.0,-164,-5444.588768377144,-5523.54443416211
275.0,-163,-5415.872223994789,-5493.917957976114
275.0,-162,-5387.179619129883,-5464.319780873888
275.0,-161,-5358.509743492371,-5434.748738563277
275.0,-160,-5329.861445699305,-5405.203722440153
287.5,-185,-6067.951254261485,-6162.058267218659
287.5,-184,-6037.838759731732,-6131.273413620975
287.5,-183,-6007.821822705233,-6100.574272592042
287.5,-182,-5977.894873664135,-6069.956210061414
287.5,-181,-5948.052756676794,-6039.414925033428
287.5,-180,-5918.199857496374,-6008.955584862608
287.5,-179,-5888.516469160469,-5978.5576272721155
287.5,-178,-5858.820419300001,-5948.23812977323
287.5,-177,-5829.198400303314,-5917.984508935732
287.5,-176,-5799.646540976827,-5887.793564728594
287.5,-175,-5770.088465291898,-5857.682418615961
287.5,-174,-5740.669604437295,-5827.61000803879
287.5,-173,-5711.24512680896,-5797.616580264645
287.5,-172,-5681.823593390214,-5767.707547123089
287.5,-171,-5652.701067391564,-5737.736376944107
287.5,-170,-5623.678176990466,-5707.779259599941
287.5,-169,-5594.692702439733,-5677.863269904209
287.5,-168,-5565.742743607099,-5647.986600303462
287.5,-167,-5536.826505727178,-5618.147541332019
287.5,-166,-5507.9422918139235,-5588.3444747068
287.5,-165,-5479.088495746534,-5558.575867020949
287.5,-164,-5450.263595957939,-5528.840263974657
287.5,-163,-5421.4661496634935,-5499.136285088921
287.5,-162,-5392.694787575084,-5469.462618854254
287.5,-161,-5363.948209052167,-5439.81801827191
287.5,-160,-5335.225177646895,-5410.201296749918
300.0,-184,-6046.149249836552,-6138.755616209172
300.0,-183,-6015.952685131394,-6107.904519792676
300.0,-182,-5985.853691348714,-6077.140671092797
300.0,-181,-5955.846610219097,-6046.459375624874
300.0,-180,-5925.926202830889,-6015.856275429795
300.0,-179,-5895.994780334339,-5985.337631877866
300.0,-178,-5866.147711401708,-5954.893273706386
300.0,-177,-5836.3804937582245,-5924.519498397457
300.0,-176,-5806.688922596026,-5894.212842775398
300.0,-175,-5777.069065058088,-5863.970062880864
300.0,-174,-5747.443691206004,-5833.810499556375
300.0,-173,-5717.9598488811325,-5803.688573380003
300.0,-172,-5688.471163950166,-5773.649085681588
300.0,-171,-5659.04785040884,-5743.666919303089
300.0,-170,-5629.924179771416,-5713.6139785650585
300.0,-169,-5600.84100240138,-5683.605014966964
300.0,-168,-5571.796267370403,-5653.638085534127
300.0,-167,-5542.7880393807945,-5623.711354327628
300.0,-166,-5513.814490288738,-5593.823084785462
300.0,-165,-5484.873891393889,-5563.971632739119
300.0,-164,-5455.964606413047,-5534.155440034893
300.0,-163,-5427.085085066015,-5504.37302869782
300.0,-162,-5398.233857210228,-5474.622995583494
300.0,-161,-5369.409527468498,-5444.904007469294
300.0,-160,-5340.610770300684,-5415.214796542252
312.5,-184,-6054.551490848611,-6146.298437568261
312.5,-183,-6024.169855241312,-6115.291457254048
312.5,-182,-5993.89379757387,-6084.378199217127
312.5,-181,-5963.717114903681,-6053.553545438832
312.5,-180,-5933.634074564852,-6022.8127527146
312.5,-179,-5903.541366174337,-5992.161306834167
312.5,-178,-5873.63337704331,-5961.576945178819
312.5,-177,-5843.7134286148585,-5931.078027302825
312.5,-176,-5813.874958074821,-5900.650917788816
312.5,-175,-5784.11370168041,-5870.292112533029
312.5,-174,-5754.347129754139,-5840.020052512123
312.5,-173,-5724.732174823272,-5809.790371466157
312.5,-172,-5695.11241000642,-5779.6464913969385
312.5,-171,-5665.4970006442545,-5749.594240307348
312.5,-170,-5636.205677678267,-5719.475328471889
312.5,-169,-5607.0230699795975,-5689.37202339137
312.5,-168,-5577.881936714984,-5659.313550573868
312.5,-167,-5548.780194033242,-5629.297941286612
312.5,-166,-5519.7158753498625,-5599.323334939316
312.5,-165,-5490.687122760345,-5569.387971363145
312.5,-164,-5461.692179229136,-5539.490183769354
312.5,-163,-5432.729381471122,-5509.628392316606
312.5,-162,-5403.797153452751,-5479.801098224483
312.5,-161,-5374.894000448797,-5450.006878378242
312.5,-160,-5346.018503598366,-5420.2443803760425
325.0,-183,-6032.475745447728,-6122.7365691459545
325.0,-182,-6002.017382743529,-6091.670136344493
325.0,-181,-5971.666264099481,-6060.698650361226
325.0,-180,-5941.416122615017,-6029.8169541503585
325.0,-179,-5911.157889849197,-5999.0296555757095
325.0,-178,-5881.096226883804,-5968.315236927229
325.0,-177,-5851.023691442345,-5937.690859714761
325.0,-176,-5821.038613633634,-5907.143092543279
325.0,-175,-5791.136380177432,-5876.66815777231
325.0,-174,-5761.312680648233,-5846.2625202153595
325.0,-173,-5731.48435738312,-5815.946948171354
325.0,-172,-5701.809541237463,-5785.67237342632
325.0,-171,-5672.130691862853,-5755.486970155562
325.0,-170,-5642.523304022177,-5725.363690933328
325.0,-169,-5613.239487470284,-5695.164644051145
325.0,-168,-5584.000287623922,-5665.0133146521985
325.0,-167,-5554.803463560963,-5634.9075945608665
325.0,-166,-5525.646902536472,-5604.8454931199085
325.0,-165,-5496.528610431821,-5574.8251286661425
325.0,-164,-5467.446703082124,-5544.844720768774
325.0,-163,-5438.3993983861355,-5514.902583149451
