pressure,temperature,nitrogen,oxygen
200.0,-191,-13026.51547431505,-11651.907298659673
200.0,-190,-12978.25789895566,-11597.095227193022
200.0,-189,-12931.496958825246,-11538.384380857788
200.0,-188,-12885.482897388125,-11476.399683034557
200.0,-187,-12839.038791605431,-11413.275208016077
200.0,-186,-12791.712291843243,-11350.707755900787
200.0,-185,-12743.614091845777,-11289.121883158
200.0,-184,-12695.491460238836,-11224.8278541686
200.0,-183,-12646.65189074937,-11161.733727380375
200.0,-182,-12597.226502414947,-11100.212104637707
200.0,-181,-12547.674627268974,-11035.756819072445
200.0,-180,-12497.602259979014,-10973.05630119371
200.0,-179,-12447.20794981498,-10909.780536321796
200.0,-178,-12396.479660155033,-10845.911064259031
200.0,-177,-12345.4049415434,-10784.189615879384
212.5,-200,-13455.547765520327,-12130.651963753891
212.5,-199,-13408.247125962911,-12078.520756866335
212.5,-198,-13360.859408550155,-12026.151877364144
212.5,-197,-13313.37989285067,-11973.532252922072
212.5,-196,-13265.803837291893,-11920.648155341589
212.5,-195,-13218.126477766446,-11867.485135474853
212.5,-194,-13170.343027161582,-11814.027950982472
212.5,-193,-13122.44867599093,-11760.260485843837
212.5,-192,-13074.438594351122,-11706.165660351762
212.5,-191,-13026.307935482244,-11651.725330090318
212.5,-190,-12978.051841280214,-11596.920172113736
212.5,-189,-12929.665450195278,-11541.729556201994
212.5,-188,-12883.755456183237,-11480.262348806806
212.5,-187,-12837.445270844231,-11417.705068389261
212.5,-186,-12790.2551427523,-11355.607895754867
212.5,-185,-12742.671800112746,-11292.620127091244
212.5,-184,-12694.665904269672,-11228.687669703691
212.5,-183,-12645.9270846968,-11165.863488993244
212.5,-182,-12596.82042764796,-11102.315391962857
212.5,-181,-12547.13875446205,-11040.343581054372
212.5,-180,-12497.149727402437,-10977.819952657163
212.5,-179,-12446.950645807676,-10912.2241188214
212.5,-178,-12396.203159954923,-10851.046266031306
212.5,-177,-12345.22141874088,-10786.7591680709
225.0,-200,-13455.328648430072,-12130.423814910182
225.0,-199,-13408.029138640351,-12078.296599329002
225.0,-198,-13360.642588742416,-12025.93194674892
225.0,-197,-13313.164278981245,-11973.316802196052
225.0,-196,-13265.589468363063,-11920.437456488055
225.0,-195,-13217.913393233963,-11867.279481360461
225.0,-194,-13170.13126677654,-11813.827657457121
225.0,-193,-13122.238279600188,-11760.065894110096
225.0,-192,-13074.229601648882,-11705.977139644208
225.0,-191,-13026.10038570084,-11651.543280717458
225.0,-190,-12977.845772806362,-11596.745028922318
225.0,-189,-12929.460900095504,-11541.561792536133
225.0,-188,-12881.99204599708,-11483.745883585078
225.0,-187,-12835.79264692933,-11421.724733690968
225.0,-186,-12789.175328887688,-11358.577488867635
225.0,-185,-12741.686628499803,-11295.91209919726
225.0,-184,-12693.425882480075,-11234.141537212554
225.0,-183,-12645.144387472805,-11169.761046410795
225.0,-182,-12596.139577844882,-11106.486127934728
225.0,-181,-12546.756753728505,-11042.4718836043
225.0,-180,-12496.80956179341,-10980.03595879545
225.0,-179,-12446.545017507917,-10917.033475144433
225.0,-178,-12395.951290039604,-10853.446360810469
225.0,-177,-12345.016148254272,-10789.255908433068
225.0,-176,-12293.7269350758,-10724.442735255769
237.5,-200,-13455.109522044288,-12130.195627207204
237.5,-199,-13407.811141853801,-12078.07239987364
237.5,-198,-13360.42575931451,-12025.711970868346
237.5,-197,-13312.948655351205,-11973.101302536594
237.5,-196,-13265.37508955282,-11920.226704675124
237.5,-195,-13217.700298724312,-11867.073769860954
237.5,-194,-13169.919496349281,-11813.627301673778
237.5,-193,-13122.027873140716,-11759.871234742883
237.5,-192,-13074.020598898578,-11705.788545363033
237.5,-191,-13025.892825950383,-11651.361151193687
237.5,-190,-12977.639694514031,-11596.56979828232
237.5,-189,-12929.256340416143,-11541.393933306852
237.5,-188,-12880.73790569906,-11485.811558519017
237.5,-187,-12834.099247719589,-11425.35021774872
237.5,-186,-12787.599803812767,-11362.75851994173
237.5,-185,-12740.235906024873,-11300.551285451336
237.5,-184,-12692.482161877373,-11237.460480881606
237.5,-183,-12644.309567153972,-11173.432784552406
237.5,-182,-12595.400106878977,-11110.418894175185
237.5,-181,-12546.120189442376,-11046.681056411584
237.5,-180,-12496.250140290524,-10984.407053822177
237.5,-179,-12446.229611497161,-10919.273686286224
237.5,-178,-12395.679709362921,-10855.77746203063
237.5,-177,-12344.78999000692,-10791.680893662906
237.5,-176,-12293.547868883434,-10726.964734183457
237.5,-175,-12241.9403123092,-10664.249859697195
250.0,-200,-13454.8903871263,-12129.967401128848
250.0,-199,-13407.59313636952,-12077.848158988027
250.0,-198,-13360.208921035593,-12025.491950214779
250.0,-197,-13312.733022732238,-11972.885754440727
250.0,-196,-13265.160701635483,-11920.015900405077
250.0,-195,-13217.487195013779,-11866.868001484632
250.0,-194,-13169.707716658088,-11813.426884146995
250.0,-193,-13121.817457392117,-11759.676508264532
250.0,-192,-13073.811586881346,-11705.599878038849
250.0,-191,-13025.685257012678,-11651.178942059529
250.0,-190,-12977.43360718547,-11596.394480745328
250.0,-189,-12929.05177193885,-11541.225979078588
250.0,-188,-12880.534891448044,-11485.651482125986
250.0,-187,-12832.384106523676,-11428.596546785891
250.0,-186,-12785.978393998595,-11366.52968167306
250.0,-185,-12739.167983956884,-11303.350343536851
250.0,-184,-12691.500962696316,-11240.57365599492
250.0,-183,-12643.428411888974,-11176.884808397386
250.0,-182,-12594.607975390347,-11114.120143648488
250.0,-181,-12545.424267124352,-11050.646251343682
250.0,-180,-12495.85986045605,-10986.43296756115
250.0,-179,-12445.715430466853,-10923.68057352169
250.0,-178,-12395.389244343034,-10858.040564676225
250.0,-177,-12344.543799779218,-10794.035155693846
250.0,-176,-12293.34755983404,-10729.41316295165
250.0,-175,-12241.766021522082,-10666.71836592009
262.5,-200,-13454.671244294554,-12129.739137073133
262.5,-199,-13407.375122808266,-12077.62387707404
262.5,-198,-13359.992074528496,-12025.271885194179
262.5,-197,-13312.517381749314,-11972.670158319157
262.5,-196,-13264.94630523766,-11919.805044094046
262.5,-195,-13217.274082730606,-11866.662176653512
262.5,-194,-13169.49592833248,-11813.226405305482
262.5,-193,-13121.607032985181,-11759.481715111062
262.5,-192,-13073.602566228115,-11705.411138116575
262.5,-191,-13025.477679519123,-11650.996653769535
262.5,-190,-12977.227511451716,-11596.219076777448
262.5,-189,-12928.847195293803,-11541.05793033061
262.5,-188,-12880.33186937319,-11485.491302198941
262.5,-187,-12831.676690978433,-11429.495680698123
262.5,-186,-12784.815831589829,-11368.774252476212
262.5,-185,-12737.620611868824,-11307.271057774813
262.5,-184,-12690.488016034808,-11243.48647290597
262.5,-183,-12642.506752502697,-11180.122952342279
262.5,-182,-12593.769171059614,-11117.596036726565
262.5,-181,-12544.967515690605,-11052.47359175734
262.5,-180,-12495.207759179171,-10990.427544776512
262.5,-179,-12445.349201115187,-10925.725921271161
262.5,-178,-12394.920476067846,-10862.48003478281
262.5,-177,-12344.278429969483,-10796.31970217391
262.5,-176,-12293.126890416519,-10731.78906647813
262.5,-175,-12241.57105062877,-10669.112438137554
262.5,-174,-12189.7240284262,-10603.381302990158
275.0,-200,-13454.452094056105,-12129.510835371562
275.0,-199,-13407.157101678453,-12077.39955446705
275.0,-198,-13359.775220303098,-12025.051776146125
275.0,-197,-13312.301732913622,-11972.454514516216
275.0,-196,-13264.731900871906,-11919.594136091438
275.0,-195,-13217.060962388414,-11866.456295722819
275.0,-194,-13169.28413188693,-11813.025865511241
275.0,-193,-13121.396600434657,-11759.28685565229
275.0,-192,-13073.3935374542,-11705.222325974513
275.0,-191,-13025.270093984673,-11650.814286712091
275.0,-190,-12977.021407827322,-11596.043586778354
275.0,-189,-12928.64261099433,-11540.889787476195
275.0,-188,-12880.128839986171,-11485.331019166855
275.0,-187,-12831.475249555777,-11429.343817914505
275.0,-186,-12783.161198215792,-11371.897359994931
275.0,-185,-12736.505675937702,-11309.608459661475
275.0,-184,-12689.449148351981,-11246.2041031994
275.0,-183,-12641.550486709239,-11183.152788610983
275.0,-182,-12592.889732719119,-11120.852450259752
275.0,-181,-12544.193861195648,-11056.086400196156
275.0,-180,-12494.774387692381,-10992.271206917787
275.0,-179,-12444.967575767741,-10927.708606741502
275.0,-178,-12394.578467237148,-10864.543299780895
275.0,-177,-12343.855181025972,-10800.788241810702
275.0,-176,-12292.785383591387,-10736.424661974397
275.0,-175,-12241.35630794244,-10671.433106262031
275.0,-174,-12189.554725017451,-10605.793392823443
287.5,-200,-13454.232936830695,-12129.282496303806
287.5,-199,-13406.939073400848,-12077.17519145031
287.5,-198,-13359.55835878114,-12024.831623358055
287.5,-197,-13312.0860766477,-11972.238823323944
287.5,-196,-13264.517488961403,-11919.383176694695
287.5,-195,-13216.8478344111,-11866.250358995945
287.5,-194,-13169.072327745718,-11812.825265074342
287.5,-193,-13121.186160165222,-11759.0919302057
287.5,-192,-13073.184500984124,-11705.033441939042
287.5,-191,-13025.06250083348,-11650.631841223625
287.5,-190,-12976.815296735387,-11595.86801109636
287.5,-189,-12928.438019462455,-11540.721550876975
287.5,-188,-12879.92580370669,-11485.170633407084
287.5,-187,-12831.273801709829,-11429.191842369473
287.5,-186,-12782.477201182322,-11372.759986087785
287.5,-185,-12735.382200727743,-11311.769750729765
287.5,-184,-12687.950774963017,-11249.993374893156
287.5,-183,-12640.565605275944,-11185.979634682222
287.5,-182,-12592.345726261978,-11122.33476167262
287.5,-181,-12543.376280460092,-11059.470996139431
287.5,-180,-12494.04383141728,-10995.904195792895
287.5,-179,-12444.331340206976,-10931.604953876862
287.5,-178,-12394.220876790148,-10866.54229611779
287.5,-177,-12343.53753464284,-10802.867759404977
287.5,-176,-12292.509044580649,-10738.587232124517
287.5,-175,-12241.122699811602,-10673.681374191265
287.5,-174,-12189.365335315471,-10608.13012432026
287.5,-173,-12137.2232970149,-10541.912651782879
300.0,-200,-13454.01377296933,-12129.054120108372
300.0,-199,-13406.721038326828,-12076.950788265935
300.0,-198,-13359.341490314366,-12024.611427076157
300.0,-197,-13311.870413303932,-11972.023084993127
300.0,-196,-13264.303069859074,-11919.172166159668
300.0,-195,-13216.634699151738,-11866.044366734788
300.0,-194,-13168.860516262099,-11812.624604263434
300.0,-193,-13120.975712529946,-11758.896939047863
300.0,-192,-13072.975457170369,-11704.844486295597
300.0,-191,-13024.854900417564,-11650.449317599669
300.0,-190,-12976.609178526905,-11595.692350038638
300.0,-189,-12928.233421047438,-11540.553220853617
300.0,-188,-12879.722760882116,-11485.010145256192
300.0,-187,-12831.072347785066,-11429.039754417936
300.0,-186,-12782.27736611449,-11372.61691006914
300.0,-185,-12734.256432610187,-11313.759222066514
300.0,-184,-12686.874062101177,-11252.242666678296
300.0,-183,-12639.558220529048,-11188.608559721519
300.0,-182,-12591.416441065465,-11125.273885756196
300.0,-181,-12542.521065466164,-11062.633147447012
300.0,-180,-12493.574416859592,-10997.57291462248
300.0,-179,-12443.908550005935,-10933.403239687448
300.0,-178,-12393.628542056405,-10870.457754291536
300.0,-177,-12343.204119348837,-10804.88133001022
300.0,-176,-12292.215871439772,-10740.6811779955
300.0,-175,-12240.871131475536,-10675.858220243823
300.0,-174,-12189.15679511978,-10610.392510119775
300.0,-173,-12137.059272893548,-10544.263338255569
300.0,-172,-12084.5644568687,-10479.869951880626
312.5,-200,-13453.794602768172,-12128.825706991
312.5,-199,-13406.502996752484,-12076.726345123163
312.5,-198,-13359.124615199033,-12024.391187513678
312.5,-197,-13311.654743178557,-11971.807299741642
312.5,-196,-13264.088643861181,-11918.96110470956
312.5,-195,-13216.42155690671,-11865.838319168286
312.5,-194,-13168.648697732375,-11812.42388331417
312.5,-193,-13120.765257824834,-11758.70188242206
312.5,-192,-13072.766406308634,-11704.655459296238
312.5,-191,-13024.647293031481,-11650.26671610262
312.5,-190,-12976.403053495102,-11595.516603879334
312.5,-189,-12928.02881604078,-11540.384797694172
312.5,-188,-12879.519711801762,-11484.849555017909
312.5,-187,-12830.87088806772,-11428.887554382407
312.5,-186,-12782.07752587383,-11372.473710772972
312.5,-185,-12733.13486284398,-11315.580963424807
312.5,-184,-12685.79307091943,-11254.31302203528
312.5,-183,-12638.534597671425,-11191.044389958774
312.5,-182,-12590.461962347987,-11128.007085976094
312.5,-181,-12541.991777455269,-11064.072022830609
312.5,-180,-12492.779771415457,-11000.85818647673
312.5,-179,-12443.19803076697,-10936.933196302882
312.5,-178,-12393.229390512939,-10872.267470978786
312.5,-177,-12342.855783206169,-10806.82984564857
312.5,-176,-12291.90674017396,-10742.707421479103
312.5,-175,-12240.602507931908,-10677.964597563814
312.5,-174,-12188.930039530493,-10612.581536069234
312.5,-173,-12136.875806602831,-10546.537642818032
312.5,-172,-12084.425766316399,-10479.811515388483
325.0,-200,-13453.575426479365,-12128.597257130894
325.0,-199,-13406.284948929446,-12076.50186220469
325.0,-198,-13358.907733686465,-12024.170904857243
325.0,-197,-13311.439066522757,-11971.591467760594
325.0,-196,-13263.874211218665,-11918.749992540595
325.0,-195,-13216.208407926713,-11865.6322164987
325.0,-194,-13168.436872406724,-11812.223102435662
325.0,-193,-13120.554796299639,-11758.506760545135
325.0,-192,-13072.557348647908,-11704.466361166666
325.0,-191,-13024.439678923145,-11650.084036968376
325.0,-190,-12976.196921886652,-11595.340772866184
325.0,-189,-12927.824204687318,-11540.216281659976
325.0,-188,-12879.3166567078,-11484.688862969711
325.0,-187,-12830.669422797146,-11428.73524255888
325.0,-186,-12781.877680695832,-11372.330388517103
325.0,-185,-12732.93666367642,-11315.447300000338
325.0,-184,-12684.71445346188,-11256.208600717797
325.0,-183,-12637.50118946355,-11193.291712952241
325.0,-182,-12589.488721529995,-11130.539305958033
325.0,-181,-12541.091711221696,-11066.912344618842
325.0,-180,-12491.950765310401,-11003.9177147343
325.0,-179,-12442.741393582199,-10938.554269144468
325.0,-178,-12392.817969792588,-10874.016303293787
325.0,-177,-12342.280401000904,-10810.63094831363
325.0,-176,-12291.582527817844,-10744.666861186863
325.0,-175,-12240.317734826966,-10680.001434479633
325.0,-174,-12188.68600387073,-10614.698161566157
325.0,-173,-12136.67386426676,-10548.736557383554
325.0,-172,-12084.267334654282,-10482.09533502824
325.0,-171,-12031.4518871533,-10417.087614853364
337.5,-200,-13453.35624431948,-12128.368770685789
337.5,-199,-13406.066895073383,-12076.277339671546
337.5,-198,-13358.690845991567,-12023.95057927184
337.5,-197,-13311.22338355087,-11971.375589219464
337.5,-196,-13263.659772145547,-11918.53882982741
337.5,-195,-13215.995252425244,-11865.42605890656
337.5,-194,-13168.225040498284,-11812.022261815126
337.5,-193,-13120.344328166608,-11758.311573612093
337.5,-192,-13072.348284399395,-11704.277192110796
337.5,-191,-13024.232058302861,-11649.9012804111
337.5,-190,-12975.990783910165,-11595.164857225254
337.5,-189,-12927.61958719371,-11540.04767299085
337.5,-188,-12879.11359580465,-11484.528069367369
337.5,-187,-12830.46795217437,-11428.582819221801
337.5,-186,-12781.677830777608,-11372.186943597924
337.5,-185,-12732.738460570603,-11315.313501395347
337.5,-184,-12683.645153893149,-11257.933346517948
337.5,-183,-12636.46467493343,-11195.354880642852
337.5,-182,-12588.50333730604,-11132.875233095569
337.5,-181,-12540.170196676596,-11069.543460836496
337.5,-180,-12491.437363242176,-11005.309171782203
337.5,-179,-12441.97155301809,-10941.731414984286
337.5,-178,-12392.129095610795,-10877.434144835224
337.5,-177,-12341.892688254562,-10812.38758870568
337.5,-176,-12291.244113318446,-10746.560372758293
337.5,-175,-12240.017719367866,-10681.969634838215
337.5,-174,-12188.425624629543,-10616.743319930356
337.5,-173,-12136.454412734067,-10550.861046097265
337.5,-172,-12084.090160228623,-10484.301635639406
337.5,-171,-12031.318400985601,-10417.04305897756
350.0,-200,-13453.137056476271,-12128.140247795827
350.0,-199,-13405.84883537049,-12076.052777667175
350.0,-198,-13358.473952299646,-12023.73021090466
350.0,-197,-13311.007694447424,-11971.159664269962
350.0,-196,-13263.445326825575,-11918.327616726756
350.0,-195,-13215.782090585328,-11865.219846554512
350.0,-194,-13168.01320218915,-11811.82136162195
350.0,-193,-13120.133853607229,-11758.116321800026
350.0,-192,-13072.139213743574,-11704.087952314781
350.0,-191,-13024.024431349562,-11649.718446627166
350.0,-190,-12975.784639743097,-11594.988857164746
350.0,-189,-12927.414963735393,-11539.878971908704
350.0,-188,-12878.910529265058,-11484.367174448755
350.0,-187,-12830.266476369105,-11428.430284627804
350.0,-186,-12781.47797628487,-11372.043376293943
350.0,-185,-12732.540253687344,-11315.179567914147
350.0,-184,-12683.448615340447,-11257.809780844602
350.0,-183,-12635.432002918675,-11197.238011079628
350.0,-182,-12587.512655300096,-11135.019301107903
350.0,-181,-12539.23402246427,-11071.970161675423
350.0,-180,-12490.568968965814,-11008.041795320301
350.0,-179,-12441.488517214018,-10943.181934267766
350.0,-178,-12391.686222317721,-10879.003236502751
350.0,-177,-12341.493494537272,-10814.082493897826
350.0,-176,-12290.892378441804,-10748.388809179673
350.0,-175,-12239.703371261028,-10683.870078325534
350.0,-174,-12188.149840434657,-10618.717918704318
350.0,-173,-12136.2184205846,-10552.912045611458
350.0,-172,-12083.89524266058,-10486.431384306194
350.0,-171,-12031.165898581232,-10419.254014225218
362.5,-200,-13452.917863114035,-12127.91168858658
362.5,-199,-13405.630769983247,-12075.828176320309
362.5,-198,-13358.257052771592,-12023.509799888245
362.5,-197,-13310.791999372193,-11970.943693048917
362.5,-196,-13263.230875417545,-11918.1163533807
362.5,-195,-13215.568922564891,-11865.013579590397
362.5,-194,-13167.801357636537,-11811.620402010762
362.5,-193,-13119.923372777463,-11757.921005271317
362.5,-192,-13071.930136835355,-11703.898641949734
362.5,-191,-13023.816798216802,-11649.535535798115
362.5,-190,-12975.578489537183,-11594.812772877998
362.5,-189,-12927.210334462028,-11539.710178620731
362.5,-188,-12878.70745723607,-11484.20617843711
362.5,-187,-12830.064995525097,-11428.277639018792
362.5,-186,-12781.2781173573,-11371.899686869016
362.5,-185,-12732.342043161287,-11315.045499846347
362.5,-184,-12683.252074168146,-11257.686066551267
362.5,-183,-12634.410441420043,-11198.944988652762
362.5,-182,-12586.52379265131,-11136.975691086369
362.5,-181,-12538.671265850739,-11073.053780216762
362.5,-180,-12490.038988329374,-11009.275333565529
362.5,-179,-12440.674690291049,-10946.018787042123
362.5,-178,-12391.234456619497,-10880.51450178511
362.5,-177,-12341.08368486841,-10815.71644860292
362.5,-176,-12290.311607703421,-10751.935793968749
362.5,-175,-12239.375603681567,-10685.703620744727
362.5,-174,-12187.85959305218,-10620.622839955382
362.5,-173,-12135.966859164924,-10554.89046538564
362.5,-172,-12083.683583916378,-10488.48551911649
362.5,-171,-12030.995413622979,-10421.386183104187
362.5,-170,-11977.8874205092,-10353.569738205173
375.0,-200,-13452.69866437815,-12127.683093171723
375.0,-199,-13405.412699054348,-12075.60353574761
375.0,-198,-13358.040147548261,-12023.289346342945
375.0,-197,-13310.576298464497,-11970.727675681133
375.0,-196,-13263.016418059584,-11917.905039918982
375.0,-195,-13215.355748501122,-11864.807258149802
375.0,-194,-13167.589506976414,-11811.419383123817
375.0,-193,-13119.712885812281,-11757.725624175953
375.0,-192,-13071.721053808316,-11703.709261174634
375.0,-191,-13023.609159036678,-11649.352548092973
375.0,-190,-12975.37233342275,-11594.636604546089
