pressure,temperature,nitrogen,oxygen,vaporFraction,enthalpy
100,-200,0,1,0,-13473.4435419481
100,-200,0.025,0.975,0,-13437.737541331
100,-200,0.05,0.95,0,-13402.1962260234
100,-200,0.075,0.925,0,-13366.8164157283
100,-200,0.1,0.9,0,-13331.5949855463
100,-200,0.125,0.875,0,-13296.528864098
100,-200,0.15,0.85,0,-13261.6150316775
100,-200,0.175,0.825,0,-13226.8505184572
100,-200,0.2,0.8,0,-13192.2324027254
100,-200,0.225,0.775,0,-13157.7578091623
100,-200,0.25,0.75,0,-13123.4239071579
100,-200,0.275,0.725,0,-13089.2279091494
100,-200,0.3,0.7,0,-13055.1670690045
100,-200,0.325,0.675,0,-13021.238680417
100,-200,0.35,0.65,0,-12987.4400753422
100,-200,0.375,0.625,0,-12953.768622451
100,-200,0.4,0.6,0,-12920.2217256025
100,-200,0.425,0.575,0,-12886.7968223421
100,-200,0.45,0.55,0,-12853.491382416
100,-200,0.475,0.525,0,-12820.302906304
100,-200,0.5,0.5,0,-12787.228923758
100,-200,0.525,0.475,0,-12754.2669923585
100,-200,0.55,0.45,0,-12721.4146960848
100,-200,0.575,0.425,0,-12688.6696438807
100,-200,0.6,0.4,0,-12656.029468239
100,-200,0.625,0.375,0,-12623.4918237766
100,-200,0.65,0.35,0,-12591.0543858209
100,-200,0.675,0.325,0,-12558.714848986
100,-200,0.7,0.3,0,-12526.4709257537
100,-200,0.725,0.275,0,-12494.3203450386
100,-200,0.75,0.25,0,-12462.2608507524
100,-200,0.775,0.225,0,-12430.2902003514
100,-200,0.8,0.2,0,-12398.4061633738
100,-200,0.825,0.175,0,-12366.6065199533
100,-200,0.85,0.15,0,-12334.8890593205
100,-200,0.875,0.125,0,-12303.2515782747
100,-200,0.9,0.1,0,-12271.6918796306
100,-200,0.925,0.075,0,-12240.2077706378
100,-200,0.95,0.05,0,-12208.7970613582
100,-200,0.975,0.025,0,-12177.4575630152
100,-200,1,0,0,-12146.1870862944
100,-199,0,1,0,-13426.0224654
100,-199,0.025,0.975,0,-13390.2089930774
100,-199,0.05,0.95,0,-13354.5598536242
100,-199,0.075,0.925,0,-13319.0718402721
100,-199,0.1,0.9,0,-13283.7418012275
100,-199,0.125,0.875,0,-13248.5666377566
100,-199,0.15,0.85,0,-13213.5433023153
100,-199,0.175,0.825,0,-13178.6687967216
100,-199,0.2,0.8,0,-13143.9401703682
100,-199,0.225,0.775,0,-13109.3545184685
100,-199,0.25,0.75,0,-13074.9089803323
100,-199,0.275,0.725,0,-13040.6007376838
100,-199,0.3,0.7,0,-13006.4270129979
100,-199,0.325,0.675,0,-12972.3850678651
100,-199,0.35,0.65,0,-12938.47220139
100,-199,0.375,0.625,0,-12904.6857485989
100,-199,0.4,0.6,0,-12871.0230788774
100,-199,0.425,0.575,0,-12837.4815944249
100,-199,0.45,0.55,0,-12804.0587287166
100,-199,0.475,0.525,0,-12770.7519449949
100,-199,0.5,0.5,0,-12737.5587347517
100,-199,0.525,0.475,0,-12704.4766162403
100,-199,0.55,0.45,0,-12671.5031329799
100,-199,0.575,0.425,0,-12638.6358522713
100,-199,0.6,0.4,0,-12605.8723637122
100,-199,0.625,0.375,0,-12573.2102777144
100,-199,0.65,0.35,0,-12540.6472240139
100,-199,0.675,0.325,0,-12508.180850182
100,-199,0.7,0.3,0,-12475.8088201236
100,-199,0.725,0.275,0,-12443.5288125661
100,-199,0.75,0.25,0,-12411.3385195327
100,-199,0.775,0.225,0,-12379.2356448065
100,-199,0.8,0.2,0,-12347.2179023634
100,-199,0.825,0.175,0,-12315.2830147895
100,-199,0.85,0.15,0,-12283.428711672
100,-199,0.875,0.125,0,-12251.6527279557
100,-199,0.9,0.1,0,-12219.9528022691
100,-199,0.925,0.075,0,-12188.3266752102
100,-199,0.95,0.05,0,-12156.7720875912
100,-199,0.975,0.025,0,-12125.2867786348
100,-199,1,0,0,-12093.8684841172
100,-198,0,1,0,-13378.5031690775
100,-198,0.025,0.975,0,-13342.5798548042
100,-198,0.05,0.95,0,-13306.8204703941
100,-198,0.075,0.925,0,-13271.221781234
100,-198,0.1,0.9,0,-13235.780607191
100,-198,0.125,0.875,0,-13200.4938206786
100,-198,0.15,0.85,0,-13165.3583447542
100,-198,0.175,0.825,0,-13130.3711512594
100,-198,0.2,0.8,0,-13095.5292589998
100,-198,0.225,0.775,0,-13060.8297319558
100,-198,0.25,0.75,0,-13026.2696775255
100,-198,0.275,0.725,0,-12991.8462448024
100,-198,0.3,0.7,0,-12957.5566228725
100,-198,0.325,0.675,0,-12923.3980391454
100,-198,0.35,0.65,0,-12889.3677576982
100,-198,0.375,0.625,0,-12855.4630776491
100,-198,0.4,0.6,0,-12821.6813315446
100,-198,0.425,0.575,0,-12788.0198837655
100,-198,0.45,0.55,0,-12754.4761289372
100,-198,0.475,0.525,0,-12721.0474903602
100,-198,0.5,0.5,0,-12687.731418453
100,-198,0.525,0.475,0,-12654.5253891884
100,-198,0.55,0.45,0,-12621.4269025396
100,-198,0.575,0.425,0,-12588.4334809324
100,-198,0.6,0.4,0,-12555.5426676865
100,-198,0.625,0.375,0,-12522.7520254637
100,-198,0.65,0.35,0,-12490.059134694
100,-198,0.675,0.325,0,-12457.4615920092
100,-198,0.7,0.3,0,-12424.957008653
100,-198,0.725,0.275,0,-12392.5430088722
100,-198,0.75,0.25,0,-12360.217228302
100,-198,0.775,0.225,0,-12327.9773123162
100,-198,0.8,0.2,0,-12295.8209143537
100,-198,0.825,0.175,0,-12263.7456942229
100,-198,0.85,0.15,0,-12231.7493163604
100,-198,0.875,0.125,0,-12199.8294480578
100,-198,0.9,0.1,0,-12167.9837576523
100,-198,0.925,0.075,0,-12136.2099126512
100,-198,0.95,0.05,0,-12104.5055778252
100,-198,0.975,0.025,0,-12072.868413228
100,-198,1,0,0,-12041.2960721591
100,-197,0,1,0,-13330.880091737
100,-197,0.025,0.975,0,-13294.8444592706
100,-197,0.05,0.95,0,-13258.9722999451
100,-197,0.075,0.925,0,-13223.2603497862
100,-197,0.1,0.9,0,-13187.7053987518
100,-197,0.125,0.875,0,-13152.3042887684
100,-197,0.15,0.85,0,-13117.0539117887
100,-197,0.175,0.825,0,-13081.9512079024
100,-197,0.2,0.8,0,-13046.9931634799
100,-197,0.225,0.775,0,-13012.1768093348
100,-197,0.25,0.75,0,-12977.4992189455
100,-197,0.275,0.725,0,-12942.9575066747
100,-197,0.3,0.7,0,-12908.5488260298
100,-197,0.325,0.675,0,-12874.2703679537
100,-197,0.35,0.65,0,-12840.1193591092
100,-197,0.375,0.625,0,-12806.0930602169
100,-197,0.4,0.6,0,-12772.1887643788
100,-197,0.425,0.575,0,-12738.4037954313
100,-197,0.45,0.55,0,-12704.7355063053
100,-197,0.475,0.525,0,-12671.181277388
100,-197,0.5,0.5,0,-12637.7385149044
100,-197,0.525,0.475,0,-12604.4046492853
100,-197,0.55,0.45,0,-12571.1771335416
100,-197,0.575,0.425,0,-12538.0534416486
100,-197,0.6,0.4,0,-12505.0310668936
100,-197,0.625,0.375,0,-12472.1075202541
100,-197,0.65,0.35,0,-12439.2803287279
100,-197,0.675,0.325,0,-12406.5470336734
100,-197,0.7,0.3,0,-12373.9051891194
100,-197,0.725,0.275,0,-12341.3523600544
100,-197,0.75,0.25,0,-12308.8861206954
100,-197,0.775,0.225,0,-12276.5040527178
100,-197,0.8,0.2,0,-12244.203743459
100,-197,0.825,0.175,0,-12211.9827840867
100,-197,0.85,0.15,0,-12179.8387677098
100,-197,0.875,0.125,0,-12147.7692874604
100,-197,0.9,0.1,0,-12115.7719345075
100,-197,0.925,0.075,0,-12083.8442960202
100,-197,0.95,0.05,0,-12051.9839530653
100,-197,0.975,0.025,0,-12020.1884784315
100,-197,1,0,0,-11988.4554343775
100,-196,0,1,0,-13283.147568543
100,-196,0.025,0.975,0,-13246.997029626
100,-196,0.05,0.95,0,-13211.0094499857
100,-196,0.075,0.925,0,-13175.1815346411
100,-196,0.1,0.9,0,-13139.5100419276
100,-196,0.125,0.875,0,-13103.9917814919
100,-196,0.15,0.85,0,-13068.6236123192
100,-196,0.175,0.825,0,-13033.4024408066
100,-196,0.2,0.8,0,-12998.3252188543
100,-196,0.225,0.775,0,-12963.3889420064
100,-196,0.25,0.75,0,-12928.5906476055
100,-196,0.275,0.725,0,-12893.9274129837
100,-196,0.3,0.7,0,-12859.3963536669
100,-196,0.325,0.675,0,-12824.9946216123
100,-196,0.35,0.65,0,-12790.7194034504
100,-196,0.375,0.625,0,-12756.5679187544
100,-196,0.4,0.6,0,-12722.5374183123
100,-196,0.425,0.575,0,-12688.6251824168
100,-196,0.45,0.55,0,-12654.8285191576
100,-196,0.475,0.525,0,-12621.1447627223
100,-196,0.5,0.5,0,-12587.5712716918
100,-196,0.525,0.475,0,-12554.1054273458
100,-196,0.55,0.45,0,-12520.7446319517
100,-196,0.575,0.425,0,-12487.4863070513
100,-196,0.6,0.4,0,-12454.3278917448
100,-196,0.625,0.375,0,-12421.266840943
100,-196,0.65,0.35,0,-12388.3006236181
100,-196,0.675,0.325,0,-12355.4267210282
100,-196,0.7,0.3,0,-12322.6426249043
100,-196,0.725,0.275,0,-12289.9458356389
100,-196,0.75,0.25,0,-12257.3338604025
100,-196,0.775,0.225,0,-12224.8042112518
100,-196,0.8,0.2,0,-12192.3544031838
100,-196,0.825,0.175,0,-12159.9819521382
100,-196,0.85,0.15,0,-12127.6843729562
100,-196,0.875,0.125,0,-12095.4591772734
100,-196,0.9,0.1,0,-12063.3038713474
100,-196,0.925,0.075,0,-12031.2159538199
100,-196,0.95,0.05,0,-11999.1929133891
100,-196,0.975,0.025,0,-11967.2322264098
100,-196,1,0,0,-11935.3313543807
100,-195,0,1,0,-13235.2998197998
100,-195,0.025,0.975,0,-13199.0316676805
100,-195,0.05,0.95,0,-13162.9259001302
100,-195,0.075,0.925,0,-13126.9791893626
100,-195,0.1,0.9,0,-13091.1882602119
100,-195,0.125,0.875,0,-13055.5498880911
100,-195,0.15,0.85,0,-13020.0608969785
100,-195,0.175,0.825,0,-12984.7181574437
100,-195,0.2,0.8,0,-12949.5185847016
100,-195,0.225,0.775,0,-12914.4591366992
100,-195,0.25,0.75,0,-12879.5368122269
100,-195,0.275,0.725,0,-12844.7486490498
100,-195,0.3,0.7,0,-12810.0917220702
100,-195,0.325,0.675,0,-12775.5631414933
100,-195,0.35,0.65,0,-12741.1600510228
100,-195,0.375,0.625,0,-12706.8796260598
100,-195,0.4,0.6,0,-12672.7190719095
100,-195,0.425,0.575,0,-12638.6756220043
100,-195,0.45,0.55,0,-12604.7465361191
100,-195,0.475,0.525,0,-12570.929098594
100,-195,0.5,0.5,0,-12537.2206165533
100,-195,0.525,0.475,0,-12503.6184181194
100,-195,0.55,0.45,0,-12470.1198506051
100,-195,0.575,0.425,0,-12436.7222787179
100,-195,0.6,0.4,0,-12403.4230827206
100,-195,0.625,0.375,0,-12370.2196565903
100,-195,0.65,0.35,0,-12337.1094061461
100,-195,0.675,0.325,0,-12304.0897471477
100,-195,0.7,0.3,0,-12271.1581033612
100,-195,0.725,0.275,0,-12238.3119045907
100,-195,0.75,0.25,0,-12205.5485846641
100,-195,0.775,0.225,0,-12172.8655793678
100,-195,0.8,0.2,0,-12140.2603243394
100,-195,0.825,0.175,0,-12107.7302528876
100,-195,0.85,0.15,0,-12075.2727937531
100,-195,0.875,0.125,0.0967774621258591,-11501.6448542493
100,-195,0.9,0.1,0.359710503918732,-9998.79195977149
100,-195,0.925,0.075,0.622643546018,-8495.93906358781
100,-195,0.95,0.05,0.885576588117332,-6993.08616740365
100,-195,0.975,0.025,1,-6340.67909676112
100,-195,1,0,1,-6343.52027598326
100,-194,0,1,0,-13187.3309391635
100,-194,0.025,0.975,0,-13150.9423416232
100,-194,0.05,0.95,0,-13114.7154890947
100,-194,0.075,0.925,0,-13078.647019009
100,-194,0.1,0.9,0,-13042.7336206465
100,-194,0.125,0.875,0,-13006.9720330464
100,-194,0.15,0.85,0,-12971.3590429403
100,-194,0.175,0.825,0,-12935.8914827349
100,-194,0.2,0.8,0,-12900.5662285249
100,-194,0.225,0.775,0,-12865.3801981083
100,-194,0.25,0.75,0,-12830.3303490578
100,-194,0.275,0.725,0,-12795.4136767883
100,-194,0.3,0.7,0,-12760.627212662
100,-194,0.325,0.675,0,-12725.9680220895
100,-194,0.35,0.65,0,-12691.4332026523
100,-194,0.375,0.625,0,-12657.0198822331
100,-194,0.4,0.6,0,-12622.7252171575
100,-194,0.425,0.575,0,-12588.5463903253
100,-194,0.45,0.55,0,-12554.4806093479
100,-194,0.475,0.525,0,-12520.5251046822
100,-194,0.5,0.5,0,-12486.6771277546
100,-194,0.525,0.475,0,-12452.9339490764
100,-194,0.55,0.45,0,-12419.2928563358
100,-194,0.575,0.425,0,-12385.7511524825
100,-194,0.6,0.4,0,-12352.306153777
100,-194,0.625,0.375,0,-12318.9551878188
100,-194,0.65,0.35,0,-12285.6955915442
100,-194,0.675,0.325,0,-12252.5247091825
100,-194,0.7,0.3,0,-12219.4398901662
100,-194,0.725,0.275,0,-12186.438487005
100,-194,0.75,0.25,0.0944912846125183,-11621.2833133435
100,-194,0.775,0.225,0.232395502907044,-10811.6116336447
100,-194,0.8,0.2,0.370299722674536,-10001.9399457671
100,-194,0.825,0.175,0.508203942441852,-9192.26825788958
100,-194,0.85,0.15,0.64610816220906,-8382.5965700137
100,-194,0.875,0.125,0.784012381976495,-7572.92488213631
100,-194,0.9,0.1,0.921916601744417,-6763.25319425641
100,-194,0.925,0.075,1,-6306.02840346384
100,-194,0.95,0.05,1,-6308.84686296072
100,-194,0.975,0.025,1,-6311.66331186795
100,-194,1,0,1,-6314.47775138707
100,-193,0,1,0,-13139.2348812656
100,-193,0.025,0.975,0,-13102.7228731264
100,-193,0.05,0.95,0,-13066.3719012222
100,-193,0.075,0.925,0,-13030.178566057
100,-193,0.1,0.9,0,-12994.1395191063
100,-193,0.125,0.875,0,-12958.2514606824
100,-193,0.15,0.85,0,-12922.5111378179
100,-193,0.175,0.825,0,-12886.9153421965
100,-193,0.2,0.8,0,-12851.4609081021
100,-193,0.225,0.775,0,-12816.1447103859
100,-193,0.25,0.75,0,-12780.9636624698
100,-193,0.275,0.725,0,-12745.9147143531
100,-193,0.3,0.7,0,-12710.9948506369
100,-193,0.325,0.675,0,-12676.2010885728
100,-193,0.35,0.65,0,-12641.5304760935
100,-193,0.375,0.625,0,-12606.980089875
100,-193,0.4,0.6,0,-12572.5470333774
100,-193,0.425,0.575,0,-12538.2284349005
100,-193,0.45,0.55,0,-12504.0214456213
100,-193,0.475,0.525,0,-12469.9232376288
100,-193,0.5,0.5,0,-12435.9310019399
100,-193,0.525,0.475,0,-12402.0419464972
100,-193,0.55,0.45,0,-12368.2532941547
100,-193,0.575,0.425,0,-12334.5622806157
100,-193,0.6,0.4,0,-12300.966152359
100,-193,0.625,0.375,0.0425528217776153,-12025.8084131143
100,-193,0.65,0.35,0.143218239381475,-11420.6605058418
100,-193,0.675,0.325,0.243883661178117,-10815.5125750021
100,-193,0.7,0.3,0.344549083136672,-10210.3646432887
100,-193,0.725,0.275,0.445214505095585,-9605.21671157277
100,-193,0.75,0.25,0.545879927054337,-9000.06877985803
100,-193,0.775,0.225,0.646545349013057,-8394.92084814337
100,-193,0.8,0.2,0.747210770977651,-7789.77291639411
100,-193,0.825,0.175,0.847876192933458,-7184.62498469656
100,-193,0.85,0.15,0.948541614889962,-6579.47705299511
100,-193,0.875,0.125,1,-6271.50343374278
100,-193,0.9,0.1,1,-6274.29914183793
100,-193,0.925,0.075,1,-6277.09287234071
100,-193,0.95,0.05,1,-6279.8846263751
100,-193,0.975,0.025,1,-6282.67440508003
100,-193,1,0,1,-6285.46220960936
100,-192,0,1,0,-13091.0054486937
100,-192,0.025,0.975,0,-13054.3669237063
100,-192,0.05,0.95,0,-13017.8886522374
100,-192,0.075,0.925,0,-12981.5671954987
100,-192,0.1,0.9,0,-12945.3991646937
100,-192,0.125,0.875,0,-12909.3812188267
100,-192,0.15,0.85,0,-12873.5100625383
100,-192,0.175,0.825,0,-12837.7824439678
100,-192,0.2,0.8,0,-12802.1951526371
100,-192,0.225,0.775,0,-12766.7450173646
100,-192,0.25,0.75,0,-12731.4289041851
100,-192,0.275,0.725,0,-12696.2437142944
100,-192,0.3,0.7,0,-12661.1863819908
100,-192,0.325,0.675,0,-12626.2538726398
100,-192,0.35,0.65,0,-12591.4431806233
100,-192,0.375,0.625,0,-12556.75132731
100,-192,0.4,0.6,0,-12522.1753590002
100,-192,0.425,0.575,0,-12487.7123448756
100,-192,0.45,0.55,0,-12453.3593749319
100,-192,0.475,0.525,0,-12419.1135578976
100,-192,0.5,0.5,0,-12384.9720191299
100,-192,0.525,0.475,0.0509158449158282,-12059.016785506
100,-192,0.55,0.45,0.135300059360179,-11541.1976561876
100,-192,0.575,0.425,0.219684277678604,-11023.378505293
100,-192,0.6,0.4,0.304068496114686,-10505.5593538192
100,-192,0.625,0.375,0.388452714550638,-9987.74020234693
100,-192,0.65,0.35,0.472836932986704,-9469.92105087294
100,-192,0.675,0.325,0.557221151422926,-8952.10189939804
100,-192,0.7,0.3,0.641605369859157,-8434.28274792384
100,-192,0.725,0.275,0.725989588295244,-7916.4635964501
100,-192,0.75,0.25,0.81037380673134,-7398.64444497638
100,-192,0.775,0.225,0.894758025169445,-6880.8252934904
100,-192,0.8,0.2,0.979142243604019,-6363.00614202596
100,-192,0.825,0.175,1,-6237.10247262994
100,-192,0.85,0.15,1,-6239.87540539949
100,-192,0.875,0.125,1,-6242.64639265789
100,-192,0.9,0.1,1,-6245.415435457
100,-192,0.925,0.075,1,-6248.18253486299
100,-192,0.95,0.05,1,-6250.94769195631
100,-192,0.975,0.025,1,-6253.71090783163
100,-192,1,0,1,-6256.47218359778
100,-191,0,1,0,-13042.6362782059
100,-191,0.025,0.975,0,-13005.8679803176
100,-191,0.05,0.95,0,-12969.2590741411
100,-191,0.075,0.925,0,-12932.8060790064
100,-191,0.1,0.9,0,-12896.505563135
100,-191,0.125,0.875,0,-12860.354141392
100,-191,0.15,0.85,0,-12824.3484730548
100,-191,0.175,0.825,0,-12788.4852596108
100,-191,0.2,0.8,0,-12752.7612425771
100,-191,0.225,0.775,0,-12717.1732013298
100,-191,0.25,0.75,0,-12681.7179509467
100,-191,0.275,0.725,0,-12646.3923400743
100,-191,0.3,0.7,0,-12611.1932487853
100,-191,0.325,0.675,0,-12576.1175864318
100,-191,0.35,0.65,0,-12541.1622895282
100,-191,0.375,0.625,0,-12506.3243195814
100,-191,0.4,0.6,0,-12471.600660957
100,-191,0.425,0.575,0.0207090721550043,-12316.9420207796
100,-191,0.45,0.55,0.0975145513064545,-11837.1438897172
100,-191,0.475,0.525,0.174320033561403,-11357.345738946
100,-191,0.5,0.5,0.251125516112729,-10877.5475875863
100,-191,0.525,0.475,0.327930998663991,-10397.7494362267
100,-191,0.55,0.45,0.404736481215378,-9917.95128486599
100,-191,0.575,0.425,0.481541963766695,-9438.15313350587
100,-191,0.6,0.4,0.558347446317961,-8958.35498214571
100,-191,0.625,0.375,0.635152928869335,-8478.55683078559
100,-191,0.65,0.35,0.711958411420657,-7998.75867942545
100,-191,0.675,0.325,0.788763893971988,-7518.9605280654
100,-191,0.7,0.3,0.865569376524953,-7039.16237669504
100,-191,0.725,0.275,0.942374859075378,-6559.36422534039
100,-191,0.75,0.25,1,-6200.07180464047
100,-191,0.775,0.225,1,-6202.82386068869
100,-191,0.8,0.2,1,-6205.57400145559
100,-191,0.825,0.175,1,-6208.32222791219
100,-191,0.85,0.15,1,-6211.06854104326
100,-191,0.875,0.125,1,-6213.81294184725
100,-191,0.9,0.1,1,-6216.55543133627
100,-191,0.925,0.075,1,-6219.29601053605
100,-191,0.95,0.05,1,-6222.03468048589
100,-191,0.975,0.025,1,-6224.77144223861
100,-191,1,0,1,-6227.50629686055
100,-190,0,1,0,-12994.1208261239
100,-190,0.025,0.975,0,-12957.2193400182
100,-190,0.05,0.95,0,-12920.4762991341
100,-190,0.075,0.925,0,-12883.8881780606
100,-190,0.1,0.9,0,-12847.4514990618
100,-190,0.125,0.875,0,-12811.1628297449
100,-190,0.15,0.85,0,-12775.0187807594
100,-190,0.175,0.825,0,-12739.0160035175
100,-190,0.2,0.8,0,-12703.1511879381
100,-190,0.225,0.775,0,-12667.4210601924
100,-190,0.25,0.75,0,-12631.8223804608
100,-190,0.275,0.725,0,-12596.3519406952
100,-190,0.3,0.7,0,-12561.006562381
100,-190,0.325,0.675,0,-12525.7830943014
100,-190,0.35,0.65,0.0352866121921066,-12283.4870739536
100,-190,0.375,0.625,0.10951924386525,-11812.5436291943
100,-190,0.4,0.6,0.183751877543,-11341.6001719786
100,-190,0.425,0.575,0.257984510656265,-10870.6567188354
100,-190,0.45,0.55,0.332217143769241,-10399.7132656932
100,-190,0.475,0.525,0.406449776882367,-9928.76981255127
100,-190,0.5,0.5,0.480682409995593,-9457.82635940829
100,-190,0.525,0.475,0.5549150431087,-8986.88290626593
100,-190,0.55,0.45,0.629147676221712,-8515.93945312382
100,-190,0.575,0.425,0.703380309334867,-8044.99599998147
100,-190,0.6,0.4,0.777612942448894,-7574.05254683356
100,-190,0.625,0.375,0.851845575561775,-7103.10909369258
100,-190,0.65,0.35,0.926078208674641,-6632.16564055166
100,-190,0.675,0.325,1,-6163.20565662073
100,-190,0.7,0.3,1,-6165.93676611672
100,-190,0.725,0.275,1,-6168.66598985184
100,-190,0.75,0.25,1,-6171.39332872204
100,-190,0.775,0.225,1,-6174.11878363643
100,-190,0.8,0.2,1,-6176.84235551728
100,-190,0.825,0.175,1,-6179.5640453
100,-190,0.85,0.15,1,-6182.28385393302
100,-190,0.875,0.125,1,-6185.00178237784
100,-190,0.9,0.1,1,-6187.71783160896
100,-190,0.925,0.075,1,-6190.43200261381
100,-190,0.95,0.05,1,-6193.1442963928
100,-190,0.975,0.025,1,-6195.85471395915
100,-190,1,0,1,-6198.56325633899
100,-189,0,1,0,-12945.4523527949
100,-189,0.025,0.975,0,-12908.4140936621
100,-189,0.05,0.95,0,-12871.5332424588
100,-189,0.075,0.925,0,-12834.8062259115
100,-189,0.1,0.9,0,-12798.2295170399
100,-189,0.125,0.875,0,-12761.7996327522
100,-189,0.15,0.85,0,-12725.513131463
100,-189,0.175,0.825,0,-12689.3666107382
100,-189,0.2,0.8,0,-12653.3567049339
100,-189,0.225,0.775,0,-12617.4800828484
100,-189,0.25,0.75,0,-12581.733445389
100,-189,0.275,0.725,0.0210296494932422,-12420.8036515603
100,-189,0.3,0.7,0.0965758161956987,-11935.0700393584
100,-189,0.325,0.675,0.172121984890566,-11449.3364142629
100,-189,0.35,0.65,0.247668152802587,-10963.6027945234
100,-189,0.375,0.625,0.323214320714602,-10477.8691747852
100,-189,0.4,0.6,0.398760488626837,-9992.13555504584
100,-189,0.425,0.575,0.474306656539031,-9506.40193530627
100,-189,0.45,0.55,0.549852824450565,-9020.66831557105
100,-189,0.475,0.525,0.625398992363073,-8534.93469582997
100,-189,0.5,0.5,0.70094516027537,-8049.20107609009
100,-189,0.525,0.475,0.776491328187592,-7563.46745635049
100,-189,0.55,0.45,0.852037496099733,-7077.73383661142
100,-189,0.575,0.425,0.927583664011818,-6592.00021687265
100,-189,0.6,0.4,1,-6126.5025643843
100,-189,0.625,0.375,1,-6129.21266612469
100,-189,0.65,0.35,1,-6131.92091093332
100,-189,0.675,0.325,1,-6134.62729963637
100,-189,0.7,0.3,1,-6137.33183307268
100,-189,0.725,0.275,1,-6140.03451209371
100,-189,0.75,0.25,1,-6142.73533756348
100,-189,0.775,0.225,1,-6145.4343103586
100,-189,0.8,0.2,1,-6148.13143136817
100,-189,0.825,0.175,1,-6150.8267014938
100,-189,0.85,0.15,1,-6153.52012164955
100,-189,0.875,0.125,1,-6156.21169276187
100,-189,0.9,0.1,1,-6158.90141576962
100,-189,0.925,0.075,1,-6161.58929162401
100,-189,0.95,0.05,1,-6164.27532128854
100,-189,0.975,0.025,1,-6166.959505739
100,-189,1,0,1,-6169.64184596342
100,-188,0,1,0,-12896.6239059957
100,-188,0.025,0.975,0,-12859.44510844
100,-188,0.05,0.95,0,-12822.4225840518
100,-188,0.075,0.925,0,-12785.552708245
100,-188,0.1,0.9,0,-12748.831901181
100,-188,0.125,0.875,0,-12712.2566252759
100,-188,0.15,0.85,0,-12675.8233827323
100,-188,0.175,0.825,0,-12639.5287130844
100,-188,0.2,0.8,0,-12603.3691907302
100,-188,0.225,0.775,0.0595215772126609,-12206.6265651291
100,-188,0.25,0.75,0.140507498874228,-11679.8221980194
100,-188,0.275,0.725,0.221493420050819,-11153.0178342582
100,-188,0.3,0.7,0.302479341230397,-10626.2134704784
100,-188,0.325,0.675,0.383465262409798,-10099.4091066993
100,-188,0.35,0.65,0.464451183589036,-9572.60474292222
100,-188,0.375,0.625,0.545437104768186,-9045.80037914548
100,-188,0.4,0.6,0.626423025947248,-8518.99601536859
100,-188,0.425,0.575,0.707408947126234,-7992.19165159259
100,-188,0.45,0.55,0.788394868305191,-7465.38728781717
100,-188,0.475,0.525,0.869380789484073,-6938.58292404151
100,-188,0.5,0.5,0.950366710662973,-6411.77856026609
100,-188,0.525,0.475,1,-6089.96107962368
100,-188,0.55,0.45,1,-6092.65012054106
100,-188,0.575,0.425,1,-6095.33733268247
100,-188,0.6,0.4,1,-6098.02271680924
100,-188,0.625,0.375,1,-6100.70627369485
100,-188,0.65,0.35,1,-6103.38800412488
100,-188,0.675,0.325,1,-6106.06790889701
100,-188,0.7,0.3,1,-6108.74598882097
100,-188,0.725,0.275,1,-6111.42224471852
100,-188,0.75,0.25,1,-6114.09667742342
100,-188,0.775,0.225,1,-6116.76928778139
100,-188,0.8,0.2,1,-6119.44007665005
100,-188,0.825,0.175,1,-6122.10904489898
100,-188,0.85,0.15,1,-6124.77619340958
100,-188,0.875,0.125,1,-6127.4415230751
100,-188,0.9,0.1,1,-6130.10503480062
100,-188,0.925,0.075,1,-6132.76672950294
100,-188,0.95,0.05,1,-6135.42660811064
100,-188,0.975,0.025,1,-6138.08467156398
100,-188,1,0,1,-6140.74092081489
100,-187,0,1,0,-12847.6283031947
100,-187,0.025,0.975,0,-12810.3050091747
100,-187,0.05,0.95,0,-12773.1367488033
100,-187,0.075,0.925,0,-12736.1198423822
100,-187,0.1,0.9,0,-12699.2506532119
100,-187,0.125,0.875,0,-12662.5255850263
100,-187,0.15,0.85,0,-12625.9410794089
100,-187,0.175,0.825,0.0827992987108972,-12078.057568256
100,-187,0.2,0.8,0.175141991960396,-11471.2332780731
100,-187,0.225,0.775,0.267484684964063,-10864.4089895507
100,-187,0.25,0.75,0.359827377967631,-10257.5847010295
100,-187,0.275,0.725,0.452170070971131,-9650.76041250935
100,-187,0.3,0.7,0.544512763974585,-9043.93612398924
100,-187,0.325,0.675,0.636855456978028,-8437.11183546961
100,-187,0.35,0.65,0.729198149981398,-7830.28754694999
100,-187,0.375,0.625,0.821540842984761,-7223.46325843042
100,-187,0.4,0.6,0.913883535988119,-6616.63896991085
100,-187,0.425,0.575,1,-6050.9100321535
100,-187,0.45,0.55,1,-6053.57976882493
100,-187,0.475,0.525,1,-6056.24770353132
100,-187,0.5,0.5,1,-6058.91383696203
100,-187,0.525,0.475,1,-6061.57816981809
100,-187,0.55,0.45,1,-6064.24070281218
100,-187,0.575,0.425,1,-6066.90143666862
100,-187,0.6,0.4,1,-6069.56037212334
100,-187,0.625,0.375,1,-6072.21750992383
100,-187,0.65,0.35,1,-6074.87285082915
100,-187,0.675,0.325,1,-6077.52639560987
100,-187,0.7,0.3,1,-6080.17814504806
100,-187,0.725,0.275,1,-6082.82809993726
100,-187,0.75,0.25,1,-6085.47626108245
