Place	P	T	L	V	x_N2	x_O2	x_Ar	y_N2	y_O2	y_Ar
Condenser	540.028571428571	-178.123483727027	2026.44867378813	4.24218113047385E-06	0.999878612224982	3.19180256161029E-07	0.000121068594762062	0.999934861033263	1.31984115005233E-07	6.50069826216009E-05
42__Main Tower	540.028571428571	-178.122725935955	2026.29778403181	3436.2711421667	0.999773756277792	7.71850125926754E-07	0.000225471872082061	0.999878612225051	3.1918025592993E-07	0.000121068594692852
41__Main Tower	540.648083623693	-178.106987668049	2026.53661489599	3479.38448689588	0.999659965667889	1.40883465887003E-06	0.000338625497451959	0.999817547006696	5.82802732106036E-07	0.000181870190571638
40__Main Tower	541.267595818815	-178.091190883527	2026.77345437685	3479.62331776006	0.999536473015308	2.30480436846692E-06	0.000461222180323314	0.999751272219193	9.5379623099873E-07	0.000247773984576335
39__Main Tower	541.887108013937	-178.075329157856	2027.00693307741	3479.86015724091	0.999402429137238	3.56455300244824E-06	0.000594006309759965	0.999679340232346	1.47566645346239E-06	0.000319184101200243
38__Main Tower	542.506620209059	-178.059395274097	2027.23571394451	3480.09363594148	0.999256887650922	5.33509370386562E-06	0.000737777255374659	0.999601255773977	2.20947222658408E-06	0.000396534753796709
37__Main Tower	543.126132404181	-178.04338104164	2027.45860689089	3480.32241680858	0.999098784629893	7.82258752479656E-06	0.000893392782582694	0.999516466966702	3.24087476047696E-06	0.00048029215853704
36__Main Tower	543.745644599303	-178.027277051865	2027.67453604813	3480.54530975495	0.998926911398329	1.13160236167361E-05	0.001061772578054	0.999424353472802	4.69000330057348E-06	0.000570956523897045
35__Main Tower	544.365156794425	-178.011072346291	2027.88246006376	3480.7612389122	0.998739877827673	1.6220327194107E-05	0.00124390184513251	0.999324210644567	6.72525574593303E-06	0.000669064099686553
34__Main Tower	544.984668989547	-177.994753963292	2028.08128188915	3480.96916292783	0.998536062475673	2.31026238062442E-05	0.00144083490052101	0.99921522814927	9.58259382298259E-06	0.000775189256907383
33__Main Tower	545.604181184669	-177.978306316145	2028.26975602917	3481.16798475322	0.998313544479768	3.27568504323443E-05	0.00165369866979918	0.999096460938901	1.35925056465108E-05	0.000889946555452212
32__Main Tower	546.223693379791	-177.961710336761	2028.44638834722	3481.35645889323	0.998070010136771	4.62939321379788E-05	0.00188369593109118	0.998966789603256	1.92176602453414E-05	0.00101399273649902
31__Main Tower	546.843205574913	-177.944942293901	2028.60931735833	3481.53309121129	0.997802624363946	6.52675523435647E-05	0.00213210808371043	0.998824865993815	2.71054600259687E-05	0.00114802854615925
30__Main Tower	547.462717770035	-177.927972159459	2028.75616267183	3481.6960202224	0.997507853462552	9.18494282580438E-05	0.00240029710918945	0.998669038415862	3.8161333045405E-05	0.00129280025109282
29__Main Tower	548.082229965157	-177.910761347778	2028.88382335158	3481.8428655359	0.997181220414248	0.000129073357930299	0.00268970622782155	0.998497248494627	5.36508674905062E-05	0.00144910063788226
28__Main Tower	548.701742160279	-177.893259586229	2028.98820468153	3481.97052621565	0.996816966826612	0.00018117466494095	0.00300185850844651	0.998306888809004	7.53420060682747E-05	0.00161776918492752
27__Main Tower	549.321254355401	-177.875400583953	2029.06384463362	3482.07490754559	0.996407585938816	0.000254061737415898	0.00333835232376797	0.998094606261611	0.000105702796324101	0.00179969094206545
26__Main Tower	549.940766550523	-177.857096041347	2029.10340161118	3482.15054749769	0.995943177942494	0.000355970057156074	0.00370085200035031	0.997856030534523	0.000148176040996109	0.00199579342448094
25__Main Tower	550.560278745645	-177.838227375062	2029.09695090819	3482.19010447525	0.995410561194224	0.000498367597603244	0.0040910712081731	0.997585399376289	0.000207560135646664	0.00220704048806401
24__Main Tower	551.179790940767	-177.818634308974	2029.03101980348	3482.18365377226	0.99479204943176	0.000697205119407421	0.00451074544883205	0.997275042274571	0.000290536074459325	0.00243442165096934
23__Main Tower	551.799303135889	-177.798099186347	2028.88727012627	3482.11772266755	0.994063774514854	0.00097463721902887	0.00496158826611674	0.996914670591361	0.000406394821696209	0.00267893458694262
22__Main Tower	552.418815331011	-177.776325478488	2028.64071087169	3481.97397299034	0.993193395388221	0.00136138132215237	0.00544522328962619	0.996490404760136	0.00056803780229453	0.00294155743756989
21__Main Tower	553.038327526133	-177.75290849282	2028.25729770706	3481.72741373576	0.992136986762268	0.00189993260364777	0.00596308063408402	0.995983447146202	0.000793346819405402	0.00322320603439303
20__Main Tower	553.657839721255	-177.727295729011	2027.69075063677	3481.34400057112	0.990834847726388	0.00264891110905499	0.00651624116455694	0.99536828278381	0.00110704830216524	0.00352466891402455
19__Main Tower	554.277351916376	-177.698733747639	2026.87841381853	3480.77745350084	0.989205918820387	0.00368887582831485	0.00710520535129762	0.994610261154145	0.00154322889740407	0.00384650994845046
18__Main Tower	554.896864111498	-177.666197940428	2025.73600951516	3479.9651166826	0.987140464407183	0.00512998088335358	0.00772955470946336	0.99366238558089	0.002148690097038	0.00418892432207245
17__Main Tower	555.51637630662	-177.628301529482	2024.15125286987	3478.82271237923	0.984490704094789	0.00712183235963767	0.00838746354557357	0.992461124510826	0.00298734705943419	0.00455152842974015
16__Main Tower	556.135888501742	-177.583181079429	2021.97656360655	3477.23795573394	0.981059236365433	0.00986575491333069	0.00907500872123649	0.990921085039023	0.00414585653141826	0.00493305842955891
15__Main Tower	556.755400696864	-177.528358885135	2019.02165232612	3475.06326647062	0.97658552040974	0.0136292594263395	0.00978522016392054	0.988928498799244	0.00574055419540222	0.0053309470053541
14__Main Tower	557.374912891986	-177.460589650438	2015.04771305666	3472.10835519019	0.970731579794125	0.0187615949094899	0.0105068252963856	0.98633374210189	0.00792551120773627	0.00574074669037345
13__Main Tower	557.994425087108	-177.375712665565	2009.76643162405	3468.13441592073	0.963069760705465	0.0257075531506848	0.0112226861438505	0.982943668535277	0.0109009537054554	0.00615537775926788
12__Main Tower	558.61393728223	-177.26855458687	2002.84892274627	3462.85313448812	0.953078130145573	0.0350138289375566	0.0119080409168703	0.97851553637474	0.0149202519285185	0.00656421169674166
11__Main Tower	559.233449477352	-177.132964166882	1993.95141096025	3455.93562561034	0.940152999348048	0.0473181162854555	0.012528884366497	0.972755915140613	0.0202920080008746	0.00695207685851248
10__Main Tower	559.852961672474	-176.9621052918	1982.76430698829	3447.03811382432	0.923652287926978	0.0633065297002184	0.0130411823728035	0.9653301198284	0.0273714665786718	0.00729841359292815
9__Main Tower	560.472473867596	-176.749169895151	1969.08657247998	3435.85100985235	0.902985241808455	0.0836226894790312	0.0133920687125134	0.955889849430157	0.0365331299074188	0.00757702066242406
8__Main Tower	561.091986062718	-176.488652851909	1952.91540009265	3422.17327534405	0.877757770577675	0.108717750543801	0.0135244788785242	0.944127070938666	0.0481158508222685	0.00775707823906519
7__Main Tower	561.71149825784	-176.178185962288	1934.52393450353	3406.00210295672	0.847961313495864	0.138652365495375	0.0133863210087604	0.929857612496876	0.0623361426913666	0.00780624481175719
6__Main Tower	562.331010452962	-175.820603560127	1156.44083518528	3387.6106373676	0.814155213252037	0.1729011412967	0.012943645451263	0.913124943661487	0.0791787522639704	0.00769630407454281
5__Main Tower	562.950522648084	-175.425485057964	1143.77368350162	3367.56040888663	0.777554954666406	0.210250731737886	0.0121943135957075	0.894293998809196	0.0982952382017844	0.00741076298901936
4__Main Tower	563.570034843206	-175.167965624937	2522.90742105606	3354.89325720297	0.75469980719314	0.233725197373959	0.0115749954329019	0.882118564511994	0.110747030596521	0.00713440489148515
3__Main Tower	564.189547038328	-174.851210871323	2502.23430377938	3239.31038058769	0.726466657510584	0.261100687649832	0.0124326548395835	0.86637630216281	0.12582589152967	0.00779780630751937
2__Main Tower	564.80905923345	-174.434241715623	2476.23456230709	3218.63726331102	0.689837964041512	0.297016715030114	0.0131453209283748	0.845144566875072	0.146415125551993	0.00844030757293538
1__Main Tower	565.428571428571	-173.909046385625	2515.43504127144	3192.63752183872	0.644907611604775	0.341550453673323	0.0135419347219022	0.81770153860174	0.173337916751029	0.00896054464723131
