Place	P	T	L	V	x_N2	x_O2	x_Ar	y_N2	y_O2	y_Ar
Condenser	537.171428571429	-177.930718640574	1542.61816548357	3.59047284293435E-05	0.97058807280303	0.0253335923937844	0.00407833480318574	0.987183918004269	0.0105986801609528	0.00221740183477789
42__Main Tower	537.171428571429	-177.586946891731	1523.35257568225	3391.81400510659	0.933137417976992	0.059497459242348	0.00736512278065957	0.970588072978709	0.025333592237805	0.00407833478348646
41__Main Tower	537.790940766551	-177.229625879094	1505.77895876037	3429.29650928162	0.896759958275314	0.0934247755176077	0.00981526620707802	0.953951847055276	0.040509770330064	0.00553838261465974
40__Main Tower	538.410452961672	-176.889038768736	1490.38200518325	3411.72289235973	0.862994434823445	0.125502554423565	0.0115030107529898	0.938003708737619	0.0553859364797169	0.00661035478266406
39__Main Tower	539.029965156794	-176.577774704568	1477.56816658452	3396.32593878261	0.832974457153491	0.154472936136955	0.0125526067095536	0.923373634553734	0.0692899206850191	0.00733644476124735
38__Main Tower	539.649477351916	-176.303904271182	1467.35715961797	3383.51210018389	0.807293350473844	0.179594545082215	0.0131121044439408	0.910492677501956	0.0817283021453029	0.0077790203527412
37__Main Tower	540.268989547038	-176.070565597185	1459.48357528743	3373.30109321734	0.786032730663229	0.20064055620489	0.0133267131318812	0.899556263690731	0.09243578890215	0.00800794740711859
36__Main Tower	540.88850174216	-175.876785926711	1453.53512273682	3365.42750888679	0.768897695355509	0.217781945825901	0.0133203588185906	0.890552033022797	0.101358891736079	0.00808907524112369
35__Main Tower	541.508013937282	-175.718885653393	1449.07258180431	3359.47905633618	0.755380547568263	0.23143160619561	0.0131878462361276	0.88332333859394	0.108599609474902	0.0080770519311575
34__Main Tower	542.127526132404	-175.591861678553	1445.70490798846	3355.01651540367	0.744897809301003	0.242106876500666	0.0129953141983302	0.877637316173953	0.114349839871396	0.00801284395465156
33__Main Tower	542.747038327526	-175.490422650596	1443.12118607855	3351.64884158783	0.7368806159673	0.250334263342858	0.0127851206898425	0.873238518465566	0.118836884363872	0.0079245971705616
32__Main Tower	543.366550522648	-175.409615676899	1441.09307460013	3349.06511967791	0.730822211475464	0.256595789106462	0.0125819994180734	0.869882899972357	0.122286987740668	0.0078301122869745
31__Main Tower	543.98606271777	-175.345124080052	1439.46171918568	3347.03700819949	0.726295342392726	0.261305971661934	0.0123986859453402	0.867354998046942	0.124905347574594	0.00773965437846429
30__Main Tower	544.605574912892	-175.293351585977	1438.11985374981	3345.40565278505	0.722952241868655	0.264807437443223	0.0122403206881214	0.865473754961666	0.126867828136163	0.00765841690217106
29__Main Tower	545.225087108014	-175.251390029378	1436.99536373863	3344.06378734917	0.720516338799019	0.267376084053219	0.012107577147762	0.864091897189401	0.128319693252374	0.00758840955822566
28__Main Tower	545.844599303136	-175.216935217077	1436.03883204188	3342.939297338	0.718771140995434	0.269230124452832	0.0119987345517338	0.86309227650001	0.12937793985813	0.00752978364186001
27__Main Tower	546.464111498258	-175.188187820225	1435.21513914334	3341.98276564125	0.717549083465719	0.270539942857595	0.0119109736766858	0.862383178465065	0.130135117434573	0.00748170410036199
26__Main Tower	547.08362369338	-175.163757766073	1434.49874329117	3341.15907274271	0.716721554391813	0.271437303899075	0.011841141709112	0.86189364078771	0.130663466907348	0.00744289230494148
25__Main Tower	547.703135888502	-175.142579540297	1433.87035935839	3340.44267689053	0.71619044269553	0.272023383463292	0.0117861738411774	0.8615692282235	0.131018825904318	0.0074119458721818
24__Main Tower	548.322648083624	-175.123841367486	1433.31559282329	3339.81429295775	0.715881265288159	0.272375433895359	0.011743300816482	0.861368460962493	0.131244025671115	0.00738751336639258
23__Main Tower	548.942160278746	-175.106927274331	1432.82397482976	3339.25952642265	0.715737651014338	0.272552218257485	0.0117101307281771	0.861259871351563	0.13137174850722	0.00736838014121716
22__Main Tower	549.561672473868	-175.091370883295	1432.38833208051	3338.76790842912	0.715716998796509	0.272598341601499	0.0116846596019922	0.861219645963118	0.131426852943522	0.00735350109335964
21__Main Tower	550.18118466899	-175.076819141441	1432.00420384832	3338.33226567987	0.715787100817054	0.272547654214706	0.0116652449682398	0.861229769634972	0.131428226772519	0.00734200359250917
20__Main Tower	550.800696864112	-175.06300429379	1431.6690945732	3337.94813744769	0.71592355053305	0.272425886792217	0.0116505626747335	0.861276589401219	0.131390235775537	0.00733317482324375
