Place	P	T	L	V	x_N2	x_O2	x_Ar	y_N2	y_O2	y_Ar
Condenser	531.457142857143	-178.20235495917	1652.23629722614	4.33237944781133E-05	0.985058844892291	0.0113370517527982	0.00360410335491088	0.993360549349619	0.00469749388555812	0.00194195676482328
42__Main Tower	531.457142857143	-178.034780223982	1641.53277644658	3413.12785899248	0.966238944638341	0.0271295620575337	0.00663149330412527	0.985058844997667	0.0113370516685204	0.00360410333381278
41__Main Tower	532.076655052265	-177.837805526408	1630.47965099104	3456.46232557004	0.946166845112671	0.0446461357680629	0.00918701911926606	0.976120954112341	0.0188371835504486	0.00504186233721085
40__Main Tower	532.696167247387	-177.62914872822	1618.98611789658	3445.4092001145	0.92516555704006	0.0635722855619639	0.0112621573979763	0.966653886241935	0.0270999931723631	0.00624612058570166
39__Main Tower	533.315679442509	-177.412614842181	1607.33788516492	3433.91566702005	0.90367416625638	0.083461210664446	0.0128646230791738	0.95682099323103	0.0359643653825778	0.00721464138639181
38__Main Tower	533.935191637631	-177.192979731083	1595.8424727007	3422.26743428839	0.88221169956136	0.103767646203542	0.0140206542350982	0.946834866378082	0.0452116378241954	0.00795349579772249
37__Main Tower	534.554703832753	-176.975049052433	1584.80604606263	3410.77202182416	0.861324048367921	0.123901578792621	0.0147743728394585	0.936938407261286	0.0545837616370831	0.00847783110163073
36__Main Tower	535.174216027875	-176.764907231003	1574.56726150085	3399.73559518609	0.841518739577357	0.14329677038846	0.0151844900341826	0.92737916722781	0.0638096449113027	0.0088111878608871
35__Main Tower	535.793728222997	-176.566766589092	1565.34166398094	3389.49681062431	0.823210895481399	0.161470836489984	0.0153182680286173	0.918378283498196	0.072638024763627	0.00898369173817671
34__Main Tower	536.413240418119	-176.384115520854	1557.25717021046	3380.27121310441	0.806688147787935	0.178067246468447	0.0152446057436172	0.910110025077113	0.0808612565612717	0.00902871836161492
33__Main Tower	537.032752613241	-176.219133726092	1550.35990489652	3372.18671933393	0.792099838046777	0.192872333482332	0.015027828470891	0.90268824392192	0.0883321331433715	0.00897962293470887
32__Main Tower	537.652264808362	-176.072700051598	1544.62421984245	3365.28945401999	0.779468049104243	0.205808669572639	0.0147232813231182	0.896164290285932	0.0949687944812461	0.00886691523282169
31__Main Tower	538.271777003484	-175.944578945353	1539.97074530064	3359.55376896592	0.768713395020761	0.216911498548394	0.0143751064308448	0.89053423120132	0.100749393784379	0.0087163750143008
30__Main Tower	538.891289198606	-175.833704042534	1536.28632353245	3354.9002944241	0.759686735921539	0.226297283170272	0.0140159809081886	0.88575167207722	0.105700104592411	0.00854822333036847
