Place	P	T	L	V	x_N2	x_O2	x_Ar	y_N2	y_O2	y_Ar
Condenser	542.885714285714	-177.91082695265	1644.63702639366	4.59535192983696E-05	0.98346820939653	0.0128837654703479	0.00364802513312165	0.992651233476816	0.00537401250997245	0.00197475401321141
42__Main Tower	542.885714285714	-177.72442188057	1632.97530877054	3405.56922142093	0.962725308372393	0.0305996905899629	0.00667500103764359	0.983468209520443	0.0128837653690141	0.00364802511054314
41__Main Tower	543.505226480836	-177.508973732065	1621.05001446591	3447.94678946211	0.940800310207715	0.0500003518855646	0.00919933790672084	0.973644204896367	0.0212741698786179	0.0050816252250146
40__Main Tower	544.124738675958	-177.283108493638	1608.84113816618	3436.02149515749	0.918136955662173	0.0706465387484625	0.0112165055893644	0.963338300935233	0.0303946694852191	0.00626702957954829
39__Main Tower	544.74425087108	-177.051796339866	1596.68549539631	3423.81261885775	0.895288788006806	0.0919693433389806	0.0127418686542132	0.952769213894205	0.040026350622927	0.00720443548286783
38__Main Tower	545.363763066202	-176.820524303935	1584.93245882236	3411.65697608789	0.872862774364956	0.113325356129958	0.013811869505086	0.942199464125963	0.0498965119487773	0.00790402392525925
37__Main Tower	545.983275261324	-176.595706801005	1573.93828673015	3399.90393951393	0.851446556805453	0.134071667159782	0.0144817760347647	0.931907298619715	0.0597065992132179	0.00838610216706734
36__Main Tower	546.602787456446	-176.382540389294	1563.96410528946	3388.90976742172	0.831540290860279	0.153639747826774	0.0148199613129469	0.922152344554285	0.0691680253348501	0.0086796301108645
35__Main Tower	547.222299651568	-176.185306083255	1555.17826210038	3378.93558598104	0.813507389562599	0.171592283953947	0.0149003264834545	0.913147303683152	0.0780336619563794	0.00881903436046847
34__Main Tower	547.84181184669	-176.006832170013	1547.65392863838	3370.14974279195	0.797553657637366	0.187651595069314	0.0147947472933201	0.905038646273668	0.0861208784897827	0.00884047523654954
33__Main Tower	548.461324041812	-175.848435904884	1541.37816230839	3362.62540932996	0.783734337107315	0.201698514933215	0.0145671479594702	0.897900728346133	0.093320949159436	0.00877832249443146
32__Main Tower	549.080836236934	-175.710099885059	1536.27153807262	3356.34964299996	0.771981345500008	0.213748647280567	0.0142700072194249	0.891741940879397	0.0995955095224618	0.00866254959814146
31__Main Tower	549.700348432056	-175.590788336342	1532.21153072883	3351.24301876419	0.762139879691238	0.223916843469458	0.013943276839304	0.886518734997748	0.104963927620623	0.00851733738162866
30__Main Tower	550.319860627178	-175.48880366033	1529.05434307029	3347.1830114204	0.754004895715962	0.232379971516693	0.013615132767345	0.882152620357734	0.109486584623532	0.00836079501873401
29__Main Tower	550.9393728223	-175.402109423932	1526.65217500381	3344.02582376186	0.747351501240891	0.2393447059333	0.0133037928258085	0.8785462098603	0.113248309430263	0.0082054807094368
28__Main Tower	551.558885017422	-175.328581477239	1524.86513291293	3341.62365569538	0.741956924697169	0.245023349747323	0.013019725555508	0.875596072144484	0.116344574520867	0.00805935333464872
27__Main Tower	552.178397212544	-175.266178575496	1523.56795920194	3339.83661360451	0.737614309312825	0.249617902793085	0.0127677878940894	0.873201696563461	0.118871452484849	0.00792685095168963
26__Main Tower	552.797909407666	-175.213042339181	1522.65307098498	3338.53943989352	0.734139895203487	0.253311058587316	0.0125490462091967	0.87127090541751	0.120919196118177	0.0078098984643122
25__Main Tower	553.417421602788	-175.167543366453	1522.03071545668	3337.62455167655	0.731375501707186	0.256262300609502	0.0123621976833123	0.869722484860152	0.122568767541264	0.00770874759858494
24__Main Tower	554.03693379791	-175.128291230222	1521.62763343012	3337.00219614825	0.729188055384095	0.258607338399182	0.0122046062167234	0.868486911433942	0.123890466647122	0.00762262191893616
23__Main Tower	554.656445993032	-175.094122755557	1521.38499874681	3336.59911412169	0.727467481027145	0.260459505039507	0.0120730139333487	0.867505909067457	0.124943909831305	0.00755018110123778
22__Main Tower	555.275958188153	-175.064079054299	1521.20986392051	3336.35647943839	0.726123860157182	0.261912137968857	0.0119640018739609	0.866731382926982	0.125778780797665	0.00748983627535311
21__Main Tower	555.895470383275	-175.037451660774	1520.99053867411	3336.18134461209	0.725096394548435	0.263029618172704	0.0118739872788613	0.86612603832701	0.126434072590801	0.00743988908218894
20__Main Tower	556.514982578397	-175.01343042018	1520.90405214937	3335.96201936568	0.724322777846345	0.26387706345554	0.0118001586981148	0.865666782661448	0.12693466673649	0.00739855060206194
19__Main Tower	557.134494773519	-174.991904074704	1520.90226459152	3335.87553284095	0.723748531938732	0.264511443957822	0.0117400241034452	0.865317717079952	0.127317508533998	0.00736477438604987
18__Main Tower	557.754006968641	-174.972135534412	1520.93968245857	3335.8737452831	0.723332202664213	0.264976498226934	0.0116912991088528	0.865055980596086	0.127606664152011	0.00733735525190289
17__Main Tower	558.373519163763	-174.953783179898	1520.99281305084	3335.91116315014	0.723042948562425	0.265305092176459	0.0116519592611164	0.864864578875032	0.127820231642988	0.00731518948198007
16__Main Tower	558.993031358885	-174.936583820355	1521.04881542491	3335.96429374242	0.722857057634589	0.265522659055345	0.0116202833100657	0.86473044281435	0.127972234537704	0.00729732264794679
15__Main Tower	559.612543554007	-174.920330659948	1521.10061986842	3336.02029611649	0.722755920839139	0.265649239605619	0.0115948395552424	0.864643307849381	0.128073738958964	0.00728295319165468
14__Main Tower	560.232055749129	-174.904859027809	1521.14461769032	3336.07210056	0.722724720541429	0.265700826966173	0.0115744524923979	0.864594992226942	0.128133588450307	0.00727141932275123
13__Main Tower	560.851567944251	-174.890036373536	1521.17945455685	3336.1160983819	0.722751517058025	0.26569031804108	0.0115581649008956	0.864578895432481	0.128158923966963	0.00726218060055625
12__Main Tower	561.471080139373	-174.875754902752	1521.20534844765	3336.15093524843	0.722826582413565	0.265628216031529	0.0115452015549056	0.864589632523289	0.128155568473689	0.00725479900302212
11__Main Tower	562.090592334495	-174.861925996432	1521.22366891891	3336.17682913923	0.722941899936522	0.265523163149488	0.0115349369139901	0.864622759388356	0.128128319138912	0.00724892147273181
10__Main Tower	562.710104529617	-174.848475923169	1521.23648007852	3336.19514961048	0.723090779519651	0.265382352999899	0.0115268674804505	0.864674562704657	0.128081172655962	0.00724426463938088
9__Main Tower	563.329616724739	-174.835342611599	1521.24639286554	3336.2079607701	0.723267582388344	0.265211829498438	0.0115205881132181	0.864741904218097	0.128017494148045	0.00724060163385775
8__Main Tower	563.949128919861	-174.822473231674	1521.25602064177	3336.21787355711	0.723467492870732	0.265016734153591	0.0115157729756772	0.864822101788807	0.127940147103371	0.00723775110782144
7__Main Tower	564.568641114983	-174.809822493623	1521.26776373088	3336.22750133335	0.723686376628334	0.264801464184848	0.0115121591868178	0.864912848648716	0.127851583494688	0.00723556785659681
6__Main Tower	565.188153310105	-174.797351491788	572.715727694953	3336.23924442246	0.723920677310705	0.264569789005391	0.0115095336839033	0.865012158013168	0.127753906890138	0.00723393509669337
5__Main Tower	565.807665505227	-174.785031997649	572.63854957356	3336.24878284626	0.724167823228368	0.264324463767961	0.0115077130036703	0.865118591408244	0.127648658451801	0.00723275013995498
4__Main Tower	566.427177700349	-174.771553094795	1948.38267694873	3336.17160472486	0.724309625786411	0.264184093989126	0.0115062802244636	0.865164279306721	0.127603382002725	0.00723233869055428
3__Main Tower	567.046689895471	-174.357562376153	1928.22211634498	3217.19911793032	0.687958072762611	0.2994664395774	0.0125754876599894	0.843976264305058	0.147933953198049	0.00808978249689245
2__Main Tower	567.666202090593	-173.950060781548	1909.57356185283	3197.03855732657	0.653257989790242	0.333506546451214	0.0132354637585443	0.822806259385733	0.168480634100814	0.0087131065134531
1__Main Tower	568.285714285714	-173.568758324599	1963.02155982148	3178.39000283442	0.621816830239729	0.364676987932034	0.0135061818282362	0.80274967815282	0.188163364081075	0.00908695776610458
