Place	P	T	L	V	x_N2	x_O2	x_Ar	y_N2	y_O2	y_Ar
Condenser	540.028571428571	-178.12096257042	1934.81193511934	5.574999221459E-05	0.999529892681364	2.24443400480456E-06	0.000467862884631135	0.999747834373393	9.28220155137666E-07	0.000251237406451788
42__Main Tower	540.028571428571	-178.118021318409	1934.5512974072	3431.82919917464	0.999123389708471	5.42618526539058E-06	0.000871184106263862	0.999529892684905	2.24443398342269E-06	0.000467862881112059
41__Main Tower	540.648083623693	-178.100050687246	1934.65602190364	3477.50874191987	0.998701731698809	9.70072204790703E-06	0.00128856757914308	0.99930375353991	4.01445427265708E-06	0.00069223200581763
40__Main Tower	541.267595818815	-178.081973645114	1934.75576881745	3477.61346641631	0.998264299442192	1.54395689798076E-05	0.00172026098882838	0.999069172525094	6.39249491743395E-06	0.000924434979988182
39__Main Tower	541.887108013937	-178.063783752046	1934.85200606729	3477.71321333012	0.997810359772836	2.31395141023917E-05	0.00216650071306182	0.998825805352148	9.58528181853354E-06	0.00116460936603317
38__Main Tower	542.506620209059	-178.045473114097	1934.94365674482	3477.80945057996	0.997339025010214	3.34644731154003E-05	0.00262751051667028	0.998573244040163	1.38692478837392E-05	0.00141288671195275
37__Main Tower	543.126132404181	-178.027031890108	1935.0279074587	3477.90110125749	0.996849200176478	4.73011844188058E-05	0.00310349863910308	0.99831099502806	1.9613822842276E-05	0.0016693911490975
36__Main Tower	543.745644599303	-178.008447638941	1935.10158837519	3477.98535197137	0.996339513286871	6.58332412977366E-05	0.0035946534718315	0.998038450288423	2.73124146237322E-05	0.00193423729695288
35__Main Tower	544.365156794425	-177.989704447249	1935.16210726456	3478.05903288786	0.995808222119134	9.06394218150924E-05	0.00410113845905139	0.997754848565346	3.76235925405081E-05	0.00220752784211335
34__Main Tower	544.984668989547	-177.970781762907	1935.20766164086	3478.11955177723	0.995253089353588	0.000123824179081683	0.0046230864673301	0.997459223249729	5.14257885447352E-05	0.00248935096172635
33__Main Tower	545.604181184669	-177.951652840668	1935.23690376815	3478.16510615353	0.994671216138481	0.000168190635166953	0.00516059322635207	0.997150332682821	6.98898869715133E-05	0.00277977743020715
32__Main Tower	546.223693379791	-177.932282680247	1935.2483523457	3478.19434828082	0.994058821433918	0.00022746964661133	0.0057137089194708	0.996826567566252	9.45754484041277E-05	0.0030788569853435
31__Main Tower	546.843205574913	-177.912625300208	1935.23977509759	3478.20579685837	0.993410950646478	0.000306622681292788	0.00628242667222858	0.996485828522068	0.00012755810058624	0.00338661337734603
30__Main Tower	547.462717770035	-177.89262014234	1935.20764406613	3478.19721961026	0.992721091948673	0.000412241605440583	0.00686666644588649	0.996125364632077	0.000171597939157062	0.00370303742876553
29__Main Tower	548.082229965157	-177.872187338778	1935.1466636935	3478.1650885788	0.99198067215857	0.000553075295780609	0.00746625254564924	0.995741560938348	0.000230361742967229	0.00402807731868497
28__Main Tower	548.701742160279	-177.851221496133	1935.04931270691	3478.10410820617	0.991178395977637	0.000740721541774081	0.00808088248058931	0.995329659323947	0.000308715566319547	0.00436162510973384
27__Main Tower	549.321254355401	-177.829583555027	1934.90531811849	3478.00675721958	0.990299382595714	0.000990533217177137	0.00871008418710902	0.994883392811643	0.000413108966340199	0.00470349822201657
26__Main Tower	549.940766550523	-177.807090168526	1934.70097770251	3477.86276263116	0.989324042140303	0.00132280025583514	0.00935315760386207	0.994394508032705	0.000552077867016961	0.00505341410027775
25__Main Tower	550.560278745645	-177.783499910245	1934.41825504618	3477.65842221518	0.988226621480951	0.00176428328473457	0.0100090952343147	0.993852144435121	0.000736899862844804	0.00541095570203402
24__Main Tower	551.179790940767	-177.758495479291	1934.03357660227	3477.37569955885	0.986973335503556	0.00235018984907627	0.0106764746473674	0.993242031941359	0.000982443415469564	0.00577552464317163
23__Main Tower	551.799303135889	-177.731660932352	1933.51626646718	3476.99102111494	0.985519988465202	0.00312669766017113	0.0113533138746269	0.992545461882257	0.00130826025087829	0.00614627786686458
22__Main Tower	552.418815331011	-177.702452880063	1932.82656143152	3476.47371097985	0.983808985035629	0.00415413646425119	0.0120368785001199	0.99173798055048	0.00173997687174885	0.0065220425777712
