-6229.873107097643,-6229.922727574644
-6173.795304373564,-6173.7432772465145
-6117.782705389439,-6117.684541735142
-6061.8307597856165,-6061.7366426061435
-6005.936321556649,-6005.889701425131
-5950.0974427914625,-5950.133839757718
-5894.313199555118,-5894.45917916952
-5838.790298396395,-5838.855841226151
-5783.300261788685,-5783.313947493224
-5727.8376257584705,-5727.823619536353
-5672.397455179312,-5672.3749789211515
-5616.975279816316,-5616.958147213235
-5561.567039641481,-5561.563245978216
-5506.169037859428,-5506.180396781709
-5450.77790038099,-5450.799721189328
-5395.390540716683,-5395.411340766686
-5340.004129447943,-5340.005377079399
-5256.920662696284,-5256.841853852036
-6190.8735610126505,-6191.022316695549
-6134.248197593953,-6134.2529889449825
-6077.711232219958,-6077.6418822090245
-6021.2569935548645,-6021.176926427473
-5964.917558185258,-5964.8460515401275
-5908.614660115774,-5908.637187486788
-5852.358897547307,-5852.538264207253
-5796.464398649907,-5796.537211641321
-5740.61866127294,-5740.621959728792
-5684.815037757915,-5684.780438409465
-5629.047530551041,-5629.000577623139
-5573.3107124186645,-5573.270307309614
-5517.599658431102,-5517.5775574086865
-5461.9098876959415,-5461.910257860159
-5406.237313214827,-5406.256338603829
-5350.578198545949,-5350.603729579496
-5267.107352224593,-5267.1008694713
-6151.0290047217795,-6151.17935853243
-6093.894557230595,-6093.89140105373
-6036.869930649206,-6036.791143492762
-5979.9947467134925,-5979.864956997648
-5923.167357731573,-5923.099212716513
-5866.435542614467,-5866.4802817974805
-5809.798066970443,-5809.994535388674
-5753.554111695473,-5753.628344638218
-5697.3735472627895,-5697.368080694236
-5641.248638010688,-5641.2001147048495
-5585.172410772288,-5585.110817818186
-5529.138560211947,-5529.086561182366
-5473.141368317894,-5473.113715945514
-5417.175635585396,-5417.178653255754
-5361.236621912965,-5361.267744261211
-5277.368824760817,-5277.416855834445
-6139.284501805362,-6139.445469586881
-6081.574653136787,-6081.582242161441
-6024.062605177592,-6023.937484766755
-5966.616276214939,-5966.496597939486
-5909.343289928172,-5909.2449822163
-5852.135173951258,-5852.168038133863
-5795.08419065884,-5795.251166228842
-5710.078080905357,-5710.144057377917
-5653.58298290083,-5653.563493264345
-5597.155910745459,-5597.091903206518
-5540.789007000509,-5540.7146877411005
-5484.475170526676,-5484.417247404759
-5428.207964569002,-5428.18498273416
-5371.981538322454,-5372.003294265969
-5287.7068243145,-5287.793655617152
-6098.13147222849,-6098.183388761689
-6039.970302447009,-6039.888010024502
-5981.965936063896,-5981.830616877502
-5924.108838038476,-5923.996182772188
-5866.446957152288,-5866.369681160067
-5808.861270926598,-5808.93608549264
-5751.410088370804,-5751.680369221412
-5666.0551985841075,-5666.097448107603
-5609.265192986099,-5609.220689177196
-5552.554428942132,-5552.469216723248
-5495.91425834089,-5495.828004197262
-5439.336868046168,-5439.282025050742
-5382.815177834488,-5382.816252735191
-5298.123163218394,-5298.235111495094
-6085.534852813004,-6085.606892623464
-6026.830048667795,-6026.780974104596
-5968.31039364431,-5968.21727785688
-5910.031612385898,-5909.9008491190325
-5851.906048685961,-5851.816733129766
-5793.872174344374,-5793.949975127795
-5736.044094337987,-5736.285620351836
-5678.6701918900635,-5678.8087140406005
-5621.504458553842,-5621.504301432805
-5564.438434598889,-5564.357427767162
-5507.461740779115,-5507.353138282388
-5450.56503217542,-5450.476478217196
-5393.739867320272,-5393.7124928103
-5308.619725916765,-5308.7450661439525
-6072.675067587939,-6072.7556193850105
-6013.432720687006,-6013.408940587056
-5954.485423875612,-5954.346943729306
-5895.650158587144,-5895.5552000561365
-5837.072761119931,-5837.0192808119255
-5778.664834592367,-5778.72475724105
-5691.4331661753895,-5691.704025869315
-5633.878146327814,-5633.949865675929
-5576.444824165837,-5576.3866005111995
-5519.120881947105,-5518.999801619502
-5461.895269129828,-5461.7750402452175
-5404.758036422592,-5404.69788763272
-5319.198473027035,-5319.327362239403
-6059.5478410623255,-6059.62687480494
-5999.774947448468,-5999.767200469565
-5940.333630528641,-5940.213603021899
-5881.022744948234,-5880.952589276511
-5822.000762050299,-5821.970666047973
-5763.170370532577,-5763.254340150855
-5704.526378563153,-5704.790118399725
-5646.390952217351,-5646.564507609155
-5588.577603969203,-5588.564014593714
-5530.895112042482,-5530.775146167974
-5473.3305254943125,-5473.184409146503
-5415.872223994789,-5415.778310343871
-5329.861445699305,-5329.985842457123
-6046.1492498365515,-6046.216609886655
-5985.853691348714,-5985.8504555746185
-5925.9262028308885,-5925.81133135878
-5866.147711401708,-5866.087044534508
-5806.688922596026,-5806.665402397174
-5747.443691206004,-5747.53421224215
-5659.047850408841,-5659.355352935067
-5600.841002401379,-5600.896949653063
-5542.788039380794,-5542.6863238871665
-5484.87389139389,-5484.711282932748
-5427.085085066015,-5426.959634085179
-5340.610770300685,-5340.724349472791
-6032.475745447729,-6032.52012187555
-5971.666264099481,-5971.653407911932
-5911.157889849197,-5911.134769188664
-5851.023691442345,-5850.9536337386035
-5791.1363801774305,-5791.099429594609
-5731.48435738312,-5731.561584789539
-5672.1306918628525,-5672.329527356251
-5613.239487470284,-5613.392685327601
-5554.803463560963,-5554.740486736448
-5496.528610431821,-5496.362359615649
-5438.3993983861355,-5438.2477319980635
-5351.4486634545565,-5351.546725962084
-6018.524174673262,-6018.5326436214145
-5957.2103402804005,-5957.171237406025
-5896.226569943366,-5896.179487877646
-5835.649616772122,-5835.548719409388
-5775.342540339681,-5775.270256374357
-5685.350539405785,-5685.494156575291
-5625.777786167021,-5626.058501255682
-5566.945389904471,-5566.944786675183
-5508.29809052719,-5508.1443372069025
-5449.818074610155,-5449.648477223948
-5362.377437467991,-5362.45681460068
-6035.254765459445,-6035.323842880771
-5973.195105514878,-5973.275469189508
-5911.640858281407,-5911.622499162317
-5850.421990067513,-5850.358384461402
-5789.514446784566,-5789.476576748965
-5698.867168201674,-5698.856366294773
-5638.695532900737,-5638.901677075663
-5579.218045321846,-5579.30637566274
-5520.185915752976,-5520.063913718203
-5461.34416518954,-5461.167742904256
-5373.399506184455,-5373.458458064257
-6020.987649593466,-6020.990992916108
-5958.4262169569665,-5958.45016669814
-5896.407538963552,-5896.327217273057
-5834.632740927672,-5834.617909887075
-5773.428466274831,-5773.3180097864115
-5712.422459057822,-5712.423282217282
-5651.807752824418,-5651.9294924259
-5591.625895782263,-5591.832405658484
-5532.195859289654,-5532.127787161248
-5472.980872046287,-5472.8114021804095
-5384.517391303113,-5384.555499028491
-6006.276867965145,-6006.353216737461
-5943.235634394281,-5943.327170468649
-5880.773175755387,-5880.742736857
-5818.698547394695,-5818.598136373743
-5756.982592211256,-5756.891589490106
-5665.122574328616,-5665.149226944747
-5604.34719785746,-5604.530028621782
-5544.331897625205,-5544.342655547734
-5484.731558115354,-5484.585328193831
