-6343.520275983261,-6343.4719547108
-6285.465502194815,-6285.486547046491
-6227.5206253646065,-6227.579933982906
-6169.678836658385,-6169.747705462794
-6111.934977486272,-6111.985451428904
-6054.285292980239,-6054.288761823984
-5996.727225283559,-5996.653226590784
-5939.1373695951415,-5939.074435672052
-5881.601260888346,-5881.547979010536
-5824.113447807975,-5824.069446548989
-5766.66900411161,-5766.634428230155
-5709.263465462282,-5709.238513996786
-5651.892775334226,-5651.87729379163
-5594.5532385062215,-5594.546357557437
-5537.2414809066695,-5537.241295236954
-5479.9544148028945,-5479.957696772931
-5422.6892085085055,-5422.6911521081165
-5336.826751139034,-5336.813663984175
-6301.27621991347,-6301.176038535697
-6242.753302671575,-6242.742337716426
-6184.367959215729,-6184.410779197225
-6126.111914961863,-6126.1753799229855
-6067.970862458051,-6068.030156838603
-6009.953848607538,-6009.96912688897
-5952.0657054662215,-5951.98630701898
-5894.131027217783,-5894.075714173526
-5836.265614386397,-5836.231365297501
-5778.4628740712815,-5778.447277335798
-5720.716853848023,-5720.717467233311
-5663.022163692136,-5663.035951934933
-5605.37390933477,-5605.396748385557
-5547.7676351037035,-5547.793873530076
-5490.199274679133,-5490.221344313384
-5432.665108489086,-5432.673177680374
-5346.420591057774,-5346.383519642215
-6258.250374981772,-6258.166531694624
-6199.295962773838,-6199.297928294896
-6140.504719308392,-6140.557125810229
-6081.859920419401,-6081.936116675506
-6023.36582853193,-6023.42689332561
-5965.012746610076,-5965.0214481954245
-5906.797318535483,-5906.711773719832
-5848.541370431948,-5848.489862333719
-5790.368823981067,-5790.347706471966
-5732.2720525815075,-5732.277298569459
-5674.244174960526,-5674.270631061079
-5616.278963448697,-5616.319696381712
-5558.370765843974,-5558.416486966239
-5500.514438520374,-5500.552995249545
-5442.705288896143,-5442.721213666515
-5356.070734584289,-5356.015481243892
-6244.2201451889405,-6244.128192212281
-6184.771021855564,-6184.7671387394685
-6125.512345219423,-6125.565653970591
-6066.439033730283,-6066.51328320717
-6007.529581027849,-6007.599571750734
-5948.795188986543,-5948.8140649028055
-5890.206948197812,-5890.146307964911
-5802.390254921021,-5802.342583986468
-5743.931948613265,-5743.92346251783
-5685.561265591017,-5685.585499514563
-5627.270495553855,-5627.318240278193
-5569.052662862216,-5569.111230110245
-5510.90143816915,-5510.954014312243
-5452.81106287185,-5452.836138185714
-5365.7782265164315,-5365.710216227015
-6199.90486747891,-6199.863867609941
-6140.081758850775,-6140.108025091321
-6080.475591990581,-6080.5392804390885
-6021.0735995544055,-6021.144338086867
-5961.85335765182,-5961.909902468279
-5902.829992323037,-5902.822678016949
-5843.989891995353,-5843.8693691664985
-5755.699566315873,-5755.661413591026
-5696.976001134194,-5696.984725639879
-5638.350687220566,-5638.395418807295
-5579.8151852299825,-5579.880197526895
-5521.361860934785,-5521.425766232304
-5462.983788011011,-5463.018829357145
-5375.544143630308,-5375.46839202939
-6185.053479004225,-6185.01741378151
-6124.76871104111,-6124.789799341522
-6064.731804485517,-6064.783615301564
-6004.917461089043,-6004.982360381621
-5945.317356409864,-5945.369533301675
-5885.940100412729,-5885.928632781708
-5826.74827441086,-5826.6431575417055
-5767.578076707387,-5767.496606301649
-5708.491063054469,-5708.472477781524
-5649.521811936784,-5649.55427070131
-5590.660265113744,-5590.725483780993
-5531.897352395094,-5531.969615740556
-5473.224868453791,-5473.27016529998
-5385.369596034276,-5385.290676088824
-6169.912740637762,-6169.881903513538
-6109.174995190706,-6109.18965735004
-6048.708507982236,-6048.75417165223
-5988.50679309296,-5988.55540346952
-5928.537997878338,-5928.573309851319
-5868.799045378438,-5868.787847847038
-5779.570807473317,-5779.434495162302
-5720.109256092414,-5720.052924283989
-5660.786240537984,-5660.797834692533
-5601.589911793061,-5601.649183437341
-5542.509619378171,-5542.586927567826
-5483.535757103174,-5483.591024133397
-5395.255728595016,-5395.177735843124
-6154.480639548698,-6154.453837969897
-6093.299286115108,-6093.30650800922
-6032.419018990549,-6032.45174539958
-5971.832046532923,-5971.8656584516875
-5911.5030244221325,-5911.524355476251
-5851.428185520453,-5851.40394478398
-5791.599352617542,-5791.480534685584
-5731.833516227856,-5731.730233491772
-5672.1464470478395,-5672.1291495132555
-5612.606215960605,-5612.653391060742
-5553.200433138022,-5553.279066444943
-5493.917957976114,-5493.982283976567
-5405.203722440153,-5405.130238730097
-6138.755616209172,-6138.731450227229
-6077.140671092797,-6077.140440190526
-6015.856275429795,-6015.877818275182
-5954.893273706385,-5954.915565873885
-5894.212842775398,-5894.22566437932
-5833.810499556374,-5833.780095184174
-5743.666919303089,-5743.508573749366
-5683.605014966965,-5683.551253895772
-5623.711354327628,-5623.740201215998
-5563.971632739119,-5564.047397102733
-5504.37302869782,-5504.444822948663
-5415.214796542252,-5415.148852187549
-6122.7365691459545,-6122.714207275459
-6060.698650361225,-6060.692296967059
-5999.02965557571,-5999.034204278211
-5937.69085971476,-5937.707534393062
-5876.668157772309,-5876.6798924957575
-5815.946948171354,-5815.918883770444
-5755.486970155562,-5755.392113401267
-5695.164644051145,-5695.067186572374
-5634.907594560866,-5634.911708467912
-5574.8251286661425,-5574.893284272026
-5514.902583149451,-5514.979519168862
-5425.290209389265,-5425.23424365329
-6106.422856381855,-6106.402384240316
-6043.973134852184,-6043.9633220581
-5981.921376812354,-5981.922768342005
-5920.225516006134,-5920.243731665924
-5858.869964860148,-5858.889220603753
-5767.44482034088,-5767.3850207919695
-5706.8281576246545,-5706.679986275358
-5646.197300579215,-5646.170007381285
-5585.7629066766285,-5585.818092683647
-5525.508294280293,-5525.5872507563345
-5435.431260746893,-5435.387080565126
-6121.41060703901,-6121.392747250322
-6058.338901596479,-6058.319162057541
-5995.706904031667,-5995.698637698573
