Place	P	T	L	V	x_N2	x_O2	x_Ar	y_N2	y_O2	y_Ar	LiqEtlp	LiqRho	LiqMass	VapEtlp	VapRho	VapMass
42__Main Tower	528.6	-178.401705996864	2208.81406715732	3441.55424435117	0.999989632613979	1.83425994090372E-08	1.0349043421369E-05	0.999994457433254	7.5392324755822E-09	5.53502751305612E-06	-10930.2558715504	25.6766394576463	28.0131240772606	-6098.09399880526	0.779533664993283	28.0130665789011
42__Main Tower	528.6	-178.401460766512	2121.17138259574	3442.21293791983	0.999955528262825	9.71317956850829E-08	4.43746053790728E-05	0.999976226797553	3.99239431311724E-08	2.37332785033606E-05	-10930.2372308022	25.6768894156683	28.0135304865218	-6098.05700465167	0.779530855031414	28.0132839041695
42__Main Tower	528.6	-178.400392478398	2031.98176208574	3441.98668009602	0.99980700527108	5.85461386630306E-07	0.000192409267532832	0.999896847793363	2.40655051605843E-07	0.000102911551585454	-10930.0901513374	25.6777656964446	28.0152992273878	-6098.0481769569	0.779639969860978	28.0142296972823
42__Main Tower	528.6	-178.396290977163	1940.39285710747	3437.61744030671	0.999237302548112	4.05166037287585E-06	0.000758645791514923	0.999592509660416	1.66581184405653E-06	0.000405824527739533	-10929.006973157	25.6811752316266	28.0220710808128	-6097.4132879514	0.779591562546051	28.0178506461681
42__Main Tower	528.6	-178.384168384224	1849.29011408295	3434.91210097594	0.997560414614508	3.70048637856826E-05	0.00240258052170605	0.998699022659247	1.52242208320228E-05	0.00128575311992124	-10927.3996137159	25.6907829008716	28.0418228284811	-6095.61373531157	0.779452611790285	28.0284066524942
42__Main Tower	528.6	-178.356678761367	1757.02465371307	3431.49039827328	0.99394853251959	0.00081018309703794	0.00524128438337163	0.99685828045262	0.000333805740570727	0.00280791380680885	-10925.2769501528	25.7123080678344	28.0787854242069	-6092.26479015068	0.779139054623731	28.0478438267463
42__Main Tower	528.6	-178.11310985797	1643.71060394253	3415.04729062409	0.967130044895948	0.0262496980757741	0.00662025702827753	0.985458584309626	0.0109484930049265	0.00359292268544732	-10946.8402210812	25.8877390221215	28.1966707984162	-6082.16382324558	0.776404722010761	28.0995336617309
42__Main Tower	528.6	-177.818662331323	1529.82154978496	3397.54000733797	0.935389340815008	0.0572711071814431	0.00733955200354937	0.971700386218907	0.0242516925634827	0.0040479212176102	-10973.9547033536	26.0974268428538	28.328937927891	-6070.71753077872	0.77313263565558	28.1580039199814
42__Main Tower	528.6	-178.401706919284	2210.96957794906	3443.762193324	0.999989786712728	1.80372079759567E-08	1.01952500645861E-05	0.999994539812386	7.41371064116922E-09	5.45277390330037E-06	-10930.2559558801	25.6766383298945	28.0131222405191	-6098.0941659971	0.779533677688777	28.0130655967037
42__Main Tower	528.6	-178.401460577936	2121.08749062782	3442.0832584019	0.999955502025647	9.71971219538913E-08	4.44007772306337E-05	0.999976212776961	3.99507920631575E-08	2.37472722466384E-05	-10930.2372164711	25.6768896081219	28.0135307991434	-6098.05697620307	0.779530852870188	28.0132840712919
42__Main Tower	528.6	-178.40038992307	2032.18731337146	3442.30245214679	0.999806650045085	5.86732832869421E-07	0.000192763222082799	0.999896657947088	2.4117771480485E-07	0.000103100875196626	-10930.0899581039	25.6777683149175	28.015303456905	-6098.04775478608	0.77963993774552	28.0142319589437
42__Main Tower	528.6	-178.396291126947	1940.38581101171	3437.6287193042	0.999237323361173	4.05158651017753E-06	0.000758625052316286	0.999592520787978	1.66578146098508E-06	0.000405813430561414	-10929.0069937567	25.6811751086837	28.0220708329959	-6097.41331071411	0.779591564277516	28.0178505136022
42__Main Tower	528.6	-178.38416862878	1849.27094574772	3434.86731803474	0.997560448910924	3.70068237853315E-05	0.00240254426529094	0.998699041339663	1.5225026689092E-05	0.00128573363364803	-10927.3996516554	25.6907827035927	28.0418224035753	-6095.61377426916	0.77945261459085	28.0284064231385
42__Main Tower	528.6	-178.356619920657	1757.00688436866	3431.41995546391	0.993941559347048	0.000814646655853724	0.00524379399709784	0.996855087037516	0.000335645913793007	0.00280926704869129	-10925.2785079147	25.7123518979909	28.078833172657	-6092.26055720531	0.779138388251645	28.0478673144597
42__Main Tower	528.6	-178.113065881659	1643.72101772328	3415.05675693944	0.967125253904183	0.0262544549799798	0.00662029111583691	0.985456553138303	0.0109504979387111	0.00359294892298623	-10946.8444648844	25.8877706196181	28.196690171026	-6082.16216957042	0.776404228188497	28.099541968546
42__Main Tower	528.6	-177.818675456377	1529.81196874411	3397.53328442523	0.935390746496176	0.0572697358981544	0.00733951760566983	0.971701005232808	0.0242510954393198	0.00404789932787251	-10973.9535102721	26.0974175263336	28.3289320500464	-6070.71804425354	0.773132781004286	28.1580012779936
42__Main Tower	528.6	-178.401706689542	2211.06346624676	3444.07549525095	0.999989754713263	1.80985115258916E-08	1.02271882249034E-05	0.999994522705509	7.43890791185424E-09	5.46985558325162E-06	-10930.2559383643	25.6766385640088	28.0131226219455	-6098.09413127692	0.779533675052509	28.0130658006741
42__Main Tower	528.6	-178.401459138634	2122.09611546731	3443.73368601783	0.999955301850358	9.76737524834228E-08	4.46004758897941E-05	0.999976105778091	4.01467010638261E-08	2.38540752076943E-05	-10930.2371070884	25.6768910757201	28.0135331844475	-6098.05675908512	0.779530836377535	28.0132853467665
42__Main Tower	528.6	-178.400391309736	2032.1141497487	3442.0576338703	0.999806842801911	5.85998037598231E-07	0.000192571200050879	0.999896760957255	2.40875658693896E-07	0.000102998167086712	-10930.090062868	25.677766892573	28.0153011621922	-6098.04798382405	0.779639955171908	28.014230731918
42__Main Tower	528.6	-178.396293703173	1940.37305215331	3437.60840226333	0.999237681131044	4.04927267997734E-06	0.000758269596276432	0.999592711915163	1.66482992187542E-06	0.00040562325491521	-10929.0073457973	25.6811729601804	28.0220665814023	-6097.41370117187	0.779591594058861	28.0178482400618
42__Main Tower	528.6	-178.384161462549	1849.31621552471	3434.94085098685	0.997559459670716	3.70323469053214E-05	0.00240350798237823	0.998698514771484	1.52355330755048E-05	0.00128624969544039	-10927.3987150512	25.690788455675	28.0418340073007	-6095.61271671556	0.779452532469266	28.0284126242257
42__Main Tower	528.6	-178.356796169251	1757.317238434	3431.6755221916	0.993961425875868	0.000796785958510051	0.00524178816562191	0.996863511860481	0.000328288043838541	0.00280820009568038	-10925.2642650344	25.7122231199518	28.078738022464	-6092.26866136822	0.779140384816823	28.0478252445502
