Place	P	T	L	V	x_N2	x_O2	x_Ar	y_N2	y_O2	y_Ar	LiqEtlp	LiqRho	LiqMass	VapEtlp	VapRho	VapMass
25__Main Tower	539.131707317073	-178.141723369902	2211.48382065304	3481.84988732879	0.999423483998432	4.74361763278615E-05	0.000529079825239763	0.999696355991812	1.96096839461591E-05	0.000284034324241431	-10913.381520978	25.6297776140097	28.0195041847339	-6095.59255419178	0.794861045793816	28.0164686221315
25__Main Tower	539.131707317073	-178.134757189531	2126.05021592493	3487.32534596434	0.998481777962137	0.000134611701528343	0.00138361033633481	0.999201359398087	5.56678258352898E-05	0.000742972776077961	-10912.6111206077	25.635301307447	28.0300505763338	-6094.63094846865	0.794779571022697	28.0220898169785
25__Main Tower	539.131707317073	-178.115408396672	2035.18259389396	3488.24478185151	0.995880236557204	0.000421862294555724	0.00369790114824025	0.997838335205232	0.000174634960251211	0.00198702983451674	-10910.5713693986	25.6506012743205	28.0588169083262	-6092.00725744765	0.794553425268087	28.0374119615862
25__Main Tower	539.131707317073	-178.065945102615	1940.766621717	3483.93906954003	0.98932976291877	0.00147307028216581	0.00919716679906409	0.994437281127212	0.000611396265989413	0.00495132260679825	-10906.060871866	25.6894075142029	28.1286418171542	-6085.63608419861	0.793976840438752	28.074532167007
25__Main Tower	539.131707317073	-177.949924880131	1843.35584485011	3477.98706850252	0.974719578027391	0.00647064126092731	0.0188097807116818	0.987122574297288	0.00270196551828183	0.0101754601844304	-10901.0366556416	25.7781584938991	28.2632936904543	-6073.36225377088	0.792632784256613	28.1452173547584
25__Main Tower	539.131707317073	-177.418126564411	1724.95889399877	3454.00805231221	0.91674419212894	0.0581874364038926	0.0250683714671671	0.961088622903315	0.0249658441551561	0.0139455329415291	-10941.2212188271	26.1575728525906	28.5441848166985	-6048.17014226593	0.786597551502413	28.2789792515459
25__Main Tower	539.131707317073	-175.556152644799	1529.41146867257	3345.11632421517	0.734394984207101	0.252960458865425	0.0126445569274743	0.872174538344842	0.119986980652905	0.00783848100225313	-11124.6394442429	27.4062793596474	29.1724665185559	-5989.55980223502	0.766395070502555	28.5849408030834
25__Main Tower	539.131707317073	-175.372243474904	1432.90868963927	3338.98440946529	0.717477465291094	0.270700971673625	0.0118215630352813	0.862858743321326	0.129732257894543	0.00740899878413059	-11140.676185074	27.524051741596	29.2333755012263	-5983.50167835346	0.764471581247208	28.6186693478243
25__Main Tower	539.131707317073	-178.141753248501	2217.22688213852	3487.52979029626	0.99942752838281	4.70851221908226E-05	0.000525386494999503	0.999698484611018	1.94645196705721E-05	0.000282050869310958	-10913.3848741286	25.6297539109852	28.0194587051798	-6095.59674915383	0.794861399419109	28.0164443708242
25__Main Tower	539.131707317073	-178.134750300531	2125.9098278644	3487.1413065192	0.998480837977717	0.000134704321311323	0.00138445770097191	0.999200869270005	5.57060709851905E-05	0.000743424659009724	-10912.6103623091	25.6353068257752	28.0300610589069	-6094.62999227664	0.794779489478172	28.0220953626853
