T	P	x_Ar	x_O2	x_N2	y_Ar	y_O2	y_N2	phil_Ar	phil_O2	phil_N2	phiv_Ar	phiv_O2	phiv_N2	status
-173.8217102	563.9142857	0.245875398	0.135883478	0.618241124	0.128265779	0.089359636	0.782374586	0.453611539	0.575912755	1.11754691	0.86953571	0.875755837	0.883098321	1
-173.8217102	563.9142857	0.274607863	0.101436727	0.62395541	0.142393471	0.067286627	0.790319902	0.450805179	0.581006052	1.118574107	0.869381068	0.875889192	0.883111991	1
-173.8217102	563.9142857	0.302867831	0.067462474	0.629669695	0.156177821	0.045150899	0.798671279	0.448230039	0.586299489	1.120160993	0.869229131	0.876024067	0.883131405	1
-173.8217102	563.9142857	0.330666175	0.033949844	0.635383981	0.169645115	0.02293096	0.807423925	0.445873618	0.591789466	1.122283852	0.869079672	0.87616058	0.883156415	1
-173.8217102	563.9142857	0.357999501	0.000902232	0.641098267	0.18281425	0.000615154	0.816570596	0.443725465	0.597470145	1.124919298	0.868932539	0.876298794	0.883186884	1
-173.8217102	564.0857143	0.184716229	0.208471219	0.606812552	0.097705046	0.134755656	0.767539298	0.460091101	0.565886626	1.116949555	0.869823802	0.87544544	0.883054463	1
-173.8217102	564.0857143	0.214433278	0.173039884	0.612526838	0.112624386	0.112758039	0.774617575	0.456766642	0.570547547	1.11673491	0.869662812	0.875575945	0.883055657	1
-173.8217102	564.0857143	0.243663787	0.138095089	0.618241124	0.127141683	0.090740985	0.782117332	0.453701263	0.57541796	1.117134772	0.869505043	0.875707756	0.883062987	1
-173.8217102	564.0857143	0.272426019	0.103618572	0.62395541	0.141290489	0.068677215	0.790032297	0.450879721	0.580494794	1.118121819	0.869350192	0.87584101	0.883076248	1
-173.8217102	564.0857143	0.300716336	0.069613969	0.629669695	0.155094672	0.046551495	0.798353833	0.448290032	0.585772083	1.119669944	0.869198057	0.875975779	0.883095262	1
-173.8217102	564.0857143	0.328545627	0.036070392	0.635383981	0.168580649	0.024342237	0.807077113	0.445919656	0.591246237	1.121755385	0.869048408	0.876112181	0.883119882	1
-173.8217102	564.0857143	0.355910661	0.002991073	0.641098267	0.181767505	0.002037558	0.816194938	0.443758103	0.596911473	1.12435475	0.868901091	0.87625028	0.883149969	1
-173.8217102	564.2571429	0.182444275	0.210743172	0.606812552	0.096532555	0.136121006	0.767346439	0.460214467	0.565426966	1.116625336	0.869793607	0.875397547	0.88302001	1
-173.8217102	564.2571429	0.212190322	0.17528284	0.612526838	0.111476326	0.114130394	0.77439328	0.456873354	0.570070883	1.116367519	0.869632382	0.875527964	0.883020772	1
-173.8217102	564.2571429	0.241450418	0.140308458	0.618241124	0.126016427	0.092121367	0.781862206	0.453792043	0.574924594	1.116725738	0.869474391	0.875659681	0.88302768	1
-173.8217102	564.2571429	0.270242323	0.105802267	0.62395541	0.140186411	0.070066803	0.789746785	0.450955291	0.579984951	1.117672564	0.869319331	0.875792834	0.883040532	1
-173.8217102	564.2571429	0.298562902	0.071767402	0.629669695	0.15401049	0.047951063	0.798038447	0.448351023	0.585246073	1.119181858	0.869166997	0.875927497	0.883059147	1
-173.8217102	564.2571429	0.326423039	0.03819298	0.635383981	0.167515198	0.025752476	0.806732326	0.445966665	0.590704382	1.121229808	0.869017157	0.876063788	0.883083376	1
-173.8217102	564.2571429	0.353819677	0.005082056	0.641098267	0.180719814	0.003458923	0.815821263	0.443791684	0.596354149	1.123793016	0.868869656	0.876201773	0.88311308	1
-173.8217102	564.4285714	0.18017072	0.213016728	0.606812552	0.09535872	0.137485508	0.767155772	0.460338961	0.564968755	1.116304365	0.869763428	0.87534966	0.882985588	1
-173.8217102	564.4285714	0.209945705	0.177527456	0.612526838	0.110327023	0.115501828	0.774171149	0.456981157	0.569595662	1.116003305	0.869601966	0.875479989	0.882985915	1
-173.8217102	564.4285714	0.239235303	0.142523573	0.618241124	0.124890006	0.093500785	0.781609209	0.453883881	0.574432658	1.11631981	0.869443753	0.875611613	0.882992403	1
-173.8217102	564.4285714	0.268056788	0.107987802	0.62395541	0.139081238	0.071455393	0.78946337	0.451031888	0.579476522	1.117226345	0.869288484	0.875744665	0.883004844	1
-173.8217102	564.4285714	0.296407541	0.073922764	0.629669695	0.152925271	0.049349604	0.797725125	0.448413013	0.584721461	1.118696739	0.869135951	0.875879222	0.88302306	1
-173.8217102	564.4285714	0.324298423	0.040317596	0.635383981	0.16644876	0.027161674	0.806389566	0.446014645	0.590163903	1.120707124	0.86898592	0.876015403	0.883046897	1
-173.8217102	564.4285714	0.35172656	0.007175173	0.641098267	0.179671177	0.004879247	0.815449577	0.44382621	0.595798175	1.123234101	0.868838234	0.876153273	0.883076218	1
-173.8217102	564.6	0.17789557	0.215291878	0.606812552	0.094183535	0.138849166	0.7669673	0.460464584	0.564511994	1.115986645	0.869733265	0.875301779	0.882951196	1
-173.8217102	564.6	0.207699438	0.179773724	0.612526838	0.109176475	0.116872342	0.773951183	0.457090052	0.569121884	1.11564227	0.869571566	0.87543202	0.882951088	1
-173.8217102	564.6	0.237018451	0.144740425	0.618241124	0.123762418	0.094879239	0.781358343	0.453976778	0.573942153	1.115916991	0.869413129	0.87556355	0.882957154	1
-173.8217102	564.6	0.265869424	0.110175166	0.62395541	0.137974965	0.072842983	0.789182053	0.451109514	0.578969509	1.116783166	0.869257651	0.875696502	0.882969185	1
-173.8217102	564.6	0.294250262	0.076080043	0.629669695	0.151839015	0.050747116	0.797413869	0.448476002	0.584198247	1.118214588	0.869104918	0.875830954	0.882986999	1
-173.8217102	564.6	0.322171788	0.042444231	0.635383981	0.165381333	0.028569831	0.806048836	0.446063597	0.589624801	1.120187338	0.868954696	0.875967024	0.883010445	1
-173.8217102	564.6	0.349628408	0.009273325	0.641098267	0.178620435	0.006300487	0.815079078	0.443861916	0.595243029	1.1226777	0.868806839	0.876104769	0.88303938	1
-173.7931388	563.4	0.209123351	0.184064096	0.606812552	0.110319056	0.120004109	0.769676835	0.458941254	0.57098856	1.12034097	0.869975438	0.875794978	0.883276049	1
-173.7931388	563.4	0.23851155	0.148961612	0.612526838	0.124983281	0.097926526	0.777090193	0.455796385	0.575828375	1.120586927	0.869816731	0.875926676	0.883281881	1
-173.7931388	563.4	0.267417403	0.114341473	0.618241124	0.139265141	0.075814895	0.784919964	0.452901648	0.580875599	1.121430591	0.869661087	0.87605977	0.883293725	1
-173.7931388	563.4	0.295845749	0.080198842	0.62395541	0.153192638	0.053648797	0.793158565	0.45024374	0.58612524	1.122845152	0.869508261	0.87619436	0.883311395	1
-173.7931388	563.4	0.323795409	0.046534896	0.629669695	0.16678854	0.031413661	0.801797799	0.447810786	0.591571462	1.124804979	0.869358062	0.876330516	0.883334724	1
-173.7931388	563.4	0.351275828	0.013340191	0.635383981	0.180077426	0.009089785	0.810832789	0.445590748	0.597210271	1.12728666	0.869210279	0.876468348	0.883363572	1
-173.7931388	563.5714286	0.206873631	0.186313816	0.606812552	0.109162494	0.12137657	0.769460936	0.459052243	0.570514338	1.119982691	0.869945099	0.875747053	0.883241303	1
-173.7931388	563.5714286	0.236291984	0.151181178	0.612526838	0.123850289	0.099306347	0.776843364	0.455891102	0.575337372	1.120186403	0.869786163	0.87587866	0.883246709	1
-173.7931388	563.5714286	0.265228065	0.116530811	0.618241124	0.138154026	0.077203276	0.784642698	0.452980844	0.580368059	1.120989311	0.869630303	0.876011656	0.88325814	1
-173.7931388	563.5714286	0.29368364	0.08236095	0.62395541	0.152100716	0.055048686	0.792850598	0.450308403	0.58560091	1.122364315	0.869477285	0.876146128	0.883275405	1
-173.7931388	563.5714286	0.321668011	0.048662294	0.629669695	0.165717186	0.032821618	0.801461196	0.447860899	0.591031793	1.124286452	0.869326875	0.876282189	0.883298342	1
-173.7931388	563.5714286	0.349180371	0.015435648	0.635383981	0.179024308	0.010508399	0.810467293	0.445627208	0.596655078	1.126731575	0.869178903	0.876419908	0.883326805	1
-173.7931388	563.7428571	0.204622218	0.188565229	0.606812552	0.108004642	0.122748157	0.769247201	0.459164342	0.57004156	1.119627621	0.869914776	0.875699134	0.883206587	1
-173.7931388	563.7428571	0.234070646	0.153402516	0.612526838	0.122716091	0.100685244	0.776598664	0.455986893	0.574847802	1.119789012	0.869755609	0.87583065	0.883211566	1
-173.7931388	563.7428571	0.263036868	0.118722008	0.618241124	0.13704178	0.078590695	0.784367526	0.453061084	0.579861936	1.120551093	0.869599532	0.875963547	0.883222583	1
-173.7931388	563.7428571	0.291523057	0.084521534	0.62395541	0.151009027	0.056445498	0.792545475	0.450373758	0.58507854	1.121886708	0.869446309	0.876097917	0.883239445	1
-173.7931388	563.7428571	0.319538572	0.050791732	0.629669695	0.164644819	0.034228564	0.801126617	0.447911995	0.590493501	1.12377084	0.869295702	0.876233869	0.883261988	1
-173.7931388	563.7428571	0.347082773	0.017533246	0.635383981	0.17797022	0.011925998	0.810103782	0.445664623	0.596101238	1.126179328	0.869147541	0.876371476	0.883290065	1
-173.7931388	563.9142857	0.202369121	0.190818326	0.606812552	0.106845497	0.124118871	0.769035633	0.459277552	0.569570228	1.119275761	0.869884469	0.87565122	0.8831719	1
-173.7931388	563.9142857	0.231847545	0.155625617	0.612526838	0.121580685	0.102063219	0.776356096	0.456083761	0.574359665	1.119394759	0.86972507	0.875782646	0.883176452	1
-173.7931388	563.9142857	0.260843822	0.120915054	0.618241124	0.135928398	0.07997715	0.784094451	0.453142367	0.579357231	1.12011594	0.869568776	0.875915446	0.883187055	1
-173.7931388	563.9142857	0.289364105	0.086680485	0.62395541	0.149917592	0.057839205	0.792243204	0.450439795	0.584558142	1.121412325	0.869415332	0.876049725	0.883203514	1
-173.7931388	563.9142857	0.317407103	0.052923202	0.629669695	0.163571435	0.0356345	0.800794065	0.447964075	0.589956589	1.123258147	0.869264544	0.876185556	0.88322566	1
-173.7931388	563.9142857	0.344983044	0.019632975	0.635383981	0.17691516	0.013342582	0.809742258	0.445702996	0.595548752	1.125629924	0.869116192	0.876323051	0.883253351	1
-173.7931388	564.0857143	0.200114349	0.193073098	0.606812552	0.105685052	0.125488715	0.768826232	0.459391874	0.569100341	1.118927115	0.869854177	0.875603313	0.883137242	1
-173.7931388	564.0857143	0.22962269	0.157850472	0.612526838	0.120444067	0.103440272	0.776115661	0.456181706	0.57387296	1.119003645	0.869694546	0.875734648	0.883141368	1
-173.7931388	564.0857143	0.258648938	0.123109939	0.618241124	0.13481388	0.081362644	0.783823476	0.453224695	0.578853945	1.119683855	0.869538035	0.87586735	0.883151554	1
-173.7931388	564.0857143	0.287199669	0.088844921	0.62395541	0.148823759	0.059234035	0.791942206	0.450507177	0.584038573	1.120940702	0.869384384	0.876001526	0.883167609	1
-173.7931388	564.0857143	0.315273615	0.05505669	0.629669695	0.162497033	0.037039423	0.800463544	0.448017141	0.589421057	1.122748377	0.869233399	0.87613725	0.88318936	1
-173.7931388	564.0857143	0.342881195	0.021734824	0.635383981	0.175859128	0.014758148	0.809382725	0.445742327	0.594997622	1.125083368	0.869084858	0.876274633	0.883216664	1
-173.7931388	564.2571429	0.197857912	0.195329536	0.606812552	0.104523305	0.126857693	0.768619002	0.459507309	0.568631898	1.118581684	0.869823901	0.87555541	0.883102614	1
-173.7931388	564.2571429	0.227396093	0.160077069	0.612526838	0.119306234	0.104816406	0.775877361	0.456280729	0.573387689	1.118615674	0.869664037	0.875686656	0.883106311	1
-173.7931388	564.2571429	0.256452226	0.12530665	0.618241124	0.133698221	0.082747175	0.783554604	0.45330807	0.578352077	1.11925484	0.869507308	0.875819261	0.883116082	1
-173.7931388	564.2571429	0.285033308	0.091011282	0.62395541	0.147728848	0.060627878	0.791643275	0.450575575	0.583520405	1.120472077	0.869353451	0.875953335	0.883131731	1
-173.7931388	564.2571429	0.313138117	0.057192188	0.629669695	0.161421613	0.038443333	0.800135055	0.448071194	0.588886908	1.122241533	0.869202268	0.87608895	0.883153086	1
-173.7931388	564.2571429	0.340777236	0.023838783	0.635383981	0.174802121	0.016172694	0.809025185	0.445782616	0.594447848	1.124539661	0.869053537	0.876226222	0.883180003	1
-173.7931388	564.4285714	0.195599818	0.19758763	0.606812552	0.10336025	0.128225806	0.768413944	0.459623858	0.568164901	1.118239471	0.86979364	0.875507514	0.883068016	1
-173.7931388	564.4285714	0.225167761	0.162305401	0.612526838	0.11816718	0.106191622	0.775641198	0.456380832	0.57290385	1.118230847	0.869633544	0.87563867	0.883071284	1
-173.7931388	564.4285714	0.254253697	0.127505179	0.618241124	0.13258142	0.084130745	0.783287835	0.453392491	0.577851629	1.118828898	0.869476596	0.875771178	0.883080638	1
-173.7931388	564.4285714	0.282865033	0.093179557	0.62395541	0.146632856	0.062020732	0.791346412	0.45064499	0.583003638	1.120006453	0.869322531	0.87590515	0.883095882	1
-173.7931388	564.4285714	0.311000621	0.059329683	0.629669695	0.16034517	0.039846228	0.799808601	0.448126235	0.588354141	1.121737618	0.86917115	0.876040658	0.88311684	1
-173.7931388	564.4285714	0.338671178	0.025944841	0.635383981	0.173744139	0.017586219	0.808669642	0.445823866	0.593899433	1.12399881	0.869022229	0.876177819	0.88314337	1
-173.7931388	564.6	0.193340075	0.199847372	0.606812552	0.102195882	0.129593059	0.768211059	0.459741524	0.567699348	1.117900479	0.869763395	0.875459623	0.883033448	1
-173.7931388	564.6	0.222937704	0.164535458	0.612526838	0.117026904	0.107565922	0.775407175	0.456482015	0.572421445	1.117849167	0.869603065	0.87559069	0.883036286	1
-173.7931388	564.6	0.252053362	0.129705514	0.618241124	0.131463473	0.085513354	0.783023173	0.453477961	0.577352601	1.118406032	0.869445898	0.875723102	0.883045223	1
-173.7931388	564.6	0.280694855	0.095349735	0.62395541	0.145535782	0.063412598	0.79105162	0.450715424	0.582488274	1.119543834	0.869291626	0.875856971	0.88306006	1
-173.7931388	564.6	0.308861138	0.061469167	0.629669695	0.159267705	0.041248109	0.799484186	0.448182264	0.587822758	1.121236635	0.869140047	0.875992372	0.883080622	1
-173.7931388	564.6	0.336563033	0.028052986	0.635383981	0.172685179	0.018998721	0.8083161	0.445866077	0.593352379	1.123460816	0.868990936	0.876129422	0.883106763	1
-173.7645673	563.4	0.224342885	0.168844563	0.606812552	0.118185091	0.110698909	0.771116	0.458327528	0.574293735	1.122543131	0.870006713	0.875953164	0.883360791	1
-173.7645673	563.4	0.253518639	0.133954523	0.612526838	0.132695674	0.08856723	0.778737096	0.45529369	0.579243858	1.123073099	0.869849328	0.876085723	0.883369506	1
-173.7645673	563.4	0.282209989	0.099548887	0.618241124	0.146834368	0.06639484	0.786770792	0.452504906	0.584399222	1.124189929	0.869694928	0.876219721	0.883384164	1
-173.7645673	563.4	0.310418901	0.06562569	0.62395541	0.160627061	0.044163779	0.795209159	0.449948442	0.589754318	1.125867081	0.869543291	0.876355246	0.883404588	1
-173.7645673	563.4	0.338147596	0.032182708	0.629669695	0.174096893	0.021858181	0.804044926	0.447612358	0.595303742	1.128079457	0.869394223	0.876492379	0.883430617	1
-173.7645673	563.5714286	0.22210938	0.171078068	0.606812552	0.117038937	0.112075041	0.770886023	0.458430734	0.573810844	1.122164047	0.869976294	0.875905228	0.883325873	1
-173.7645673	563.5714286	0.251315858	0.136157303	0.612526838	0.131572536	0.089950946	0.778476518	0.45538089	0.57874434	1.122652404	0.869818682	0.876037693	0.883334167	1
-173.7645673	563.5714286	0.280038076	0.101720801	0.618241124	0.14573264	0.067787251	0.786480109	0.452576832	0.583883343	1.123729108	0.869664068	0.876171591	0.883348417	1
-173.7645673	563.5714286	0.308278432	0.067766158	0.62395541	0.159545456	0.045565627	0.794888916	0.450005743	0.58922242	1.125367577	0.869512227	0.876307012	0.883368441	1
-173.7645673	563.5714286	0.336039272	0.034291032	0.629669695	0.17303431	0.023270007	0.803695683	0.447655636	0.594756207	1.12754269	0.869362962	0.876444036	0.88339408	1
-173.7645673	563.5714286	0.363323153	0.001292866	0.635383981	0.186220447	0.000885645	0.812893908	0.445515261	0.600479423	1.130230649	0.869216099	0.876582746	0.883425195	1
-173.7645673	563.7428571	0.219874112	0.173313336	0.606812552	0.11589152	0.113450295	0.770658185	0.458535039	0.573329389	1.121788139	0.869945891	0.875857298	0.883290984	1
-173.7645673	563.7428571	0.249111238	0.138361924	0.612526838	0.130448217	0.091333738	0.778218045	0.455469154	0.578246244	1.12223481	0.869788051	0.87598967	0.883298857	1
-173.7645673	563.7428571	0.277864231	0.103894645	0.618241124	0.144629798	0.069178709	0.786191493	0.45264979	0.583368868	1.123271312	0.869633223	0.876123468	0.883312696	1
-173.7645673	563.7428571	0.306135931	0.069908659	0.62395541	0.158462793	0.046966506	0.794570701	0.450064045	0.588691904	1.124871024	0.869481178	0.876258784	0.883332321	1
-173.7645673	563.7428571	0.333928812	0.036401492	0.629669695	0.171970714	0.024680859	0.803348427	0.447699888	0.594210028	1.127008795	0.869331716	0.8763957	0.88335757	1
-173.7645673	563.7428571	0.361243451	0.003372568	0.635383981	0.18517414	0.002308256	0.812517604	0.445546195	0.599917619	1.129660583	0.869184672	0.87653429	0.883388302	1
-173.7645673	563.9142857	0.217637091	0.175550356	0.606812552	0.114742837	0.114824673	0.770432489	0.458640442	0.57284937	1.12141541	0.869915503	0.875809373	0.883256125	1
-173.7645673	563.9142857	0.246904788	0.140568374	0.612526838	0.129322714	0.092715609	0.777961677	0.455558481	0.57774957	1.12182032	0.869757435	0.875941653	0.883263575	1
-173.7645673	563.9142857	0.275688466	0.10607041	0.618241124	0.143525841	0.070569212	0.785904947	0.452723781	0.582855798	1.122816546	0.869602393	0.876075352	0.883277004	1
-173.7645673	563.9142857	0.30399141	0.072053181	0.62395541	0.157379069	0.048366414	0.794254517	0.450123352	0.588162771	1.124377425	0.869450142	0.876210563	0.883296229	1
-173.7645673	563.9142857	0.331813123	0.038517182	0.629669695	0.170904892	0.026092747	0.803002361	0.447745379	0.593664667	1.12647749	0.869300497	0.876347359	0.883321085	1
-173.7645673	563.9142857	0.359163554	0.005452465	0.635383981	0.184127673	0.003728506	0.812143822	0.445577917	0.599357518	1.129093544	0.869153249	0.876485849	0.883351436	1
-173.7645673	564.0857143	0.215398329	0.177789118	0.606812552	0.113592885	0.116198177	0.770208938	0.458746946	0.572370788	1.121045862	0.869885131	0.875761455	0.883221295	1
-173.7645673	564.0857143	0.244696519	0.142776643	0.612526838	0.128196023	0.094096558	0.777707419	0.455648875	0.577254319	1.121408936	0.869726834	0.875893642	0.883228322	1
-173.7645673	564.0857143	0.273510791	0.108248085	0.618241124	0.142420764	0.071958762	0.785620474	0.452798807	0.582344133	1.122364813	0.869571577	0.876027241	0.88324134	1
-173.7645673	564.0857143	0.301844878	0.074199712	0.62395541	0.156294282	0.04976535	0.793940367	0.450183663	0.587635022	1.123886783	0.869419121	0.876162349	0.883260164	1
-173.7645673	564.0857143	0.329698099	0.040632206	0.629669695	0.169839142	0.02750185	0.802659008	0.447791611	0.593121151	1.125949326	0.869269281	0.876299035	0.883284629	1
-173.7645673	564.0857143	0.357081439	0.00753458	0.635383981	0.18308023	0.005147782	0.811771988	0.445610586	0.598798748	1.128529305	0.86912184	0.876437415	0.883314598	1
-173.7645673	564.2571429	0.213157835	0.180029613	0.606812552	0.11244166	0.117570808	0.769987533	0.458854551	0.571893642	1.120679499	0.869854774	0.875713542	0.883186494	1
-173.7645673	564.2571429	0.24248644	0.144986722	0.612526838	0.127068141	0.095476588	0.777455271	0.455740335	0.576760492	1.121000662	0.869696248	0.875845637	0.883193098	1
-173.7645673	564.2571429	0.271331217	0.110427659	0.618241124	0.141314567	0.073347357	0.785338076	0.452874867	0.581833875	1.121916115	0.869540775	0.875979138	0.883205704	1
-173.7645673	564.2571429	0.299696348	0.076348243	0.62395541	0.155208432	0.051163313	0.793628254	0.450244979	0.587108659	1.123399102	0.869388114	0.876114141	0.883224127	1
-173.7645673	564.2571429	0.327580997	0.042749307	0.629669695	0.168772387	0.028909955	0.802317658	0.447838819	0.592579	1.125424049	0.869238078	0.876250718	0.883248199	1
-173.7645673	564.2571429	0.354994102	0.009621917	0.635383981	0.182030611	0.00656812	0.811401269	0.445644447	0.598240763	1.127967544	0.869090459	0.876388976	0.883277782	1
-173.7645673	564.4285714	0.21091562	0.182271828	0.606812552	0.111289157	0.118942567	0.769768276	0.458963258	0.571417934	1.120316321	0.869824433	0.875665635	0.883151722	1
-173.7645673	564.4285714	0.240274561	0.147198601	0.612526838	0.125939066	0.096855699	0.777205236	0.455832864	0.576268088	1.120595499	0.869665677	0.875797638	0.883157902	1
-173.7645673	564.4285714	0.269149756	0.11260912	0.618241124	0.140207246	0.074734998	0.785057756	0.452951964	0.581325025	1.121470456	0.869509988	0.87593104	0.883170096	1
-173.7645673	564.4285714	0.297545829	0.078498761	0.62395541	0.154121516	0.052560303	0.793318181	0.450307302	0.586583683	1.122914386	0.869357122	0.87606594	0.883188117	1
-173.7645673	564.4285714	0.325461829	0.044868476	0.629669695	0.167704623	0.030317062	0.801978315	0.447887003	0.592038216	1.124901663	0.869206889	0.876202408	0.883211797	1
-173.7645673	564.4285714	0.352907051	0.011708968	0.635383981	0.180981005	0.007985796	0.8110332	0.445679061	0.597684565	1.127408865	0.86905908	0.876340554	0.883240996	1
-173.7645673	564.6	0.208671692	0.184515755	0.606812552	0.110135373	0.120313457	0.76955117	0.45907307	0.570943662	1.119956333	0.869794107	0.875617733	0.88311698	1
-173.7645673	564.6	0.238060893	0.149412269	0.612526838	0.124808792	0.098233892	0.776957316	0.455926461	0.575777108	1.120193451	0.869635121	0.875749645	0.883122735	1
-173.7645673	564.6	0.266966417	0.11479246	0.618241124	0.139098799	0.076121685	0.784779516	0.453030098	0.580817582	1.121027839	0.869479215	0.875882949	0.883134516	1
-173.7645673	564.6	0.295393335	0.080651255	0.62395541	0.153033532	0.053956318	0.79301015	0.450370633	0.586060095	1.122432636	0.869326143	0.876017745	0.883152134	1
-173.7645673	564.6	0.323340604	0.046989701	0.629669695	0.16663585	0.03172317	0.80164098	0.447936165	0.591498801	1.124382171	0.869175714	0.876154105	0.883175421	1
-173.7645673	564.6	0.350817844	0.013798175	0.635383981	0.179930432	0.009402469	0.810667099	0.445714625	0.597129709	1.126853003	0.869027715	0.876292139	0.883204236	1
-173.7359959	563.4	0.239442939	0.153744509	0.606812552	0.125980879	0.101370612	0.772648509	0.457767023	0.577654512	1.124883131	0.870038567	0.876111625	0.883446785	1
-173.7359959	563.4	0.268401973	0.119071189	0.612526838	0.140341232	0.079183951	0.780474818	0.454842349	0.582713625	1.125692327	0.869882488	0.876245058	0.883458354	1
-173.7359959	563.4	0.296873918	0.084884958	0.618241124	0.15433955	0.056950637	0.788709813	0.452157794	0.587975607	1.127077544	0.869729325	0.87637997	0.883475802	1
-173.7359959	563.4	0.324858248	0.051186342	0.62395541	0.167999725	0.034655109	0.797345167	0.449701126	0.593434441	1.129012424	0.869578876	0.876516436	0.883498954	1
-173.7359959	563.4	0.352356652	0.017973653	0.629669695	0.181343776	0.012282739	0.806373485	0.447460659	0.599084461	1.131472011	0.869430959	0.876654533	0.883527656	1
-173.7359959	563.5714286	0.237226154	0.155961293	0.606812552	0.124844966	0.102750357	0.772404677	0.45786254	0.577163055	1.124483537	0.870008068	0.876063678	0.883411697	1
-173.7359959	563.5714286	0.266216441	0.121256721	0.612526838	0.139227796	0.08057149	0.780200713	0.454922128	0.582205701	1.125251765	0.869851766	0.876197015	0.88342285	1
-173.7359959	563.5714286	0.294719911	0.087038966	0.618241124	0.153247091	0.058346958	0.788405951	0.452222544	0.587451516	1.126597498	0.86969839	0.876331825	0.883439893	1
-173.7359959	563.5714286	0.322736382	0.053308209	0.62395541	0.166927029	0.036060857	0.797012114	0.449751482	0.592894553	1.12849435	0.869547738	0.876468186	0.88346265	1
-173.7359959	563.5714286	0.350267625	0.02006268	0.629669695	0.180289797	0.013698384	0.80601182	0.447497221	0.598529182	1.130917342	0.869399625	0.876606174	0.883490967	1
-173.7359959	563.7428571	0.235007531	0.158179916	0.606812552	0.123707815	0.104129229	0.772162957	0.457959144	0.576673023	1.124087086	0.869977585	0.876015736	0.883376638	1
-173.7359959	563.7428571	0.264029	0.123444162	0.612526838	0.138113202	0.081958112	0.779928686	0.45500296	0.581699187	1.124814269	0.869821058	0.876148978	0.883387375	1
