T	P	x_Ar	x_O2	x_N2	y_Ar	y_O2	y_N2	phil_Ar	phil_O2	phil_N2	phiv_Ar	phiv_O2	phiv_N2	status
-173.7359959	563.7428571	0.2925639	0.089194976	0.618241124	0.152153535	0.059742337	0.788104128	0.452288315	0.586928815	1.126120441	0.86966747	0.876283687	0.883404012	1
-173.7359959	563.7428571	0.320612411	0.055432179	0.62395541	0.165853288	0.037465654	0.796681057	0.44980283	0.592356031	1.127979186	0.869516614	0.876419942	0.883426373	1
-173.7359959	563.7428571	0.348175136	0.022155168	0.629669695	0.179234319	0.015113913	0.805651768	0.447534849	0.597975015	1.130365373	0.86936831	0.876557816	0.883454303	1
-173.7359959	563.9142857	0.232787081	0.160400367	0.606812552	0.12256942	0.105507228	0.771923351	0.458056836	0.576184416	1.123693779	0.869947117	0.8759678	0.883341608	1
-173.7359959	563.9142857	0.261839662	0.1256335	0.612526838	0.136997444	0.083343817	0.779658739	0.455084845	0.581194084	1.124379842	0.869790365	0.876100947	0.883351928	1
-173.7359959	563.9142857	0.290405898	0.091352978	0.618241124	0.15105888	0.061136775	0.787804346	0.452355107	0.586407505	1.125646376	0.869636565	0.876235555	0.883368158	1
-173.7359959	563.9142857	0.318486348	0.057558242	0.62395541	0.1647785	0.038869499	0.796352001	0.449855171	0.591818874	1.127466936	0.869485505	0.876371705	0.883390124	1
-173.7359959	563.9142857	0.346086513	0.024243792	0.629669695	0.178180233	0.016524465	0.805295302	0.447572941	0.597423269	1.129816857	0.869336984	0.87650949	0.88341767	1
-173.7359959	564.0857143	0.230564815	0.162622633	0.606812552	0.12142978	0.106884356	0.771685864	0.458155617	0.575697235	1.12330362	0.869916664	0.875919871	0.883306607	1
-173.7359959	564.0857143	0.259648436	0.127824726	0.612526838	0.135880522	0.084728604	0.779390874	0.455167783	0.580690393	1.123948486	0.869759687	0.876052923	0.883316509	1
-173.7359959	564.0857143	0.288245915	0.093512962	0.618241124	0.149963123	0.06253027	0.787506608	0.452422922	0.585887586	1.125175307	0.869605673	0.87618743	0.883332333	1
-173.7359959	564.0857143	0.316358203	0.059686387	0.62395541	0.163702664	0.040272388	0.796024948	0.449908504	0.591283086	1.126957605	0.86945441	0.876323475	0.883353901	1
-173.7359959	564.0857143	0.343990025	0.02634028	0.629669695	0.177122897	0.017937838	0.804939265	0.447612465	0.596871848	1.129270596	0.869305696	0.876461148	0.88338106	1
-173.7359959	564.2571429	0.228340744	0.164846704	0.606812552	0.120288892	0.108260612	0.771450496	0.458255488	0.575211481	1.122916612	0.869886227	0.875871946	0.883271635	1
-173.7359959	564.2571429	0.257455332	0.130017829	0.612526838	0.134762431	0.086112475	0.779125094	0.455251777	0.580188113	1.123520206	0.869729024	0.876004904	0.883281118	1
-173.7359959	564.2571429	0.286083961	0.095674915	0.618241124	0.148866262	0.063922822	0.787210916	0.452491762	0.58536906	1.124707238	0.869574797	0.876139311	0.883296535	1
-173.7359959	564.2571429	0.314227988	0.061816603	0.62395541	0.162625776	0.041674322	0.795699901	0.449962832	0.590748667	1.126451195	0.86942333	0.876275251	0.883317706	1
-173.7359959	564.2571429	0.341889574	0.028440731	0.629669695	0.176063851	0.019351429	0.804584719	0.447653104	0.596321454	1.128727004	0.869274431	0.876412804	0.883344474	1
-173.7359959	564.4285714	0.226114879	0.167072568	0.606812552	0.119146751	0.109635997	0.771217252	0.45835645	0.574727154	1.122532757	0.869855806	0.875824028	0.883236693	1
-173.7359959	564.4285714	0.255260362	0.1322128	0.612526838	0.133643168	0.08749543	0.778861401	0.455336827	0.579687246	1.123095003	0.869698375	0.875956892	0.883245756	1
-173.7359959	564.4285714	0.283920048	0.097838829	0.618241124	0.147768295	0.06531443	0.786917275	0.452561626	0.584851927	1.12424217	0.869543935	0.876091199	0.883260764	1
-173.7359959	564.4285714	0.312095713	0.063948878	0.62395541	0.161547837	0.043075299	0.795376864	0.450018156	0.590215618	1.125947711	0.869392263	0.876227034	0.883281538	1
-173.7359959	564.4285714	0.339789629	0.030540676	0.629669695	0.175004851	0.020762297	0.804232852	0.447694489	0.595772877	1.128186525	0.869243167	0.876364479	0.883307918	1
-173.7359959	564.6	0.223887232	0.169300215	0.606812552	0.118003356	0.111010512	0.770986132	0.458458504	0.574244254	1.122152058	0.8698254	0.875776116	0.883201779	1
-173.7359959	564.6	0.253063535	0.134409627	0.612526838	0.132522732	0.08887747	0.778599798	0.455422934	0.579187793	1.12267288	0.869667742	0.875908886	0.883210422	1
-173.7359959	564.6	0.281754186	0.100004691	0.618241124	0.14666922	0.066705094	0.786625686	0.452632516	0.58433619	1.123780108	0.869513087	0.876043093	0.883225022	1
-173.7359959	564.6	0.309961389	0.066083202	0.62395541	0.160468843	0.044475318	0.795055839	0.450074476	0.589683942	1.125447156	0.869361211	0.876178824	0.883245397	1
-173.7359959	564.6	0.337687533	0.032642772	0.629669695	0.173944843	0.022172203	0.803882954	0.447736842	0.595225646	1.127648896	0.869211918	0.87631616	0.883271388	1
-173.7074245	563.4	0.254414536	0.138772912	0.606812552	0.133705586	0.092022712	0.774271701	0.457259603	0.581069218	1.127358454	0.870071022	0.876270347	0.883534016	1
-173.7074245	563.4	0.283158235	0.104314927	0.612526838	0.147920837	0.069777517	0.782301645	0.45444166	0.586236751	1.128442245	0.869916218	0.876404682	0.883548414	1
-173.7074245	563.4	0.311408175	0.070350701	0.618241124	0.161782261	0.047481983	0.790735756	0.451859407	0.591604101	1.130091143	0.869764276	0.876540524	0.883568626	1
-173.7074245	563.4	0.339160551	0.03688404	0.62395541	0.175311182	0.025124154	0.799564664	0.449501083	0.597164465	1.132278596	0.869615024	0.876677928	0.88359448	1
-173.7074245	563.4	0.366430073	0.003900232	0.629669695	0.188533826	0.002681861	0.808784314	0.4473541	0.602914277	1.13498104	0.869468233	0.876817018	0.883625838	1
-173.7074245	563.5714286	0.252215037	0.140972411	0.606812552	0.132579803	0.093405926	0.774014271	0.457347521	0.580569321	1.126938668	0.870040442	0.876222388	0.88349876	1
-173.7074245	563.5714286	0.280990416	0.106482746	0.612526838	0.146816966	0.071168788	0.782014246	0.454514116	0.585720541	1.127982131	0.869885418	0.876356625	0.883512747	1
-173.7074245	563.5714286	0.309270209	0.072488668	0.618241124	0.160698072	0.048883517	0.790418411	0.451917287	0.591071546	1.129592022	0.869733275	0.876492356	0.883532557	1
-173.7074245	563.5714286	0.337057743	0.038986847	0.62395541	0.174247306	0.026533633	0.799219061	0.449544594	0.596616739	1.131742297	0.869583811	0.876629662	0.883558022	1
-173.7074245	563.5714286	0.36435997	0.005970334	0.629669695	0.187488049	0.004101689	0.808410262	0.447384107	0.602351266	1.13440873	0.869436828	0.876768639	0.883588997	1
-173.7074245	563.7428571	0.250013648	0.1431738	0.606812552	0.131452808	0.094788264	0.773758928	0.457436513	0.58007084	1.126521989	0.870009878	0.876174435	0.883463534	1
-173.7074245	563.7428571	0.27882062	0.108652542	0.612526838	0.145711955	0.072559149	0.781728896	0.454587613	0.585205729	1.127525047	0.869854633	0.876308575	0.883477108	1
-173.7074245	563.7428571	0.307132506	0.074626371	0.618241124	0.159613691	0.050282684	0.790103626	0.451975965	0.590540755	1.129096031	0.869702279	0.876444203	0.883496517	1
-173.7074245	563.7428571	0.334952763	0.041091827	0.62395541	0.173182397	0.02794218	0.798875423	0.449589084	0.59607036	1.131208867	0.869552613	0.876581403	0.88352159	1
-173.7074245	563.7428571	0.362287629	0.008042675	0.629669695	0.186441295	0.005520565	0.80803814	0.447415063	0.601789579	1.133839212	0.869405437	0.876720267	0.883552182	1
-173.7074245	563.9142857	0.247810378	0.14537707	0.606812552	0.130324599	0.096169725	0.773505676	0.457526579	0.579573775	1.126108419	0.86997933	0.876126488	0.883428336	1
-173.7074245	563.9142857	0.276648857	0.110824304	0.612526838	0.144605801	0.073948601	0.781445598	0.454662151	0.584692313	1.127070994	0.869823862	0.87626053	0.883441497	1
-173.7074245	563.9142857	0.30499274	0.076766136	0.618241124	0.158528225	0.051680923	0.789790851	0.452035655	0.590011339	1.128602994	0.869671298	0.876396056	0.883460504	1
-173.7074245	563.9142857	0.332843737	0.043200854	0.62395541	0.172115719	0.02935101	0.798533271	0.449634716	0.595525003	1.130678136	0.869521437	0.876533143	0.883485184	1
-173.7074245	563.9142857	0.36021306	0.010117245	0.629669695	0.185393562	0.006938486	0.807667952	0.447446968	0.601229218	1.13327249	0.86937406	0.876671902	0.883515394	1
-173.7074245	564.0857143	0.245605237	0.147582211	0.606812552	0.129195173	0.097550312	0.773254516	0.457617721	0.579078126	1.125697961	0.869948796	0.876078547	0.883393166	1
-173.7074245	564.0857143	0.274475138	0.112998024	0.612526838	0.143498501	0.075337144	0.781164354	0.454737731	0.584180297	1.126619976	0.869793107	0.876212492	0.883405914	1
-173.7074245	564.0857143	0.302850923	0.078907953	0.618241124	0.157441674	0.053078234	0.789480092	0.452096355	0.589483298	1.128112914	0.869640331	0.876347916	0.883424518	1
-173.7074245	564.0857143	0.330735121	0.04530947	0.62395541	0.171049004	0.030757248	0.798193748	0.449681111	0.594981441	1.13015052	0.869490264	0.876484899	0.883448806	1
-173.7074245	564.0857143	0.358136272	0.012194033	0.629669695	0.184344848	0.008355451	0.807299701	0.447479823	0.600670184	1.132708568	0.869342697	0.876623544	0.883478631	1
-173.7074245	564.2571429	0.243398234	0.149789213	0.606812552	0.128064525	0.098930024	0.77300545	0.457709939	0.578583894	1.12529062	0.869918279	0.876030612	0.883358025	1
-173.7074245	564.2571429	0.272299473	0.115173689	0.612526838	0.142390054	0.076724778	0.780885168	0.454814354	0.583669679	1.126171997	0.869762367	0.87616446	0.883370359	1
-173.7074245	564.2571429	0.300707065	0.081051811	0.618241124	0.156354036	0.054474615	0.789171349	0.452158068	0.588956635	1.127625795	0.869609379	0.876299782	0.88338856	1
-173.7074245	564.2571429	0.32862622	0.047418371	0.62395541	0.169981972	0.032161363	0.797856665	0.449728328	0.59443955	1.129625948	0.869459098	0.87643667	0.883412457	1
-173.7074245	564.2571429	0.356054659	0.014275645	0.629669695	0.183294112	0.00977322	0.806932668	0.447513842	0.600112005	1.132147167	0.86931136	0.876575181	0.883441893	1
-173.7074245	564.4285714	0.241194046	0.151993401	0.606812552	0.126934112	0.100306654	0.772759234	0.457802749	0.578091755	1.124886544	0.86988776	0.875982696	0.883322914	1
-173.7074245	564.4285714	0.270121872	0.11735129	0.612526838	0.141280456	0.078111501	0.780608042	0.454892023	0.583160462	1.12572706	0.869731641	0.876116435	0.883334833	1
-173.7074245	564.4285714	0.298561176	0.0831977	0.618241124	0.155265307	0.055870066	0.788864627	0.452220794	0.588431351	1.12714164	0.869578442	0.876251655	0.88335263	1
-173.7074245	564.4285714	0.326514145	0.049530445	0.62395541	0.168913492	0.033565219	0.797521289	0.449776617	0.59389883	1.129104163	0.869427951	0.876388443	0.883376134	1
-173.7074245	564.4285714	0.353974109	0.016356196	0.629669695	0.182243692	0.011187826	0.806568482	0.44754855	0.59955575	1.131588929	0.869280023	0.87652684	0.883405184	1
-173.7074245	564.6	0.238983185	0.154204262	0.606812552	0.125800941	0.101684733	0.772514326	0.457897141	0.577600332	1.124485431	0.869857274	0.875934772	0.883287831	1
-173.7074245	564.6	0.267942346	0.119530816	0.612526838	0.140169705	0.079497316	0.780332979	0.454970737	0.582652646	1.125285168	0.86970093	0.876068415	0.883299334	1
-173.7074245	564.6	0.296413268	0.085345608	0.618241124	0.154175486	0.057264586	0.788559928	0.452284535	0.587907447	1.126660452	0.869547519	0.876203534	0.883316727	1
-173.7074245	564.6	0.32439565	0.05164894	0.62395541	0.167842304	0.034970878	0.797186819	0.449826265	0.593358727	1.128584889	0.869396836	0.876340205	0.883339834	1
-173.7074245	564.6	0.35189134	0.018438964	0.629669695	0.181192274	0.012601494	0.806206232	0.447584215	0.599000822	1.131033499	0.8692487	0.876478505	0.883368502	1
-173.6788531	563.4	0.269264979	0.123922469	0.606812552	0.141363612	0.082650746	0.775985641	0.456803448	0.584538509	1.129967096	0.870104044	0.876429362	0.883622473	1
-173.6788531	563.4	0.297786057	0.089687104	0.612526838	0.155436013	0.060347762	0.784216225	0.454090732	0.589812555	1.131320538	0.869950513	0.876564604	0.883639673	1
-173.6788531	563.4	0.325802509	0.055956367	0.618241124	0.169160477	0.037994441	0.792845083	0.451609661	0.595282436	1.133227631	0.869799816	0.876701357	0.883662619	1
-173.6788531	563.4	0.353328691	0.022715899	0.62395541	0.182564337	0.01556837	0.801867293	0.449347096	0.600944273	1.135663561	0.869651716	0.876839744	0.883691159	1
-173.6788531	563.5714286	0.267083033	0.126104415	0.606812552	0.140247721	0.084037481	0.775714798	0.456883886	0.584030256	1.129527419	0.870073385	0.876381391	0.883587052	1
-173.6788531	563.5714286	0.295637205	0.091835957	0.612526838	0.154341869	0.061742188	0.783915943	0.454155889	0.589288317	1.130841249	0.869919632	0.876516536	0.883603845	1
-173.6788531	563.5714286	0.323685714	0.058073163	0.618241124	0.168086233	0.039398154	0.792515613	0.451660349	0.594742342	1.132710138	0.869768729	0.876653183	0.883626395	1
-173.6788531	563.5714286	0.35124469	0.024799901	0.62395541	0.181508917	0.016981869	0.801509214	0.449383916	0.60038874	1.135109316	0.869620431	0.876791459	0.883654547	1
-173.6788531	563.7428571	0.264899131	0.128288317	0.606812552	0.139130642	0.085423343	0.775446015	0.456965385	0.583523407	1.129090811	0.870042741	0.876333425	0.883551659	1
-173.6788531	563.7428571	0.293486244	0.093986918	0.612526838	0.153246578	0.063135758	0.783617664	0.454222079	0.588765449	1.130364943	0.869888766	0.876468474	0.883568045	1
-173.6788531	563.7428571	0.321566777	0.0601921	0.618241124	0.167010922	0.040800958	0.79218812	0.451712034	0.594203604	1.132195554	0.869737657	0.876605015	0.883590198	1
-173.6788531	563.7428571	0.349158481	0.02688611	0.62395541	0.180452488	0.018394435	0.801153077	0.449421701	0.599834542	1.1345579	0.869589159	0.876743182	0.883617962	1
-173.6788531	563.9142857	0.262713282	0.130474165	0.606812552	0.138012372	0.086808333	0.775179295	0.457047947	0.583017961	1.128657277	0.870012113	0.876285466	0.883516295	1
-173.6788531	563.9142857	0.291329083	0.096144079	0.612526838	0.152148626	0.064530871	0.783320503	0.454289692	0.588243295	1.129891365	0.869857932	0.876420403	0.883532271	1
-173.6788531	563.9142857	0.319443333	0.062315543	0.618241124	0.165933629	0.04220434	0.791862031	0.451764928	0.593665822	1.131683687	0.869706609	0.876556844	0.883554026	1
-173.6788531	563.9142857	0.347070073	0.028974517	0.62395541	0.17939505	0.019806066	0.800798884	0.449460452	0.599281679	1.13400932	0.869557902	0.876694911	0.883581403	1
-173.6788531	564.0857143	0.260525497	0.13266195	0.606812552	0.136892908	0.088192451	0.774914641	0.457131571	0.58251392	1.12822682	0.8699815	0.876237513	0.883480959	1
-173.6788531	564.0857143	0.289173332	0.09829983	0.612526838	0.151050817	0.065923065	0.783026118	0.454358011	0.587723079	1.129421006	0.869827099	0.876372351	0.883496526	1
-173.6788531	564.0857143	0.317321487	0.064437389	0.618241124	0.164856695	0.043604477	0.791538829	0.451818493	0.59313003	1.131175044	0.869675561	0.876508694	0.883517884	1
-173.6788531	564.0857143	0.344979477	0.031065113	0.62395541	0.178336601	0.02121676	0.800446639	0.449500171	0.598730153	1.133463577	0.86952666	0.876646647	0.883544871	1
-173.6788531	564.2571429	0.258335786	0.134851662	0.606812552	0.135772247	0.089575699	0.774652055	0.457216261	0.582011285	1.127799442	0.869950902	0.876189565	0.883445652	1
-173.6788531	564.2571429	0.287015567	0.100457595	0.612526838	0.149951879	0.067314359	0.782733762	0.454427363	0.587204248	1.128953648	0.869796281	0.876324305	0.883460809	1
-173.6788531	564.2571429	0.31519849	0.066560387	0.618241124	0.163779051	0.045003111	0.791217837	0.451872971	0.592595758	1.130669395	0.869644523	0.876460555	0.88348177	1
-173.6788531	564.2571429	0.342883891	0.0331607	0.62395541	0.177276031	0.022628364	0.800095605	0.449541094	0.598179468	1.132920402	0.869495444	0.876598378	0.883508364	1
-173.6788531	564.2571429	0.370084805	0.000245499	0.629669695	0.190468226	0.000169115	0.809362659	0.447419368	0.603951505	1.135683073	0.869348824	0.876737894	0.883540453	1
-173.6788531	564.4285714	0.256144158	0.13704329	0.606812552	0.134650385	0.090958076	0.774391539	0.457302015	0.581510055	1.127375147	0.869920319	0.876141624	0.883410373	1
-173.6788531	564.4285714	0.284855798	0.102617364	0.612526838	0.148851809	0.068704754	0.782443437	0.454497747	0.586686803	1.128489294	0.869765478	0.876276266	0.88342512	1
-173.6788531	564.4285714	0.313071257	0.068687619	0.618241124	0.162699514	0.046402165	0.790898321	0.451928641	0.592062488	1.130166496	0.869613509	0.876412413	0.883445681	1
-173.6788531	564.4285714	0.340789489	0.035255102	0.62395541	0.176215767	0.02403682	0.799747412	0.449582707	0.59763072	1.132380405	0.869464228	0.87655013	0.883471885	1
-173.6788531	564.4285714	0.368023216	0.002307088	0.629669695	0.189425961	0.001587866	0.808986173	0.447447566	0.603387574	1.135107331	0.869317416	0.876689533	0.883503593	1
-173.6788531	564.6	0.253950623	0.139236825	0.606812552	0.13352732	0.092339584	0.774133096	0.457388837	0.581010233	1.126953938	0.869889752	0.876093689	0.883375122	1
-173.6788531	564.6	0.282694034	0.104779127	0.612526838	0.147750605	0.070094249	0.782155146	0.454569165	0.586170745	1.128027948	0.86973469	0.876228233	0.883389459	1
-173.6788531	564.6	0.310942895	0.070815981	0.618241124	0.161619265	0.047799713	0.790581022	0.451985227	0.591530741	1.129666598	0.869582505	0.876364282	0.88340962	1
-173.6788531	564.6	0.3386929	0.03735169	0.62395541	0.175154475	0.025444357	0.799401168	0.449625293	0.597083309	1.131843255	0.869433026	0.876501888	0.883435434	1
-173.6788531	564.6	0.365959377	0.004370928	0.629669695	0.188382723	0.003005676	0.808611601	0.447476706	0.602824957	1.134534358	0.869286022	0.876641178	0.88346676	1
-173.6502816	563.4	0.283988522	0.109198926	0.606812552	0.148955218	0.073256501	0.777788281	0.456398108	0.588061102	1.132706604	0.870137644	0.876588666	0.883712142	1
-173.6502816	563.4	0.312276486	0.075196676	0.612526838	0.162885372	0.050899187	0.786215441	0.453789377	0.593439054	1.134324295	0.869985401	0.8767248	0.883732114	1
-173.6502816	563.4	0.340065793	0.041693084	0.618241124	0.176479426	0.028481775	0.795038798	0.451406771	0.599011504	1.136485398	0.869835902	0.876862512	0.883757776	1
-173.6502816	563.4	0.367356504	0.008688087	0.62395541	0.189758477	0.005991216	0.804250307	0.449238719	0.604772109	1.139164381	0.869688974	0.877001868	0.883788974	1
-173.6502816	563.5714286	0.2818251	0.111362347	0.606812552	0.147849256	0.074646379	0.777504364	0.456471116	0.587544697	1.132247386	0.870106903	0.876540684	0.883676558	1
-173.6502816	563.5714286	0.310145468	0.077327694	0.612526838	0.161800253	0.052297563	0.785902184	0.453847484	0.592906672	1.133826068	0.869954446	0.876676716	0.883696127	1
-173.6502816	563.5714286	0.337967703	0.043791173	0.618241124	0.175413915	0.029889323	0.794696762	0.451450625	0.598463531	1.135949645	0.86980474	0.876814321	0.883721397	1
-173.6502816	563.5714286	0.36529193	0.01075266	0.62395541	0.188711506	0.007408429	0.803880066	0.44926893	0.604208964	1.138592563	0.869657614	0.876953567	0.883752212	1
-173.6502816	563.7428571	0.279659603	0.113527844	0.606812552	0.146742107	0.076035426	0.777222467	0.456545178	0.587029673	1.131791197	0.870076178	0.876492707	0.883641002	1
-173.6502816	563.7428571	0.308009564	0.079463598	0.612526838	0.160712982	0.053696741	0.785590277	0.453906861	0.592375196	1.133330585	0.869923516	0.876628627	0.883660166	1
-173.6502816	563.7428571	0.335867434	0.045891442	0.618241124	0.174347361	0.031295961	0.794356679	0.451495462	0.597916901	1.135416762	0.869773593	0.876766136	0.883685045	1
-173.6502816	563.7428571	0.363222432	0.012822159	0.62395541	0.187662477	0.00882653	0.803510992	0.449300307	0.603646645	1.138023237	0.86962628	0.876905261	0.883715472	1
-173.6502816	563.9142857	0.277492043	0.115695405	0.606812552	0.145633768	0.077423641	0.776942591	0.456620294	0.58651603	1.131338038	0.870045468	0.876444736	0.883605474	1
-173.6502816	563.9142857	0.305875434	0.081597728	0.612526838	0.159626069	0.055092672	0.785281259	0.453966901	0.59184573	1.132838345	0.869892586	0.876580559	0.883624235	1
-173.6502816	563.9142857	0.333764994	0.047993882	0.618241124	0.173279763	0.032701686	0.794018551	0.451541283	0.597371617	1.134886754	0.869742461	0.876717958	0.883648719	1
-173.6502816	563.9142857	0.361153598	0.014890992	0.62395541	0.186613622	0.010241725	0.803144653	0.449332405	0.603086184	1.137457031	0.869594948	0.876856974	0.883678763	1
-173.6502816	564.0857143	0.27532243	0.117865017	0.606812552	0.144524237	0.078811022	0.776664741	0.456696465	0.58600377	1.130887914	0.870014773	0.876396772	0.883569974	1
-173.6502816	564.0857143	0.303736199	0.083736963	0.612526838	0.158536913	0.056489539	0.784973549	0.454028236	0.591317137	1.132348844	0.869861682	0.876532486	0.883588329	1
-173.6502816	564.0857143	0.331657534	0.050101342	0.618241124	0.172210007	0.034108332	0.793681661	0.451588337	0.596827184	1.134359366	0.869711356	0.876669775	0.883612418	1
-173.6502816	564.0857143	0.359082515	0.016962075	0.62395541	0.185563768	0.011656003	0.802780229	0.449365457	0.602527041	1.136893621	0.86956363	0.876808694	0.883642079	1
-173.6502816	564.2571429	0.273146679	0.120040768	0.606812552	0.143412067	0.08019982	0.776388113	0.456774097	0.585492262	1.13044062	0.86998411	0.876348799	0.883534501	1
-173.6502816	564.2571429	0.30160228	0.085870882	0.612526838	0.157449419	0.05788107	0.784669511	0.454089907	0.590791125	1.131862827	0.869830764	0.876484447	0.883552455	1
-173.6502816	564.2571429	0.329551241	0.052207635	0.618241124	0.171140494	0.03551193	0.793347575	0.451636091	0.596284676	1.133835162	0.86968025	0.876621612	0.883576146	1
-173.6502816	564.2571429	0.357009192	0.019035398	0.62395541	0.184512914	0.013069362	0.802417724	0.449399465	0.601969219	1.13633301	0.869532327	0.87676042	0.883605422	1
-173.6502816	564.4285714	0.270972719	0.122214728	0.606812552	0.142300057	0.081585665	0.776114278	0.456852412	0.584982732	1.129996569	0.869953448	0.876300845	0.883499057	1
-173.6502816	564.4285714	0.299460122	0.08801304	0.612526838	0.156358497	0.059275428	0.784366075	0.454153169	0.590265472	1.131379336	0.869799886	0.876436391	0.883516605	1
-173.6502816	564.4285714	0.327442781	0.054316095	0.618241124	0.170069922	0.036914632	0.793015446	0.451684834	0.595743513	1.133313841	0.86964916	0.876573455	0.883539901	1
-173.6502816	564.4285714	0.354933639	0.021110951	0.62395541	0.183461059	0.0144818	0.802057141	0.449434431	0.601412718	1.135775203	0.869501038	0.876712154	0.883568791	1
-173.6502816	564.6	0.268796787	0.124390661	0.606812552	0.141186866	0.082970645	0.775842489	0.456931781	0.584474597	1.129555567	0.8699228	0.876252897	0.883463641	1
-173.6502816	564.6	0.297317416	0.090155745	0.612526838	0.155267023	0.060667994	0.784064983	0.454217311	0.589741439	1.130898918	0.869769016	0.876388347	0.883480784	1
-173.6502816	564.6	0.325332165	0.056426711	0.618241124	0.168998286	0.038316435	0.792685278	0.451734569	0.595203697	1.132795406	0.869618084	0.876525305	0.883503684	1
-173.6502816	564.6	0.352855866	0.023188725	0.62395541	0.182408199	0.015893316	0.801698484	0.449470356	0.600857542	1.135220204	0.869469763	0.876663894	0.883532186	1
-173.6217102	563.4	0.298572985	0.094614462	0.606812552	0.15647799	0.063846103	0.779675908	0.456043705	0.591634554	1.135573929	0.870171862	0.876748227	0.883803006	1
-173.6217102	563.4	0.326635869	0.060837293	0.612526838	0.17027319	0.041427226	0.788299584	0.453535989	0.597116708	1.137451623	0.870020851	0.876885306	0.883825729	1
-173.6217102	563.4	0.354187403	0.027571473	0.618241124	0.183736767	0.018950143	0.797313091	0.451250672	0.602788821	1.139861141	0.869872572	0.877023959	0.883854078	1
-173.6217102	563.5714286	0.296428399	0.096759049	0.606812552	0.155381791	0.065239047	0.779379162	0.456109404	0.591110117	1.135095516	0.870141039	0.876700233	0.883767261	1
-173.6217102	563.5714286	0.32452347	0.062949692	0.612526838	0.169197101	0.042829232	0.787973667	0.453587112	0.596576377	1.136934814	0.869989819	0.876837206	0.883789586	1
-173.6217102	563.5714286	0.352108805	0.029650071	0.618241124	0.182680033	0.020361123	0.796958845	0.451287763	0.602233189	1.139307519	0.869841334	0.876975752	0.883817546	1
-173.6217102	563.7428571	0.294281661	0.098905787	0.606812552	0.15428442	0.066631179	0.7790844	0.456176144	0.590587043	1.13462009	0.870110232	0.876652245	0.883731544	1
-173.6217102	563.7428571	0.32240608	0.065067082	0.612526838	0.168118842	0.044232131	0.787649026	0.45363949	0.596036916	1.13642068	0.869958813	0.876789101	0.883753467	1
-173.6217102	563.7428571	0.350027967	0.031730909	0.618241124	0.181622271	0.021771209	0.79660652	0.451325823	0.601678884	1.138756724	0.86981011	0.876927552	0.883781041	1
-173.6217102	563.9142857	0.292130156	0.101057292	0.606812552	0.15318491	0.068024026	0.778791064	0.456244177	0.590064912	1.134147487	0.87007945	0.876604254	0.883695853	1
-173.6217102	563.9142857	0.320289776	0.067183386	0.612526838	0.167040746	0.045632113	0.787327141	0.453692584	0.595499361	1.135909732	0.869927808	0.876741016	0.883717378	1
-173.6217102	563.9142857	0.347944898	0.033813978	0.618241124	0.180563481	0.023180401	0.796256119	0.451364856	0.601125905	1.138208761	0.869778901	0.876879359	0.883744562	1
-173.6217102	563.9142857	0.375098287	0.000946303	0.62395541	0.193774664	0.000654885	0.805570451	0.449249273	0.606938517	1.141019285	0.869632551	0.877019356	0.883777254	1
-173.6217102	564.0857143	0.289982878	0.10320457	0.606812552	0.152086554	0.069412366	0.778501079	0.456312648	0.589545166	1.133678275	0.870048659	0.876556291	0.883660193	1
-173.6217102	564.0857143	0.318171314	0.069301848	0.612526838	0.165961555	0.047031225	0.78700722	0.453746683	0.594963157	1.1354017	0.869896819	0.876692936	0.883681316	1
-173.6217102	564.0857143	0.345859607	0.035899269	0.618241124	0.179503659	0.024588696	0.795907645	0.45140486	0.600574255	1.137663633	0.869747706	0.876831172	0.88370811	1
-173.6217102	564.0857143	0.373046788	0.002997803	0.62395541	0.192733186	0.002072795	0.805194019	0.449275787	0.606371858	1.140438528	0.869601158	0.876971059	0.88374042	1
-173.6217102	564.2571429	0.287828655	0.105358793	0.606812552	0.150985251	0.070802689	0.778212059	0.456382624	0.589026014	1.133211761	0.870017903	0.876508317	0.883624559	1
-173.6217102	564.2571429	0.316050702	0.07142246	0.612526838	0.164881269	0.048429466	0.786689265	0.45380179	0.594428306	1.134896588	0.869865845	0.876644863	0.883645281	1
-173.6217102	564.2571429	0.343772104	0.037986772	0.618241124	0.178442804	0.025996093	0.795561103	0.451445839	0.600023936	1.137121344	0.869716527	0.876782992	0.883671684	1
-173.6217102	564.2571429	0.370993001	0.005051589	0.62395541	0.191690727	0.003489797	0.804819477	0.449303242	0.605806503	1.139860529	0.86956978	0.876922768	0.883703613	1
-173.6217102	564.4285714	0.285673427	0.107514021	0.606812552	0.14988317	0.072191558	0.777925272	0.45645354	0.588508406	1.132748316	0.869987158	0.876460353	0.883588953	1
-173.6217102	564.4285714	0.313927952	0.073545209	0.612526838	0.163799886	0.049826834	0.786373281	0.453857905	0.59389481	1.134394399	0.869834885	0.876596796	0.883609273	1
-173.6217102	564.4285714	0.341682399	0.040076477	0.618241124	0.177380914	0.027402592	0.795216494	0.451487793	0.599474949	1.1365819	0.869685362	0.876734818	0.883635285	1
-173.6217102	564.4285714	0.368936938	0.007107653	0.62395541	0.190647283	0.004905889	0.804446828	0.449331642	0.605242453	1.139285291	0.869538417	0.876874484	0.883666831	1
