Place	LiqEtlp	LiqRho	LiqMass	VapEtlp	VapRho	VapMass
Condenser	-10902.5064989866	25.6039982760449	28.0309932783242	-6093.29814396158	0.804366408778254	28.0226712360624
42__Main Tower	-10901.2630212648	25.6116842885171	28.0464783670336	-6091.87703113783	0.804251879282669	28.0309932782218
41__Main Tower	-10899.1284649317	25.6163857443357	28.0617314039709	-6090.36675444205	0.805036881681057	28.0391965246729
40__Main Tower	-10897.0298542046	25.6210333449648	28.0767491553476	-6088.87368293335	0.805822081900405	28.0472757823856
39__Main Tower	-10894.971169035	25.6256420583556	28.0915316802193	-6087.40331694812	0.806607523625105	28.0552293671003
38__Main Tower	-10892.957097711	25.630232618032	28.1060828772528	-6085.95434068282	0.807393028480703	28.063057317661
37__Main Tower	-10890.9932462404	25.6348328372582	28.1204111610513	-6084.52510172966	0.808177740571333	28.0707616839166
36__Main Tower	-10889.0863934656	25.6394792451693	28.1345303061161	-6083.11464760875	0.808961100987987	28.0783468868078
35__Main Tower	-10887.2448064117	25.6442191130074	28.1484604873789	-6081.72164654847	0.809742440064856	28.0858201626024
34__Main Tower	-10885.4786308302	25.6491129492448	28.1622295456921	-6080.34382375515	0.810520763096138	28.0931921024771
33__Main Tower	-10883.800373534	25.6542375566999	28.1758745149241	-6078.97797096634	0.811294752569757	28.100477302762
32__Main Tower	-10882.2254946002	25.6596897618174	28.1894434596672	-6077.62195358677	0.812063531201529	28.1076951477879
31__Main Tower	-10880.7731287574	25.6655909407086	28.2029976827855	-6076.26584266554	0.812823278890575	28.1148707532682
30__Main Tower	-10879.4669559126	25.6720924736325	28.2166143652744	-6074.90573460122	0.813572495160488	28.1220361012696
29__Main Tower	-10878.3362398405	25.6793822536789	28.2303896941185	-6073.53317355442	0.814307963772572	28.1292313969808
28__Main Tower	-10877.4170499676	25.6876923484887	28.2444425140516	-6072.13760316753	0.815025679647416	28.1365066719045
27__Main Tower	-10876.7536715804	25.6973078535174	28.2589185013072	-6070.70636733841	0.815720841464629	28.1439236462337
26__Main Tower	-10876.4001913619	25.7085768629415	28.2739947930701	-6069.22377251085	0.816387483629836	28.1515578419972
25__Main Tower	-10876.422213494	25.721921293156	28.2898849024401	-6067.67084424776	0.817018371562859	28.1595009030254
24__Main Tower	-10876.89861093	25.7378479888553	28.3068435884378	-6066.02795748208	0.8176059971468	28.1678630209249
23__Main Tower	-10877.9231408712	25.7569590945552	28.3251711143313	-6064.26084870024	0.81813720123426	28.1767752792028
22__Main Tower	-10879.6056408979	25.7799599221074	28.3452159976551	-6062.34259074586	0.818601582642351	28.1863916009878
21__Main Tower	-10882.0723903095	25.8076619287559	28.3673749244345	-6060.23695385784	0.818985105360374	28.1968898116216
20__Main Tower	-10885.465028977	25.840976900147	28.3920879881999	-6057.90364959765	0.81927209499518	28.2084711048812
19__Main Tower	-10889.9372588519	25.8808976518856	28.4198268948	-6055.30574175829	0.81944659435102	28.2213569459184
18__Main Tower	-10895.6484062193	25.9284593750675	28.4510734098042	-6052.37728162532	0.819487367843406	28.2357822007104
17__Main Tower	-10902.7491726322	25.9845759570681	28.4862854046197	-6049.09124015552	0.819379175275502	28.25198314485
16__Main Tower	-10911.5700217884	26.0509713438141	28.5258488012118	-6045.40083790961	0.819105079035439	28.2701791313135
15__Main Tower	-10921.6376639153	26.1263361245172	28.5700160047214	-6041.2786065895	0.818654038412618	28.290547304601
14__Main Tower	-10933.5466328141	26.2127982595357	28.6188353675519	-6036.71927724221	0.818022392459343	28.3131910625369
13__Main Tower	-10947.0472484467	26.3094409783057	28.6720815999258	-6031.71156182948	0.817209043830969	28.3381050903384
12__Main Tower	-10961.9925959821	26.4153621856307	28.7292025321158	-6026.31401211692	0.816232601961932	28.3651424922359
11__Main Tower	-10978.09796712	26.5288410141237	28.7893006986419	-6020.59276313289	0.815119343354072	28.3939920409029
10__Main Tower	-10994.9965102066	26.6475302088977	28.8511657243896	-6014.65798120622	0.81391107580829	28.4241745086531
9__Main Tower	-11012.2234171197	26.7684724347888	28.9133635450033	-6008.63088745706	0.812654041072499	28.455064984402
8__Main Tower	-11029.3023968608	26.8885113927905	28.9743726685741	-6002.6570502905	0.81140351619896	28.4859424329352
7__Main Tower	-11045.7524401574	27.0044757913597	29.0327418035831	-5996.87462748182	0.810212071713424	28.5160597950571
6__Main Tower	-11061.1706906222	27.1136164803705	29.0872348719792	-5991.4167637113	0.809130201200301	28.5447208317053
5__Main Tower	-11075.2516250554	27.2138122081317	29.1369457676732	-5986.37631545648	0.808193655126051	28.5713542981313
4__Main Tower	-11081.0894362587	27.2573091112884	29.159125550935	-5984.03889500508	0.808241674033319	28.5834610892401
3__Main Tower	-11105.3045963484	27.471624027671	29.2920579648081	-5970.24970160867	0.805313286252133	28.6612977042793
2__Main Tower	-11132.8191769972	27.7127219074224	29.4374471157034	-5954.79349992715	0.801874458749263	28.7499401829827
1__Main Tower	-11162.3247688886	27.9696729714696	29.5882015834549	-5938.28205586245	0.79809209011713	28.8462790933778
