Place	LiqEtlp	LiqRho	LiqMass	VapEtlp	VapRho	VapMass
Condenser	-10904.4784192042	25.5953908980646	28.0130849187647	-6094.77037577492	0.804435313354195	28.0130459035826
42__Main Tower	-10904.4751503597	25.5952042439696	28.0131574563	-6094.79336135595	0.804372071673091	28.0130849187647
41__Main Tower	-10903.6052986904	25.5925259610393	28.0132429357992	-6094.67118080086	0.805270084723936	28.0131309195621
40__Main Tower	-10902.6014761331	25.5894189973541	28.0133436515049	-6094.5479317976	0.806168056571463	28.0131851335279
39__Main Tower	-10901.7298709081	25.586760719561	28.0134623055793	-6094.42336558729	0.807065966801133	28.0132490172068
38__Main Tower	-10900.7240067067	25.5836777403498	28.0136020818959	-6094.29718918315	0.807963791116746	28.0133242860471
37__Main Tower	-10899.8501422686	25.5810488907364	28.0137667342727	-6094.16905729091	0.808861500528368	28.0134129613152
36__Main Tower	-10898.410013451	25.5781111293109	28.0139606926102	-6094.03856260513	0.80975906032775	28.0135174262499
35__Main Tower	-10897.9649043561	25.575416732587	28.0141891912345	-6093.91033668502	0.810658374394188	28.0136404935544
34__Main Tower	-10896.5212618609	25.5725331914858	28.0144584251004	-6093.77358636442	0.811555503622636	28.0137854869256
33__Main Tower	-10896.07272127	25.5699065827483	28.0147757415684	-6093.78457516243	0.812578131327909	28.0139563402463
32__Main Tower	-10894.6248182541	25.5671084076591	28.0151498784128	-6093.63703941578	0.813474602576376	28.0141577193768
31__Main Tower	-10893.8400469883	25.5650298569859	28.0155912629281	-6093.48182905913	0.8143704514133	28.0143951733244
30__Main Tower	-10892.7158402391	25.5619222475505	28.0161123931065	-6093.320308291	0.815265764001465	28.0146753242224
29__Main Tower	-10891.7966959494	25.559256225211	28.0167283308376	-6093.15095883483	0.816160380108448	28.0150061094208
28__Main Tower	-10890.8052779879	25.5566662532874	28.0174573503549	-6092.97078429537	0.817053994641765	28.0153970946828
27__Main Tower	-10890.0128641896	25.5548353904997	28.0183218048649	-6092.77921313348	0.817946477725596	28.0158598859038
26__Main Tower	-10888.7965318002	25.5519115229068	28.0193493036137	-6092.57390148705	0.818837509596731	28.0164086792669
25__Main Tower	-10887.8072345184	25.5497087034974	28.0205743353367	-6092.3514805497	0.819726616993183	28.0170610083389
24__Main Tower	-10886.8117684398	25.5476734920359	28.0220405391105	-6092.11916108125	0.820614234800923	28.017838774295
23__Main Tower	-10885.8122757442	25.5458584184403	28.0238039204464	-6091.84518274704	0.82149699132216	28.018769686669
22__Main Tower	-10884.8129782215	25.5443373508729	28.0259374540729	-6091.53958952105	0.822375180372934	28.0198893032705
21__Main Tower	-10883.8214164446	25.543215452195	28.0285377268376	-6091.19250757357	0.823246914816511	28.0212439486243
20__Main Tower	-10882.850352067	25.5426440204603	28.0317345850694	-6090.79364663526	0.824109785169772	28.0228949241334
19__Main Tower	-10881.9206704984	25.5428426100617	28.0357052005629	-6090.32692108706	0.824960050042275	28.0249246185412
18__Main Tower	-10881.06578206	25.5441319592459	28.0406946102356	-6089.77342108183	0.825792650336999	28.027445409802
17__Main Tower	-10880.3382473081	25.5469828433804	28.0470456702509	-6089.09448855137	0.82659842860014	28.0306126493236
16__Main Tower	-10879.8196623343	25.552088139976	28.0552425309548	-6088.25429508436	0.82736645036284	28.0346435677321
15__Main Tower	-10879.6352340409	25.5604681393749	28.0659731372693	-6087.19220447843	0.828079169697757	28.0398446525059
14__Main Tower	-10879.9749066707	25.5736221513839	28.0802176120562	-6085.82206173909	0.828710985192895	28.0466508765083
13__Main Tower	-10881.1231981842	25.5937416245451	28.0993698542703	-6084.02063420745	0.829223929915648	28.0556808957421
12__Main Tower	-10883.4996074538	25.6239982670271	28.1253972417586	-6081.6158050929	0.829564064950333	28.0678123988539
11__Main Tower	-10887.709518489	25.6689081698048	28.1610335802566	-6078.36692834706	0.829654766950379	28.0842797910893
10__Main Tower	-10894.5998604384	25.734735635764	28.2099750663371	-6073.9285168422	0.829383684480217	28.1067894198629
9__Main Tower	-10905.3009840685	25.8298149133605	28.276995074602	-6067.87545160474	0.828612883712313	28.1376302738755
8__Main Tower	-10921.2045379733	25.9644099095422	28.3677986829705	-6059.64189816567	0.82715909527633	28.1797227527488
7__Main Tower	-10943.8475223569	26.1501522452887	28.4883142415759	-6048.63389760006	0.824828512284751	28.2364889484111
6__Main Tower	-10974.4958592847	26.3969345663599	28.6430632060363	-6034.26825087959	0.821438155043624	28.3113580789536
5__Main Tower	-11013.5286663906	26.7087010630917	28.8325214972675	-6016.28858837615	0.816913562044467	28.4067133511948
4__Main Tower	-11045.2174679783	26.9623660230918	28.9829430926183	-6001.60773090553	0.813355460505564	28.4857902145154
3__Main Tower	-11064.639894048	27.1330649859518	29.0908999618055	-5990.74592884758	0.811216062318875	28.5456397840114
2__Main Tower	-11094.5442924775	27.3906814395515	29.2484927685402	-5974.59325284535	0.807535338404883	28.6360629630649
1__Main Tower	-11137.3451381207	27.7569748907055	29.4654561329511	-5951.6454806995	0.801886646691138	28.7676577515358
