Place	LiqEtlp	LiqRho	LiqMass	VapEtlp	VapRho	VapMass
Condenser	-10927.2690179159	25.6950980234005	28.0478696266968	-6095.07618913998	0.77938879919423	28.031499809906
42__Main Tower	-10925.2785155798	25.7123555828531	28.0788377627481	-6092.26014712912	0.779138332813788	28.0478696265533
41__Main Tower	-10922.5932157328	25.7264829182886	28.1084465841395	-6089.44758883316	0.779785523694995	28.0634981356291
40__Main Tower	-10920.1701070025	25.7406054869765	28.1368133013932	-6086.74634833871	0.780430498992388	28.0784330314407
39__Main Tower	-10918.0289309641	25.7549052655341	28.1640716112451	-6084.14648152016	0.781070958350976	28.0927339006728
38__Main Tower	-10916.193566681	25.7695939907548	28.1903722069912	-6081.63600898467	0.781703946002781	28.1064683416595
37__Main Tower	-10914.6927678992	25.7849165069226	28.2158834579107	-6079.1969764195	0.782324371540817	28.1197121971753
36__Main Tower	-10913.5608761828	25.8011542255002	28.2407921731512	-6076.81514793005	0.782928529790884	28.1325498614474
35__Main Tower	-10912.8384833573	25.8186284273305	28.2653043038174	-6074.47250627752	0.783511323595751	28.1450746108722
34__Main Tower	-10912.5729812298	25.8377030068548	28.2896453710311	-6072.15085720339	0.784067557455632	28.1573888823311
33__Main Tower	-10912.8189052189	25.8587860836908	28.3140603243666	-6069.82483089126	0.784589341554626	28.1696043896948
32__Main Tower	-10913.6379426813	25.8823296900383	28.3388124324443	-6067.47108973836	0.785069449565767	28.1818419260683
31__Main Tower	-10915.0984364466	25.9088264892772	28.3641806913142	-6065.06568626248	0.785500330451442	28.1942306474139
30__Main Tower	-10917.2741737033	25.9388022247719	28.3904551222975	-6062.58272315641	0.78587360084803	28.2069065768763
29__Main Tower	-10920.2422187321	25.9728023853684	28.417929246935	-6059.99483235836	0.78618021128728	28.2200100169545
28__Main Tower	-10924.0795263019	26.0113713508725	28.4468890199545	-6057.28085085406	0.786412135082661	28.2336815251131
27__Main Tower	-10928.8581394149	26.0550228498812	28.4775976389725	-6054.3998439987	0.786558456309325	28.2480561227422
26__Main Tower	-10934.6388179519	26.104200344461	28.5102760173116	-6051.34382297069	0.786613538619129	28.2632555034341
25__Main Tower	-10941.4632590307	26.1592288592705	28.5450793854265	-6048.0906828741	0.786570956689605	28.2793782250151
24__Main Tower	-10949.3422227092	26.2201661807517	28.5820715171197	-6044.63303972082	0.786428507966283	28.296488245577
23__Main Tower	-10958.2423128235	26.2869486212047	28.6210663462683	-6040.9859814879	0.786190005583194	28.3145840948722
22__Main Tower	-10968.088100011	26.3590648478876	28.6618368127318	-6037.15555064274	0.785859480495879	28.3335133180314
21__Main Tower	-10978.7636936085	26.4358575554746	28.7040708100253	-6033.17552896178	0.785449777842501	28.3532214656739
20__Main Tower	-10990.0873994464	26.5163052488654	28.7473200317104	-6029.0850945918	0.78497593501647	28.3735469529289
19__Main Tower	-11001.8529162886	26.5991578811794	28.7910053999846	-6024.92996993663	0.7844573286938	28.3942585013794
18__Main Tower	-11013.8315152367	26.6829830750385	28.8344628639386	-6020.77139084693	0.783918206150571	28.4150717475625
17__Main Tower	-11025.7601829885	26.7661786614152	28.8769977882028	-6016.67646752305	0.783385104700537	28.4356710304915
16__Main Tower	-11037.392964591	26.8472006050124	28.9179421549658	-6012.70224519913	0.782881173585287	28.4557347560224
15__Main Tower	-11048.5077458201	26.9246430979796	28.9567066246551	-6008.90483986353	0.782429213709918	28.4749611192387
14__Main Tower	-11058.9205432578	26.9973336224589	28.9928200832949	-6005.33892123495	0.782051302704536	28.4930904735257
13__Main Tower	-11068.4881161277	27.0643733685574	29.0259521083965	-6002.03295038898	0.781760070495945	28.5099212941941
12__Main Tower	-11077.1287613457	27.1252187148539	29.0559175745406	-5999.01672166088	0.781568147072315	28.5253181522539
11__Main Tower	-11084.797052745	27.1795935677583	29.0826660191968	-5996.29144989155	0.781477786254423	28.5392118100295
10__Main Tower	-11091.5019969442	27.2275564059915	29.106285708248	-5993.8585118706	0.781490852230231	28.5515968500643
9__Main Tower	-11097.2736563316	27.2693024440858	29.1269141447991	-5991.70462040118	0.781603882726512	28.5625324841405
8__Main Tower	-11102.164885367	27.3051711464588	29.1447421122772	-5989.81750265812	0.781812735322733	28.572067371328
7__Main Tower	-11106.2481738922	27.3356276349305	29.1600079958975	-5988.17641938991	0.782110409624596	28.5803000586205
6__Main Tower	-11109.5954601245	27.3611692647091	29.172973477191	-5986.75772091853	0.78248874072512	28.5873480948252
5__Main Tower	-11112.2935590032	27.382362647447	29.1839125190052	-5985.53599020415	0.782938882674981	28.5933416003085
4__Main Tower	-11112.7022195685	27.3882231264255	29.1878390834096	-5985.00485139715	0.783646827016017	28.5955876069009
3__Main Tower	-11138.6733785382	27.6190031383285	29.330768776579	-5970.19974541373	0.780577014669565	28.6796952850975
2__Main Tower	-11166.0172105335	27.8601625597903	29.476114634278	-5954.71530247868	0.777278472219902	28.7689865964781
1__Main Tower	-11193.2312046166	28.0988396815017	29.6162092744019	-5939.35926906393	0.773970423879246	28.8591309929862
