Place	LiqEtlp	LiqRho	LiqMass	VapEtlp	VapRho	VapMass
Condenser	-10908.7274220282	25.608796003538	28.0133524659092	-6095.30720803118	0.800227181944671	28.0131896313811
42__Main Tower	-10908.2499481531	25.6089836839948	28.0136555104132	-6095.27949608014	0.800225010553484	28.013352465909
41__Main Tower	-10907.3691487439	25.6064690835128	28.0139983674317	-6095.13224565248	0.801120845205274	28.0135367941721
40__Main Tower	-10906.3532141915	25.6035461268882	28.0143862029752	-6094.98630427426	0.802018337472069	28.0137453600274
39__Main Tower	-10905.3223515998	25.6006888655682	28.01482486219	-6094.982381535	0.803037629469556	28.0139813108083
38__Main Tower	-10904.8448498445	25.5980238484193	28.0153209640408	-6094.81899271986	0.803932454838665	28.0142482073015
37__Main Tower	-10903.3977862986	25.5953522216274	28.0158820125477	-6094.64921921871	0.804826798719905	28.0145500814678
36__Main Tower	-10902.4633308673	25.5929032113633	28.0165165289606	-6094.47401859029	0.80572072917776	28.0148915043096
35__Main Tower	-10901.4439233755	25.5902496630867	28.0172342106797	-6094.29218247775	0.806614139771652	28.0152776664741
34__Main Tower	-10900.4333003629	25.5879122926583	28.0180461248983	-6094.10062394315	0.80750676801432	28.0157144751057
33__Main Tower	-10899.4390996274	25.5855382722058	28.0189649480982	-6093.90118405069	0.808398739739942	28.0162086717938
32__Main Tower	-10898.4368909044	25.5828917493518	28.0200052670669	-6093.69156846261	0.809289840158752	28.0167679783929
31__Main Tower	-10897.425945661	25.5805793685354	28.0211839636332	-6093.47002151145	0.810179883088549	28.0174012802478
30__Main Tower	-10896.4056102057	25.5783569050159	28.0225207146928	-6093.23401271018	0.811068597586634	28.0181188603199
29__Main Tower	-10895.3753905552	25.5762408583859	28.0240386525756	-6092.99271224855	0.81195666571048	28.0189327034027
28__Main Tower	-10894.3350820825	25.5742522565302	28.0257652501694	-6092.72005836562	0.812841774973066	28.0198568977897
27__Main Tower	-10893.284964982	25.5724183464673	28.0277335230126	-6092.42648583358	0.813724597451489	28.0209081735019
26__Main Tower	-10892.2260961598	25.5707750066681	28.02998368037	-6092.10729765045	0.814604451050236	28.0221066330306
25__Main Tower	-10891.1607420325	25.5693701992423	28.0325654141422	-6091.75924747506	0.815480651331022	28.0234767546507
24__Main Tower	-10890.0930167105	25.5682689204239	28.0355410952222	-6091.37660026954	0.816352110062174	28.02504878274
23__Main Tower	-10889.0298187724	25.5675603065749	28.0389902609461	-6090.95197195602	0.817217317227469	28.0268606683047
22__Main Tower	-10887.9822007025	25.5673678344091	28.0430159367953	-6090.47592540389	0.818074191080435	28.0289607916287
21__Main Tower	-10886.9673625261	25.5678639474309	28.047753555606	-6089.93976766521	0.818920156523991	28.0314117947835
20__Main Tower	-10886.0115404699	25.5692909816282	28.0533835351112	-6089.31987320663	0.819750324354504	28.0342959833873
19__Main Tower	-10885.1541679756	25.5719909890927	28.0601489642746	-6088.60010660614	0.820559498172085	28.0377229338484
18__Main Tower	-10884.4538235581	25.5764479930446	28.0683803324379	-6087.75197013806	0.82133941084197	28.0418401715238
17__Main Tower	-10883.9966439608	25.5833473219016	28.0785297782465	-6086.73563070585	0.82207862937325	28.0468480647245
16__Main Tower	-10883.9080498602	25.5936578278605	28.0912178166878	-6085.49580352136	0.822760259115643	28.053020382372
15__Main Tower	-10884.3687387217	25.608743535963	28.1072956164162	-6083.95841821074	0.823361230570097	28.0607322052358
14__Main Tower	-10885.6357896066	25.630510591052	28.1279249741543	-6082.02282040348	0.823849581375147	28.0704968581034
13__Main Tower	-10888.0690690845	25.661591103607	28.1546748338869	-6079.54697895988	0.824179088835134	28.0830128074019
12__Main Tower	-10892.1613092373	25.7055535914784	28.1896251325563	-6076.35080151443	0.824290937172064	28.0992192021476
11__Main Tower	-10898.5662217861	25.767103290439	28.2354522129276	-6072.18243228813	0.824101066579765	28.120353460497
10__Main Tower	-10908.1115788689	25.8521860669723	28.2954407559911	-6066.74935976855	0.823511661160894	28.1479938643442
9__Main Tower	-10921.7638440348	25.967730250791	28.373324243342	-6059.67546628812	0.822398091038739	28.1840523390123
8__Main Tower	-10940.5595997878	26.1213700272146	28.4728125376249	-6050.58744119751	0.820633815564397	28.2306579871531
7__Main Tower	-10965.3283639543	26.3193255722032	28.596667119092	-6039.15135569093	0.818108774894026	28.2898504157076
6__Main Tower	-10996.3865594636	26.5643877931901	28.7453206923838	-6025.18867099125	0.814765090765018	28.3630128044461
5__Main Tower	-11033.1177114103	26.8528191679662	28.915386921071	-6008.86231242071	0.810658725616211	28.4500680411095
4__Main Tower	-11059.3258272115	27.0596536166757	29.0349261456569	-5997.07435026657	0.807920097383529	28.5137038504252
3__Main Tower	-11079.9058079729	27.2405155629121	29.1484878703914	-5985.5567739926	0.805614656622225	28.5775587202623
2__Main Tower	-11109.3791567164	27.4950828766637	29.3032931297211	-5969.55205037625	0.802003663188858	28.6677884158876
1__Main Tower	-11148.813928836	27.8332601787487	29.5026041713905	-5948.28383691885	0.79686379003261	28.7903413150403
