Place	LiqEtlp	LiqRho	LiqMass	VapEtlp	VapRho	VapMass
Condenser	-10899.206274065	25.5848167216903	28.0192062493938	-6093.85336794844	0.808598598820926	28.0163412186737
42__Main Tower	-10898.7688759013	25.5875457932514	28.0245284973025	-6093.37193518671	0.808560211434769	28.0192062493901
41__Main Tower	-10897.3988992516	25.5871077526282	28.0300195971273	-6092.74969370642	0.809418464140557	28.0221641459812
40__Main Tower	-10896.0175535881	25.586982565708	28.0356830416938	-6092.11406393059	0.81027545747159	28.0252160062107
39__Main Tower	-10894.6252593575	25.5869559053999	28.0415226516008	-6091.46513876426	0.811131148583584	28.0283637359743
38__Main Tower	-10893.2226286082	25.5870335124431	28.0475427868466	-6090.80006357973	0.811985253453214	28.0316094487908
37__Main Tower	-10891.8105242197	25.5872226877443	28.053748584236	-6090.12262455362	0.81283795201716	28.0349555663259
36__Main Tower	-10890.3901386538	25.5875328161294	28.060146245795	-6089.42173921016	0.813688264318445	28.0384049379204
35__Main Tower	-10888.963097965	25.5879760552625	28.0667434137196	-6088.70357390556	0.814536523478029	28.0419609956802
34__Main Tower	-10887.5315984958	25.5885682462103	28.0735496683561	-6087.96618732137	0.815382422455437	28.0456279614788
33__Main Tower	-10886.09858641	25.5893301157561	28.0805771891375	-6087.20973526789	0.816225567482674	28.0494111231246
32__Main Tower	-10884.6679935082	25.5902888604979	28.0878416265295	-6086.43185380031	0.817065506574949	28.0533172001332
31__Main Tower	-10883.2450470661	25.5914802255312	28.0953632457608	-6085.63075820032	0.817901619429242	28.0573548249251
30__Main Tower	-10881.836676158	25.5929512307229	28.1031684201513	-6084.80467271746	0.818733298965335	28.0615351726548
29__Main Tower	-10880.4520438549	25.5947637319331	28.1112915732088	-6083.94973415478	0.819559149318445	28.065872782268
28__Main Tower	-10879.1032423989	25.5969990606848	28.1197776944759	-6083.06192844082	0.820377733921197	28.070386622905
27__Main Tower	-10877.8061981993	25.599764046878	28.1286855843187	-6082.13665018937	0.821187412759246	28.0751014735517
26__Main Tower	-10876.5818448136	25.6031988009618	28.138092016613	-6081.16714026122	0.821985746979458	28.0800496998113
25__Main Tower	-10875.457634494	25.6074867106158	28.1480970431367	-6080.14477067354	0.822769615499181	28.0852735292543
24__Main Tower	-10874.4694711261	25.6128671837651	28.1588306938907	-6079.05816336248	0.823534883075043	28.0908279444128
23__Main Tower	-10873.6641566207	25.6196517272274	28.1704613427132	-6077.89461266107	0.824276959923051	28.0967843267157
22__Main Tower	-10873.1024436819	25.6282439552627	28.1832059878385	-6076.63024705542	0.824987003774389	28.103234989054
21__Main Tower	-10872.8627708393	25.6391640160581	28.1973426089697	-6075.24367830816	0.825657209641529	28.110298717702
20__Main Tower	-10873.0457047513	25.6530776082673	28.213224551591	-6073.70350665628	0.826275982496007	28.1181273866416
19__Main Tower	-10873.7790050018	25.6708290780466	28.2312964720258	-6071.97046308145	0.826828768960464	28.1269135778899
18__Main Tower	-10875.2230219173	25.6934768194245	28.2521106338601	-6069.9989803592	0.827298666194711	28.1368988933649
17__Main Tower	-10877.5757830175	25.7223269364958	28.2763411258675	-6067.71865393567	0.827659220591418	28.1483822118814
16__Main Tower	-10881.076590265	25.7589578949382	28.3047917191239	-6065.06281990157	0.827885494899939	28.1617264494968
15__Main Tower	-10886.006149457	25.8052235654556	28.3383905287451	-6061.9457643965	0.827945189045063	28.1773613497169
14__Main Tower	-10892.6803067214	25.8632160923427	28.37816160637	-6058.27590343171	0.827802784094938	28.1957784517846
13__Main Tower	-10901.4335239284	25.9351634152181	28.4251608960687	-6053.93616982905	0.827416421613093	28.2175128276143
12__Main Tower	-10912.581243648	26.0231340075703	28.4803635366747	-6048.83869284357	0.826749854637338	28.2431049735625
11__Main Tower	-10926.400190315	26.1291317067092	28.5444945217058	-6042.90929047062	0.825773653261475	28.2730365101663
10__Main Tower	-10943.0105719447	26.2540204983786	28.6178091799986	-6036.070229533	0.824461798800306	28.3076368504105
9__Main Tower	-10962.3595155125	26.3975377675066	28.6998558603414	-6028.3608334843	0.822822773275546	28.346966661036
8__Main Tower	-10984.1239577631	26.5576550450516	28.7892857183853	-6019.86585439185	0.820887144082675	28.3906982223203
7__Main Tower	-11007.6895774389	26.7303733034008	28.8837971317924	-6010.77693943789	0.818722729010263	28.4380290393406
6__Main Tower	-11032.2096776281	26.9099782483876	28.9802900713336	-6001.35263482719	0.816421056981398	28.4876736940142
5__Main Tower	-11056.6842062875	27.089611814655	29.0752485360965	-5991.92541985753	0.81409983462731	28.5379705069961
4__Main Tower	-11069.3520706857	27.1843314834465	29.1252972892278	-5986.82977556691	0.81324974495594	28.5651483223656
3__Main Tower	-11092.21818064	27.3858773617223	29.2505364152545	-5973.90009881466	0.810526823872383	28.6376886691313
2__Main Tower	-11120.3186665303	27.63035392834	29.3980688369931	-5958.32688777248	0.807012747488454	28.7265120974729
1__Main Tower	-11152.765096412	27.911209781015	29.5626779968334	-5940.42161245362	0.802789990820605	28.8305771751051
