Place	LiqEtlp	LiqRho	LiqMass	VapEtlp	VapRho	VapMass
Condenser	-10925.8931328707	25.6637457667073	28.0142825909655	-6097.42579617752	0.783663563253239	28.0136867640726
42__Main Tower	-10925.3807099567	25.6644366248151	28.0153957977987	-6097.4709171352	0.783775992621348	28.0142825909196
41__Main Tower	-10924.2644984636	25.6618263169357	28.016607380581	-6097.23187020588	0.784664179674509	28.0149314531774
40__Main Tower	-10923.1855359446	25.6594259164965	28.017925733546	-6096.98476523159	0.785551751726169	28.0156377112897
39__Main Tower	-10922.0912592593	25.6572683411818	28.0193600167043	-6096.72945147016	0.786438688603422	28.0164062749145
38__Main Tower	-10921.0276680605	25.6551258154869	28.0209202402721	-6096.46439311435	0.787324860276873	28.0172424976258
37__Main Tower	-10919.954095489	25.6530739858358	28.0226173659075	-6096.18722309365	0.788210067276653	28.0181522248246
36__Main Tower	-10918.869855153	25.6511278539373	28.0244634366796	-6095.9080724096	0.789095077930662	28.0191418542916
35__Main Tower	-10917.7742845556	25.6488649071284	28.0264717453012	-6095.60152431724	0.789977881479423	28.0202184133769
34__Main Tower	-10916.6667786001	25.6470057770109	28.0286570527998	-6095.28011721011	0.790859410182848	28.0213896577932
33__Main Tower	-10915.5468382403	25.6452536061055	28.0310358751094	-6094.9410172921	0.791739382962087	28.0226641992123
32__Main Tower	-10914.4141405379	25.6436220031388	28.0336268625868	-6094.58386625183	0.792617690892998	28.0240516720495
31__Main Tower	-10913.2686388162	25.6421277085331	28.03645130765	-6094.20638234205	0.793494041401768	28.0255629541163
30__Main Tower	-10912.1107050533	25.6407916732228	28.0395338295954	-6093.80605284944	0.794368077792037	28.0272104616493
29__Main Tower	-10910.9413314309	25.6396405555506	28.042903304615	-6093.38013612734	0.795239361327597	28.0290085471953
28__Main Tower	-10909.7624146119	25.6387088003158	28.0465941349969	-6092.92528311184	0.796107327955658	28.0309740397725
27__Main Tower	-10908.5771555141	25.6380415272762	28.0506479869499	-6092.44280284964	0.796971639628329	28.0331269817193
26__Main Tower	-10907.3906200236	25.6376985429552	28.0551161745979	-6091.91681753925	0.797830396419303	28.0354916370771
25__Main Tower	-10906.2105234314	25.6377599072301	28.0600629323926	-6091.34884725928	0.798682888684937	28.0380978740297
24__Main Tower	-10905.0483249011	25.6383336444312	28.0655699041225	-6090.73078862478	0.799527335872056	28.0409830610126
23__Main Tower	-10903.920749711	25.6395663987406	28.0717422888082	-6090.05492286048	0.800361302122381	28.0441946651687
22__Main Tower	-10902.851898161	25.6416581053928	28.0787172261553	-6089.30813433871	0.801181513261139	28.0477938054448
21__Main Tower	-10901.8761519449	25.6448820917907	28.0866751775637	-6088.4747678527	0.801983474220036	28.0518600926916
20__Main Tower	-10901.0421508141	25.6496124308111	28.095855254722	-6087.53476513689	0.802761269937119	28.0564981851855
19__Main Tower	-10900.4181791186	25.6563608030864	28.1065756387439	-6086.45876566271	0.803505777731743	28.0618465937467
18__Main Tower	-10900.099358192	25.665825499166	28.1192603514248	-6085.21111595245	0.80420587107531	28.0680893674511
17__Main Tower	-10900.217052825	25.6789552776727	28.1344735448669	-6083.74390373776	0.804846258323101	28.0754713356868
16__Main Tower	-10900.950799393	25.6970301516094	28.152961893127	-6081.9894504172	0.805404747376723	28.0843174865426
15__Main Tower	-10902.542721031	25.7217589688633	28.1757041112201	-6079.86250356922	0.805853181063033	28.0950566582806
14__Main Tower	-10905.3135914856	25.7553884587186	28.2039632937796	-6077.25634014417	0.806156074229814	28.1082487183568
13__Main Tower	-10909.6781123991	25.8008080671035	28.2393315133399	-6074.01723904339	0.806261058809585	28.1246123408651
12__Main Tower	-10916.1541595052	25.8616165305823	28.2837456884711	-6069.97624257911	0.806110898502263	28.14504673873
11__Main Tower	-10925.3565493318	25.9420883207004	28.3394387124238	-6064.92843195897	0.805634987531251	28.1706346496934
10__Main Tower	-10937.9505062268	26.0468349157321	28.4087730656134	-6058.63161487456	0.804751357537608	28.2026055544553
9__Main Tower	-10954.6108213431	26.1806942120168	28.4938959910861	-6050.86712874306	0.803383149827588	28.2422296570874
8__Main Tower	-10975.8026483197	26.347057789323	28.5961778015535	-6041.46034187879	0.801470380265873	28.2906111100135
7__Main Tower	-11001.6491928257	26.5470187045994	28.7154772885067	-6030.34093336411	0.798987644818499	28.3483658378102
6__Main Tower	-11031.6743997166	26.777632097352	28.8494296991845	-6017.64909866077	0.795979876430061	28.4152196028965
5__Main Tower	-11064.7411626103	27.0311023312943	28.9930869296452	-6003.73780767251	0.792563383430223	28.4896323502678
4__Main Tower	-11085.3379697198	27.190420363955	29.0821358036011	-5994.89883643235	0.790701399919446	28.5373504984754
3__Main Tower	-11107.1654619943	27.382465814993	29.2020046210949	-5982.69944027685	0.788278930734371	28.6054467370576
2__Main Tower	-11136.3097277127	27.6349822189502	29.3547758460108	-5966.82848084677	0.784802921505759	28.6955773829971
1__Main Tower	-11172.7517963996	27.9485082867448	29.5387695011481	-5947.1016842399	0.780215745896683	28.8099336568165
