Place	LiqEtlp	LiqRho	LiqMass	VapEtlp	VapRho	VapMass
Condenser	-10947.6111064313	25.8595600117779	28.1580034700432	-6085.67710087357	0.776824324318978	28.0794299936767
42__Main Tower	-10973.9545397026	26.0974254371528	28.328936964175	-6070.71761667955	0.773132657754846	28.1580034697676
41__Main Tower	-11000.0767094226	26.3298096848947	28.4904716791017	-6056.20135720586	0.770358605948026	28.234114107402
40__Main Tower	-11025.496084233	26.5497020766305	28.6371918290263	-6042.74496692012	0.767761044197541	28.3051003992184
39__Main Tower	-11048.9533434052	26.7485749454146	28.7653270213902	-6030.76529382946	0.765473458048565	28.3687669034891
38__Main Tower	-11069.6251081791	26.9211794029418	28.8732040824345	-6020.49691675165	0.763583239462199	28.423729223888
37__Main Tower	-11087.1011217209	27.0655174279717	28.9611203724291	-6011.97705799921	0.762121237104439	28.4695358145978
36__Main Tower	-11101.3644753192	27.1824380651184	29.030818242925	-6005.1079561807	0.761079731647552	28.5065505121937
35__Main Tower	-11112.6561636457	27.2746338924419	29.0848365450936	-5999.70239213932	0.760423094931347	28.535693821332
34__Main Tower	-11121.350071435	27.3456794089524	29.1259514361373	-5995.51854923238	0.760095826478796	28.5581602593191
33__Main Tower	-11127.8784081847	27.3993725635153	29.1567992992151	-5992.32480656957	0.760042113566653	28.5751915987177
32__Main Tower	-11132.6584713238	27.4393095251694	29.1796786455985	-5989.9076072225	0.760207702800628	28.5879333173302
31__Main Tower	-11136.0395553077	27.4683487089344	29.1964837562746	-5988.08704817663	0.760545329083215	28.5973656071203
30__Main Tower	-11138.3380677715	27.4890823271595	29.2087170853817	-5986.71795739105	0.761015665596657	28.6042861377034
29__Main Tower	-11139.8034473713	27.5035013551943	29.2175393018371	-5985.68716474989	0.761587321267563	28.6093220845732
28__Main Tower	-11140.6331247963	27.5131559810011	29.2238309711151	-5984.90808224128	0.76223568831269	28.6129550145668
27__Main Tower	-11140.9807180027	27.519234576369	29.2282520255103	-5984.31547463412	0.762941821822799	28.6155487343932
26__Main Tower	-11140.9541966473	27.5225428565662	29.23129306613	-5983.86067203065	0.763691300686469	28.6173750961351
25__Main Tower	-11140.677944571	27.523916224299	29.233316955222	-5983.50759192872	0.76447323171996	28.618635791708
24__Main Tower	-11140.1819365295	27.5238368915628	29.2345912828122	-5983.22958575178	0.765279428793157	28.6194798000899
23__Main Tower	-11139.5317728349	27.5226503181475	29.2353131051788	-5983.00701174688	0.76610376022758	28.62001689711
22__Main Tower	-11138.7662471674	27.5206400124578	29.2356275010755	-5982.82540231236	0.766941641941798	28.6203278941366
21__Main Tower	-11137.9145203188	27.5180173038256	29.2356413484826	-5982.67409739886	0.767789649858684	28.6204722890904
20__Main Tower	-11136.9984931816	27.5149397236516	29.2354334848573	-5982.54523378712	0.768645226613218	28.6204939309423
19__Main Tower	-11136.0346098496	27.5115247711632	29.2350621686673	-5982.43300150651	0.769506461203226	28.6204251882571
18__Main Tower	-11135.0352196962	27.5078601767056	29.2345705451753	-5982.33309857223	0.770371924248682	28.6202900052412
17__Main Tower	-11134.0095811	27.5040113540464	29.233990538931	-5982.24234273341	0.771240548166646	28.6201060754656
16__Main Tower	-11132.9647133854	27.5000277694219	29.233346203122	-5982.15833405465	0.772111523603976	28.619886734886
15__Main Tower	-11131.906233299	27.4959453551472	29.2326552303401	-5982.07926280896	0.772984222278863	28.6196417527158
14__Main Tower	-11130.8236079443	27.4918309437549	29.2319309292078	-5982.00390054556	0.773858246490301	28.6193784859964
13__Main Tower	-11129.7474226994	27.4876284915765	29.2311832707177	-5981.93120503291	0.774733226251232	28.61910243794
12__Main Tower	-11128.6664368925	27.4833920849597	29.2304197236987	-5981.86043233939	0.775608904158372	28.6188177262977
11__Main Tower	-11127.582339993	27.479133450594	29.2296458719914	-5981.79102636482	0.776485086737873	28.6185274256799
10__Main Tower	-11126.4963979702	27.4748613491219	29.2288658699256	-5981.72257347373	0.77736162914885	28.6182338198078
9__Main Tower	-11125.4095533876	27.4705822760233	29.2280827798981	-5981.65476888701	0.778238423762755	28.6179385882215
8__Main Tower	-11124.3218159944	27.4662987331806	29.22729882434	-5981.58739160513	0.779115391592811	28.6176429455011
7__Main Tower	-11123.2380247247	27.4620284068402	29.22651557561	-5981.52028551143	0.779992475814671	28.6173477461371
6__Main Tower	-11122.1514531991	27.4577503561713	29.2257341007678	-5981.45334496292	0.780869636823325	28.617053564492
5__Main Tower	-11121.0653555733	27.4534736685604	29.2249527207827	-5981.38674263024	0.781746914040049	28.6167593980173
4__Main Tower	-11120.0555948053	27.4497975682978	29.2245069377066	-5981.28642432309	0.782614208609677	28.6166572663898
3__Main Tower	-11150.568409438	27.7203039475557	29.390693833996	-5963.93521689611	0.778861192767956	28.7158682847285
2__Main Tower	-11177.6289510899	27.9596948058249	29.5340646821082	-5948.48494659261	0.775576497727239	28.8056633909509
1__Main Tower	-11200.3689271719	28.1602602822641	29.6513659794919	-5935.4716002325	0.772906994592244	28.8823998427858
