pressure,temperature,nitrogen,oxygen
350.0,-176.0,-12290.892378441804,-10748.388809179673
350.0,-174.0,-12188.149840434657,-10618.717918704318
350.0,-171.0,-12031.165898581234,-10419.254014225218
375.0,-200.0,-13452.69866437815,-12127.683093171723
375.0,-198.0,-13358.04014754826,-12023.289346342945
375.0,-196.0,-13263.016418059586,-11917.905039918982
375.0,-194.0,-13167.589506976414,-11811.419383123815
375.0,-192.0,-13071.721053808315,-11703.709261174634
375.0,-190.0,-12975.372333422749,-11594.636604546089
375.0,-188.0,-12878.504379843082,-11484.045081543358
375.0,-185.0,-12732.143829105577,-11314.911297469129
375.0,-183.0,-12633.808769589185,-11199.67719138907
375.0,-181.0,-12537.72566394055,-11075.184124174575
375.0,-179.0,-12440.172914133624,-10947.304901232454
375.0,-177.0,-12340.399991550372,-10818.89058684346
375.0,-175.0,-12239.035334275977,-10687.471094275312
375.0,-173.0,-12135.8224428274,-10554.831969920828
375.0,-170.0,-11977.741210352851,-10355.701231182848
400.0,-200.0,-13452.260251294321,-12127.225794131267
400.0,-198.0,-13357.60632049988,-12022.848312097825
400.0,-196.0,-13262.587485964072,-11917.48226311754
400.0,-194.0,-13167.165787792968,-11811.017168041653
400.0,-192.0,-13071.30286984616,-11703.330288979549
400.0,-190.0,-12974.960003902583,-11594.284016420746
400.0,-188.0,-12878.09820937925,-11483.722585902293
400.0,-186.0,-12780.678515058584,-11371.467888332483
400.0,-184.0,-12682.662435914655,-11257.314034976729
400.0,-182.0,-12584.012781632087,-11141.020178464398
400.0,-180.0,-12487.707915851292,-11014.884931465354
400.0,-178.0,-12389.213569339858,-10887.399921614471
400.0,-176.0,-12289.125274997024,-10756.658944665622
400.0,-174.0,-12186.911558579955,-10625.927982028945
400.0,-172.0,-12083.074514191592,-10492.326176671822
400.0,-169.0,-11923.978704574034,-10291.395753266002
425.0,-200.0,-13451.821818140936,-12126.768351411685
425.0,-198.0,-13357.172472002414,-12022.40710895585
425.0,-196.0,-13262.158531350158,-11917.059287181735
425.0,-194.0,-13166.742045424253,-11810.61471733391
425.0,-192.0,-13070.884662617951,-11702.951036820365
425.0,-190.0,-12974.547651913701,-11593.931094056206
425.0,-188.0,-12877.692018563679,-11483.399689031014
425.0,-186.0,-12780.278759751469,-11371.179416397306
425.0,-183.0,-12633.029322023363,-11199.224693549724
425.0,-181.0,-12534.39915681382,-11081.095152040813
425.0,-179.0,-12437.450064121143,-10954.103724530329
425.0,-177.0,-12338.325388231855,-10825.66004134233
425.0,-175.0,-12237.335304716853,-10695.407395071816
425.0,-173.0,-12134.679095689817,-10562.046675620135
425.0,-171.0,-12030.020030844831,-10429.11604610603
425.0,-168.0,-11869.879288443,-10224.346038974936
450.0,-200.0,-13451.383365737358,-12126.31076565592
450.0,-198.0,-13356.738602761921,-12021.965737604723
450.0,-196.0,-13261.72955486876,-11916.636112869652
450.0,-194.0,-13166.318280486648,-11810.212031856403
450.0,-192.0,-13070.466432711028,-11702.571505684475
450.0,-190.0,-12974.135278010992,-11593.577838616087
450.0,-188.0,-12877.285807908318,-11483.076392330477
450.0,-186.0,-12779.878988642859,-11370.890461493003
450.0,-184.0,-12681.876219625026,-11256.815929833027
450.0,-182.0,-12583.240113499038,-11140.614221039346
450.0,-180.0,-12484.557679977794,-11020.685538640038
450.0,-178.0,-12386.942393757174,-10892.821660795886
450.0,-176.0,-12287.165722552756,-10763.394803503335
450.0,-174.0,-12185.503157878164,-10632.075162120429
450.0,-172.0,-12081.97812351688,-10499.23744462581
450.0,-170.0,-11976.738035577293,-10363.401892763859
450.0,-167.0,-11815.392789290801,-10158.51936467474
475.0,-200.0,-13450.944894913586,-12125.853037440906
475.0,-198.0,-13356.30471340755,-12021.52419866125
475.0,-196.0,-13261.300557063865,-11916.212740865612
475.0,-194.0,-13165.89449347733,-11809.809112389761
475.0,-192.0,-13070.048180587424,-11702.191696483045
475.0,-190.0,-12973.72288262074,-11593.22425118698
475.0,-188.0,-12876.879577795236,-11482.752697123527
475.0,-186.0,-12779.479202053013,-11370.601025264305
475.0,-183.0,-12632.249859276628,-11198.769595008609
475.0,-181.0,-12533.290575193274,-11081.4511390357
475.0,-179.0,-12434.779848790506,-10959.069384098191
475.0,-177.0,-12336.174794520242,-10831.018990962844
475.0,-175.0,-12235.723736793057,-10700.583801894416
475.0,-173.0,-12133.36532594531,-10568.166722858065
475.0,-171.0,-12029.11571366364,-10434.13850738062
475.0,-169.0,-11923.023262419687,-10298.767536771118
475.0,-166.0,-11760.519001899,-10091.805250434978
500.0,-200.0,-13450.506406687571,-12125.39516729123
500.0,-198.0,-13355.870804561067,-12021.082492690572
500.0,-196.0,-13260.871538417296,-11915.789171799512
500.0,-194.0,-13165.470684811391,-11809.405959658216
500.0,-192.0,-13069.629906618624,-11701.811610069808
500.0,-190.0,-12973.310466074969,-11592.870332796963
500.0,-188.0,-12876.473328509934,-11482.428604673683
500.0,-186.0,-12779.079400204917,-11370.311109295195
500.0,-183.0,-12631.860122586022,-11198.54107637666
500.0,-181.0,-12532.907652338201,-11081.272053269751
500.0,-179.0,-12433.537582919385,-10960.894979895043
500.0,-177.0,-12334.970333109652,-10833.607748171196
500.0,-175.0,-12234.897204461906,-10702.815126369389
500.0,-173.0,-12132.66499830982,-10570.830768349158
500.0,-171.0,-12028.552837258483,-10437.145131445825
500.0,-169.0,-11922.689896015883,-10300.422038650358
500.0,-166.0,-11760.299319468964,-10093.586651168978
525.0,-200.0,-13450.067552578716,-12124.937267169144
525.0,-198.0,-13355.436876939732,-12020.640620216936
525.0,-196.0,-13260.442499393821,-11915.3654062604
525.0,-194.0,-13165.046854852806,-11809.002574343589
525.0,-192.0,-13069.211611112243,-11701.431247254597
525.0,-190.0,-12972.898028636042,-11592.516084429224
525.0,-188.0,-12876.067060265774,-11482.104116198272
525.0,-186.0,-12778.6795832483,-11370.02071512194
525.0,-184.0,-12680.696830953115,-11256.064385544008
525.0,-182.0,-12582.081131629775,-11139.99990443508
525.0,-180.0,-12482.797128179593,-11021.549112054086
525.0,-178.0,-12383.52568420257,-10898.838413894562
525.0,-176.0,-12284.268288748159,-10770.375978989548
525.0,-174.0,-12183.211425216274,-10639.40227947087
525.0,-172.0,-12080.257254626027,-10506.290885059765
525.0,-170.0,-11975.393319209279,-10371.374767016288
525.0,-168.0,-11868.643681990769,-10234.873886406147
525.0,-165.0,-11705.0485912266,-10024.271668074663
550.0,-200.0,-13449.6290956424,-12124.478921517728
550.0,-198.0,-13355.002795775494,-12020.198642975427
550.0,-196.0,-13260.01344050203,-11914.941444804852
550.0,-194.0,-13164.62300394458,-11808.598957094831
550.0,-192.0,-13068.793294333753,-11701.050608813235
550.0,-190.0,-12972.485570516013,-11592.161507031744
550.0,-188.0,-12875.66077322229,-11481.779232878192
550.0,-186.0,-12778.279751277525,-11369.72984424275
550.0,-184.0,-12680.303684603958,-11255.81270899778
550.0,-181.0,-12532.141837843346,-11080.911507792944
550.0,-179.0,-12432.518381830534,-10961.204236302236
550.0,-177.0,-12332.976855781204,-10836.83664214206
550.0,-175.0,-12233.00271671688,-10707.421670152531
550.0,-173.0,-12131.220428012159,-10575.392259947816
550.0,-171.0,-12027.518791940707,-10441.120874142893
550.0,-169.0,-11921.875632385254,-10304.934130881833
550.0,-167.0,-11814.306240907938,-10167.037876274073
550.0,-164.0,-11649.3585683565,-9955.654179168512
575.0,-200.0,-13449.190893312023,-12124.020475074549
575.0,-198.0,-13354.5686191522,-12019.756420202715
575.0,-196.0,-13259.584362406866,-11914.517287955718
575.0,-194.0,-13164.19913244548,-11808.195108534548
575.0,-192.0,-13068.374956526828,-11700.66969549472
575.0,-190.0,-12972.073091892149,-11591.806601524522
575.0,-188.0,-12875.254467498999,-11481.453955865125
575.0,-186.0,-12777.879904344763,-11369.438498124937
575.0,-184.0,-12679.910529831546,-11255.560454759672
575.0,-181.0,-12531.758945720894,-11080.730053936843
575.0,-179.0,-12432.142232325745,-10961.080326850792
575.0,-177.0,-12332.181251232118,-10837.757185734908
575.0,-175.0,-12232.208853785149,-10708.853078767464
575.0,-173.0,-12130.494338749912,-10577.298559354544
575.0,-171.0,-12026.898598294829,-10443.43682953434
575.0,-169.0,-11921.377591811686,-10307.56074542602
575.0,-167.0,-11814.010610207893,-10168.521245987127
575.0,-164.0,-11649.171392020215,-9957.228597290194
600.0,-200.0,-13448.752329743755,-12123.562216570735
600.0,-198.0,-13354.134841203,-12019.31384512178
600.0,-196.0,-13259.154971192042,-11914.093034736405
600.0,-194.0,-13163.775240789704,-11807.791029260474
600.0,-192.0,-13067.956597936469,-11700.288508026155
600.0,-190.0,-12971.660592921042,-11591.451368804983
600.0,-188.0,-12874.84814318686,-11481.128286286816
600.0,-186.0,-12777.480042470672,-11369.146678210098
600.0,-184.0,-12679.517366564185,-11255.307624703935
600.0,-182.0,-12580.92217230838,-11139.37919339268
600.0,-180.0,-12481.658654907544,-11021.087497877117
600.0,-178.0,-12381.695036849147,-10900.104453162776
600.0,-176.0,-12281.612677021409,-10774.686817739546
600.0,-174.0,-12180.708101916714,-10645.24063687653
600.0,-172.0,-12078.237607164976,-10512.607696142708
600.0,-170.0,-11973.864645683665,-10377.552500804046
600.0,-168.0,-11867.533477558052,-10240.359695347908
600.0,-166.0,-11759.231341664216,-10101.179708748748
600.0,-163.0,-11593.063516741202,-9886.186037897094
