P,T,N2,O2,Ar,y_N2,y_O2,y_Ar,x_N2,x_O2,x_Ar,vap_rho,liq_rho,vap_etlp,liq_etlp,vap_F,liq_F
555.1409756,-177.309885766667,0.947858352,0.031481618,0.02066003,0.974708970006376,0.0137129678524679,0.011578062141156,0.946834858784264,0.0321589243053697,0.0210062169103666,0.81274712218165,25.8852501110844,-6058.8225263155,-10898.1989271527,0.0203991200847566,0.535156435470799
555.1409756,-177.309885766667,0.947858352,0.0325781553333333,0.0195634926666666,0.974963016565249,0.0141161548612741,0.0109208285734766,0.947083962680105,0.0331056208533382,0.0198104164665572,0.812748756948621,25.8845166277076,-6059.83004966975,-10900.2317161837,0.0154315239894148,0.540124031566141
555.1409756,-177.309885766667,0.947858352,0.0336746926666667,0.0184669553333333,0.975215108475958,0.014515804342556,0.0102690871814863,0.947330920833755,0.0340440710621507,0.0186250081040939,0.812750377523796,25.8837893675398,-6060.82917142511,-10902.2471969713,0.0105083683390832,0.545047187216472
555.1409756,-177.309885766667,0.947858352,0.03477123,0.017370418,0.975465297774008,0.0149120098807056,0.00962269234528645,0.947575789991621,0.0349744926559882,0.0174497173523907,0.81275198428375,25.8830681655958,-6061.82011436618,-10904.2458268162,0.00562860035998736,0.549926955195568
555.1409756,-177.309885766667,0.949092707,0.031481618,0.019425675,0.974902621996564,0.0140203450385305,0.0110770329649057,0.947024764154779,0.0328806506777102,0.0200945851675104,0.812748368463077,25.884690945739,-6059.59059043926,-10899.7486136059,0.041210380752847,0.514345174802709
555.1409756,-177.309885766667,0.949092707,0.0325781553333333,0.0183291376666666,0.97516074366501,0.0144296546665763,0.0104096016684134,0.947277682417587,0.0338417708202762,0.0188805467621367,0.812750028174802,25.8839461558692,-6060.61376074579,-10901.8126893736,0.0361634248579,0.519392130697656
555.1409756,-177.309885766667,0.949092707,0.0336746926666667,0.0172326003333333,0.975416812838676,0.0148352612492771,0.00974792591204685,0.947528353557657,0.034794256976664,0.0176773894656788,0.812751673027965,25.8832078852506,-6061.62812614124,-10903.8586337819,0.0311628992117725,0.524392656343783
555.1409756,-177.309885766667,0.949092707,0.03477123,0.016136063,0.975670885742679,0.0152372656238427,0.00909184863347803,0.947776838745732,0.0357383438060832,0.016484817448185,0.812753303428361,25.8824759559949,-6062.63392692656,-10905.8869399388,0.0262076678625328,0.529347887693023
555.1409756,-177.291172533333,0.945389642,0.031481618,0.02312874,0.973305542824952,0.013725505028817,0.0129689521462307,0.944329676881266,0.0321558165691869,0.0235145065495467,0.812524598342293,25.8999278830912,-6056.00542427435,-10895.7145949225,0.0203227579652674,0.535232797590288
555.1409756,-177.291172533333,0.945389642,0.0325781553333333,0.0220322026666667,0.973560813072604,0.0141315398067697,0.0123076471206259,0.944580099604188,0.0331082475076879,0.0223116528881238,0.812526243048678,25.8991909404861,-6057.01906826272,-10897.758697408,0.0155187958343761,0.540036759721179
555.1409756,-177.291172533333,0.945389642,0.0336746926666667,0.0209356653333334,0.973814181211786,0.0145341073465507,0.0116517114416629,0.944828424577532,0.034052606619039,0.0211189688034293,0.812527873865531,25.89846007418,-6058.02450016187,-10899.7858799071,0.0107565747156776,0.544798980839878
555.1409756,-177.291172533333,0.945389642,0.03477123,0.019839128,0.974065696495922,0.0149332968503685,0.0110010066537098,0.945074705750087,0.0349891011256477,0.0199361931242649,0.812529491151338,25.8977351274934,-6059.02193175487,-10901.7965770995,0.00603513639180742,0.549520419163748
